chapter,source_file,heading_level,heading_text,identifier,source_line,source_order
11,chapters/11-cloud-services.qmd,2,Review Questions,review-questions,2320,625
11,chapters/11-cloud-services.qmd,2,Hands-On Exercises,hands-on-exercises,2344,626
11,chapters/11-cloud-services.qmd,3,Exercise 11.1: Containerize Your Application,exercise-11-1-containerize-your-application,2346,627
11,chapters/11-cloud-services.qmd,3,Exercise 11.2: Deploy to Kubernetes,exercise-11-2-deploy-to-kubernetes,2357,628
11,chapters/11-cloud-services.qmd,3,Exercise 11.3: Serverless Function,exercise-11-3-serverless-function,2368,629
11,chapters/11-cloud-services.qmd,3,Exercise 11.4: Infrastructure as Code,exercise-11-4-infrastructure-as-code,2378,630
11,chapters/11-cloud-services.qmd,3,Exercise 11.5: Security Audit,exercise-11-5-security-audit,2388,631
11,chapters/11-cloud-services.qmd,3,Exercise 11.6: Cost Analysis,exercise-11-6-cost-analysis,2398,632
11,chapters/11-cloud-services.qmd,2,Further Reading,further-reading,2410,633
11,chapters/11-cloud-services.qmd,2,References,references,2428,634
12,chapters/12-security.qmd,1,Software Security,software-security,1,635
12,chapters/12-security.qmd,2,Learning Objectives,learning-objectives,3,636
12,chapters/12-security.qmd,2,The Imperative of Software Security,the-imperative-of-software-security,20,637
12,chapters/12-security.qmd,3,The Cost of Security Failures,the-cost-of-security-failures,26,638
12,chapters/12-security.qmd,3,Security Principles,security-principles,40,639
12,chapters/12-security.qmd,3,The Security Mindset,the-security-mindset,90,640
12,chapters/12-security.qmd,2,OWASP Top 10 Web Application Vulnerabilities,owasp-top-10-web-application-vulnerabilities,108,641
12,chapters/12-security.qmd,3,A01: Broken Access Control,a01-broken-access-control,114,642
12,chapters/12-security.qmd,4,Understanding Access Control Failures,understanding-access-control-failures,120,643
12,chapters/12-security.qmd,4,Implementing Proper Access Control,implementing-proper-access-control,132,644
12,chapters/12-security.qmd,3,A02: Cryptographic Failures,a02-cryptographic-failures,302,645
12,chapters/12-security.qmd,4,Understanding Cryptographic Requirements,understanding-cryptographic-requirements,306,646
12,chapters/12-security.qmd,4,Password Hashing Done Right,password-hashing-done-right,316,647
12,chapters/12-security.qmd,4,Encrypting Sensitive Data,encrypting-sensitive-data,360,648
12,chapters/12-security.qmd,3,A03: Injection,a03-injection,420,649
12,chapters/12-security.qmd,4,Understanding SQL Injection,understanding-sql-injection,426,650
12,chapters/12-security.qmd,4,Preventing SQL Injection,preventing-sql-injection,477,651
12,chapters/12-security.qmd,4,Command Injection,command-injection,521,652
12,chapters/12-security.qmd,3,A04: Insecure Design,a04-insecure-design,565,653
12,chapters/12-security.qmd,4,Design-Level Security Thinking,design-level-security-thinking,571,654
12,chapters/12-security.qmd,4,Secure Design for Password Reset,secure-design-for-password-reset,581,655
12,chapters/12-security.qmd,3,A05: Security Misconfiguration,a05-security-misconfiguration,741,656
12,chapters/12-security.qmd,4,Common Misconfiguration Patterns,common-misconfiguration-patterns,747,657
12,chapters/12-security.qmd,4,Secure Configuration,secure-configuration,759,658
12,chapters/12-security.qmd,3,A06: Vulnerable and Outdated Components,a06-vulnerable-and-outdated-components,869,659
12,chapters/12-security.qmd,4,The Scale of the Problem,the-scale-of-the-problem,873,660
12,chapters/12-security.qmd,4,Managing Dependency Security,managing-dependency-security,885,661
12,chapters/12-security.qmd,3,A07: Identification and Authentication Failures,a07-identification-and-authentication-failures,971,662
12,chapters/12-security.qmd,4,Password Policies,password-policies,975,663
12,chapters/12-security.qmd,4,Brute Force Protection,brute-force-protection,1025,664
12,chapters/12-security.qmd,4,Secure Session Management,secure-session-management,1073,665
12,chapters/12-security.qmd,3,A08: Software and Data Integrity Failures,a08-software-and-data-integrity-failures,1094,666
12,chapters/12-security.qmd,4,Supply Chain Security,supply-chain-security,1098,667
12,chapters/12-security.qmd,4,Unsafe Deserialization,unsafe-deserialization,1130,668
12,chapters/12-security.qmd,3,A09: Security Logging and Monitoring Failures,a09-security-logging-and-monitoring-failures,1169,669
12,chapters/12-security.qmd,4,What to Log,what-to-log,1173,670
12,chapters/12-security.qmd,4,How to Log Securely,how-to-log-securely,1187,671
12,chapters/12-security.qmd,4,Monitoring and Alerting,monitoring-and-alerting,1230,672
12,chapters/12-security.qmd,3,A10: Server-Side Request Forgery (SSRF),a10-server-side-request-forgery-ssrf,1251,673
12,chapters/12-security.qmd,4,Understanding SSRF,understanding-ssrf,1255,674
12,chapters/12-security.qmd,4,Preventing SSRF,preventing-ssrf,1274,675
12,chapters/12-security.qmd,2,Input Validation and Sanitization,input-validation-and-sanitization,1341,676
12,chapters/12-security.qmd,3,Validation Strategies,validation-strategies,1347,677
12,chapters/12-security.qmd,3,Comprehensive Validation with Joi,comprehensive-validation-with-joi,1394,678
12,chapters/12-security.qmd,3,Output Encoding,output-encoding,1470,679
12,chapters/12-security.qmd,2,Security Headers,security-headers,1518,680
12,chapters/12-security.qmd,3,Content Security Policy,content-security-policy,1522,681
12,chapters/12-security.qmd,3,Other Essential Headers,other-essential-headers,1571,682
12,chapters/12-security.qmd,2,Security Testing,security-testing,1605,683
12,chapters/12-security.qmd,3,Types of Security Testing,types-of-security-testing,1609,684
12,chapters/12-security.qmd,3,Integrating Security Testing into CI/CD,integrating-security-testing-into-ci-cd,1625,685
12,chapters/12-security.qmd,3,Writing Security Tests,writing-security-tests,1669,686
12,chapters/12-security.qmd,2,Incident Response,incident-response,1748,687
12,chapters/12-security.qmd,3,Incident Response Phases,incident-response-phases,1752,688
12,chapters/12-security.qmd,3,Containment Actions,containment-actions,1805,689
12,chapters/12-security.qmd,3,Communication,communication,1819,690
12,chapters/12-security.qmd,2,Chapter Summary,chapter-summary,1831,691
12,chapters/12-security.qmd,2,Key Terms,key-terms,1855,692
12,chapters/12-security.qmd,2,Review Questions,review-questions,1877,693
12,chapters/12-security.qmd,2,Hands-On Exercises,hands-on-exercises,1901,694
12,chapters/12-security.qmd,3,Exercise 12.1: Security Audit,exercise-12-1-security-audit,1903,695
12,chapters/12-security.qmd,3,Exercise 12.2: Implement OWASP Protections,exercise-12-2-implement-owasp-protections,1913,696
12,chapters/12-security.qmd,3,Exercise 12.3: Security Testing Suite,exercise-12-3-security-testing-suite,1923,697
12,chapters/12-security.qmd,3,Exercise 12.4: Dependency Security Pipeline,exercise-12-4-dependency-security-pipeline,1933,698
12,chapters/12-security.qmd,3,Exercise 12.5: Security Logging Implementation,exercise-12-5-security-logging-implementation,1943,699
12,chapters/12-security.qmd,3,Exercise 12.6: Incident Response Plan,exercise-12-6-incident-response-plan,1953,700
12,chapters/12-security.qmd,2,Further Reading,further-reading,1965,701
12,chapters/12-security.qmd,2,References,references,1982,702
13,chapters/13-maintenance-evolution.qmd,1,Software Maintenance and Evolution,software-maintenance-and-evolution,1,703
13,chapters/13-maintenance-evolution.qmd,2,Learning Objectives,learning-objectives,3,704
13,chapters/13-maintenance-evolution.qmd,2,The Reality of Software Maintenance,the-reality-of-software-maintenance,19,705
13,chapters/13-maintenance-evolution.qmd,3,Types of Software Maintenance,types-of-software-maintenance,27,706
13,chapters/13-maintenance-evolution.qmd,3,The Maintenance Mindset,the-maintenance-mindset,76,707
13,chapters/13-maintenance-evolution.qmd,3,Measuring Maintainability,measuring-maintainability,88,708
13,chapters/13-maintenance-evolution.qmd,2,Technical Debt,technical-debt,120,709
13,chapters/13-maintenance-evolution.qmd,3,Sources of Technical Debt,sources-of-technical-debt,126,710
13,chapters/13-maintenance-evolution.qmd,3,Manifestations of Technical Debt,manifestations-of-technical-debt,167,711
13,chapters/13-maintenance-evolution.qmd,3,The Interest Payments,the-interest-payments,185,712
13,chapters/13-maintenance-evolution.qmd,3,Managing Technical Debt,managing-technical-debt,234,713
13,chapters/13-maintenance-evolution.qmd,2,Refactoring,refactoring,278,714
13,chapters/13-maintenance-evolution.qmd,3,Why Refactoring Matters,why-refactoring-matters,284,715
13,chapters/13-maintenance-evolution.qmd,3,When to Refactor,when-to-refactor,292,716
13,chapters/13-maintenance-evolution.qmd,3,Refactoring Techniques,refactoring-techniques,306,717
13,chapters/13-maintenance-evolution.qmd,4,Extract Function,extract-function,310,718
13,chapters/13-maintenance-evolution.qmd,4,Replace Conditional with Polymorphism,replace-conditional-with-polymorphism,477,719
13,chapters/13-maintenance-evolution.qmd,4,Introduce Parameter Object,introduce-parameter-object,624,720
13,chapters/13-maintenance-evolution.qmd,3,Refactoring Safely,refactoring-safely,755,721
13,chapters/13-maintenance-evolution.qmd,2,Working with Legacy Systems,working-with-legacy-systems,771,722
13,chapters/13-maintenance-evolution.qmd,3,Understanding Legacy Challenges,understanding-legacy-challenges,777,723
13,chapters/13-maintenance-evolution.qmd,3,Strategies for Legacy Evolution,strategies-for-legacy-evolution,791,724
13,chapters/13-maintenance-evolution.qmd,3,Managing Risk During Legacy Evolution,managing-risk-during-legacy-evolution,977,725
13,chapters/13-maintenance-evolution.qmd,2,Documentation,documentation,1020,726
13,chapters/13-maintenance-evolution.qmd,3,Types of Documentation,types-of-documentation,1024,727
13,chapters/13-maintenance-evolution.qmd,3,Architectural Decision Records,architectural-decision-records,1061,728
13,chapters/13-maintenance-evolution.qmd,3,Code Comments,code-comments,1135,729
13,chapters/13-maintenance-evolution.qmd,3,README Files,readme-files,1202,730
13,chapters/13-maintenance-evolution.qmd,2,Requirements,requirements,1232,731
13,chapters/13-maintenance-evolution.qmd,2,Project Structure,project-structure,1238,732
13,chapters/13-maintenance-evolution.qmd,2,Configuration,configuration,1254,733
13,chapters/13-maintenance-evolution.qmd,2,API Documentation,api-documentation,1265,734
13,chapters/13-maintenance-evolution.qmd,2,Development,development,1271,735
13,chapters/13-maintenance-evolution.qmd,3,Running Tests,running-tests,1273,736
13,chapters/13-maintenance-evolution.qmd,3,Code Style,code-style,1286,737
13,chapters/13-maintenance-evolution.qmd,3,Commit Messages,commit-messages,1290,738
13,chapters/13-maintenance-evolution.qmd,2,Contributing,contributing,1298,739
13,chapters/13-maintenance-evolution.qmd,2,License,license,1302,740
13,chapters/13-maintenance-evolution.qmd,3,Change Management,change-management,1359,741
13,chapters/13-maintenance-evolution.qmd,3,Configuration Changes,configuration-changes,1422,742
13,chapters/13-maintenance-evolution.qmd,2,Deprecated Features Removed,deprecated-features-removed,1440,743
13,chapters/13-maintenance-evolution.qmd,3,API Versioning,api-versioning,1501,744
13,chapters/13-maintenance-evolution.qmd,2,Designing for Maintainability,designing-for-maintainability,1537,745
13,chapters/13-maintenance-evolution.qmd,3,Principles for Maintainable Design,principles-for-maintainable-design,1541,746
13,chapters/13-maintenance-evolution.qmd,3,Structural Patterns for Maintainability,structural-patterns-for-maintainability,1551,747
13,chapters/13-maintenance-evolution.qmd,3,Testing for Maintainability,testing-for-maintainability,1637,748
13,chapters/13-maintenance-evolution.qmd,2,Chapter Summary,chapter-summary,1696,749
13,chapters/13-maintenance-evolution.qmd,2,Key Terms,key-terms,1720,750
13,chapters/13-maintenance-evolution.qmd,2,Review Questions,review-questions,1741,751
13,chapters/13-maintenance-evolution.qmd,2,Hands-On Exercises,hands-on-exercises,1765,752
13,chapters/13-maintenance-evolution.qmd,3,Exercise 13.1: Technical Debt Audit,exercise-13-1-technical-debt-audit,1767,753
13,chapters/13-maintenance-evolution.qmd,3,Exercise 13.2: Refactoring Practice,exercise-13-2-refactoring-practice,1778,754
13,chapters/13-maintenance-evolution.qmd,3,Exercise 13.3: Documentation Improvement,exercise-13-3-documentation-improvement,1789,755
13,chapters/13-maintenance-evolution.qmd,3,Exercise 13.4: Legacy Code Characterization,exercise-13-4-legacy-code-characterization,1799,756
13,chapters/13-maintenance-evolution.qmd,3,Exercise 13.5: Version Management,exercise-13-5-version-management,1809,757
13,chapters/13-maintenance-evolution.qmd,3,Exercise 13.6: Maintainability Metrics,exercise-13-6-maintainability-metrics,1819,758
13,chapters/13-maintenance-evolution.qmd,2,Further Reading,further-reading,1831,759
13,chapters/13-maintenance-evolution.qmd,2,References,references,1848,760
14,chapters/14-ethics-professionalism.qmd,1,Professional Practice and Ethics,professional-practice-and-ethics,1,761
14,chapters/14-ethics-professionalism.qmd,2,Learning Objectives,learning-objectives,3,762
14,chapters/14-ethics-professionalism.qmd,2,The Ethical Dimension of Software Engineering,the-ethical-dimension-of-software-engineering,18,763
14,chapters/14-ethics-professionalism.qmd,3,Why Ethics Matter in Software,why-ethics-matter-in-software,24,764
14,chapters/14-ethics-professionalism.qmd,3,Ethical Reasoning Frameworks,ethical-reasoning-frameworks,44,765
14,chapters/14-ethics-professionalism.qmd,3,Professional Codes of Ethics,professional-codes-of-ethics,120,766
14,chapters/14-ethics-professionalism.qmd,3,Applying Ethics in Practice,applying-ethics-in-practice,151,767
14,chapters/14-ethics-professionalism.qmd,2,Intellectual Property and Licensing,intellectual-property-and-licensing,185,768
14,chapters/14-ethics-professionalism.qmd,3,Types of Intellectual Property,types-of-intellectual-property,189,769
14,chapters/14-ethics-professionalism.qmd,3,Open Source Licensing,open-source-licensing,207,770
14,chapters/14-ethics-professionalism.qmd,3,License Compatibility and Compliance,license-compatibility-and-compliance,273,771
14,chapters/14-ethics-professionalism.qmd,3,Practical License Management,practical-license-management,307,772
14,chapters/14-ethics-professionalism.qmd,3,Choosing a License for Your Code,choosing-a-license-for-your-code,323,773
14,chapters/14-ethics-professionalism.qmd,2,Team Dynamics and Collaboration,team-dynamics-and-collaboration,341,774
14,chapters/14-ethics-professionalism.qmd,3,Effective Development Teams,effective-development-teams,345,775
14,chapters/14-ethics-professionalism.qmd,3,Roles and Responsibilities,roles-and-responsibilities,361,776
14,chapters/14-ethics-professionalism.qmd,3,Communication Practices,communication-practices,415,777
14,chapters/14-ethics-professionalism.qmd,3,Conflict Resolution,conflict-resolution,441,778
14,chapters/14-ethics-professionalism.qmd,3,Working with Non-Technical Stakeholders,working-with-non-technical-stakeholders,472,779
14,chapters/14-ethics-professionalism.qmd,2,Career Development,career-development,488,780
14,chapters/14-ethics-professionalism.qmd,3,The Learning Imperative,the-learning-imperative,492,781
14,chapters/14-ethics-professionalism.qmd,3,Career Paths,career-paths,506,782
14,chapters/14-ethics-professionalism.qmd,3,Building Your Professional Network,building-your-professional-network,520,783
14,chapters/14-ethics-professionalism.qmd,3,Navigating Organizational Dynamics,navigating-organizational-dynamics,532,784
14,chapters/14-ethics-professionalism.qmd,3,Work-Life Balance and Sustainability,work-life-balance-and-sustainability,546,785
14,chapters/14-ethics-professionalism.qmd,2,Legal and Regulatory Considerations,legal-and-regulatory-considerations,562,786
14,chapters/14-ethics-professionalism.qmd,3,Privacy Regulations,privacy-regulations,566,787
14,chapters/14-ethics-professionalism.qmd,3,Accessibility Requirements,accessibility-requirements,597,788
14,chapters/14-ethics-professionalism.qmd,3,Industry-Specific Regulations,industry-specific-regulations,620,789
14,chapters/14-ethics-professionalism.qmd,3,Liability and Professional Responsibility,liability-and-professional-responsibility,634,790
14,chapters/14-ethics-professionalism.qmd,2,Emerging Ethical Challenges,emerging-ethical-challenges,648,791
14,chapters/14-ethics-professionalism.qmd,3,Artificial Intelligence Ethics,artificial-intelligence-ethics,652,792
14,chapters/14-ethics-professionalism.qmd,3,Sustainability and Environmental Impact,sustainability-and-environmental-impact,668,793
14,chapters/14-ethics-professionalism.qmd,3,Security and Dual Use,security-and-dual-use,686,794
14,chapters/14-ethics-professionalism.qmd,2,Building an Ethical Practice,building-an-ethical-practice,698,795
14,chapters/14-ethics-professionalism.qmd,3,Personal Ethical Practice,personal-ethical-practice,702,796
14,chapters/14-ethics-professionalism.qmd,3,Organizational Ethical Practice,organizational-ethical-practice,714,797
14,chapters/14-ethics-professionalism.qmd,3,When to Walk Away,when-to-walk-away,726,798
14,chapters/14-ethics-professionalism.qmd,2,Chapter Summary,chapter-summary,748,799
14,chapters/14-ethics-professionalism.qmd,2,Key Terms,key-terms,774,800
14,chapters/14-ethics-professionalism.qmd,2,Review Questions,review-questions,795,801
14,chapters/14-ethics-professionalism.qmd,2,Hands-On Exercises,hands-on-exercises,820,802
14,chapters/14-ethics-professionalism.qmd,3,Exercise 14.1: Ethical Case Analysis,exercise-14-1-ethical-case-analysis,822,803
14,chapters/14-ethics-professionalism.qmd,3,Exercise 14.2: License Audit,exercise-14-2-license-audit,833,804
14,chapters/14-ethics-professionalism.qmd,3,Exercise 14.3: Accessibility Evaluation,exercise-14-3-accessibility-evaluation,844,805
14,chapters/14-ethics-professionalism.qmd,3,Exercise 14.4: Team Retrospective,exercise-14-4-team-retrospective,855,806
14,chapters/14-ethics-professionalism.qmd,3,Exercise 14.5: Career Development Plan,exercise-14-5-career-development-plan,866,807
14,chapters/14-ethics-professionalism.qmd,3,Exercise 14.6: Ethics in Design,exercise-14-6-ethics-in-design,877,808
14,chapters/14-ethics-professionalism.qmd,2,Further Reading,further-reading,890,809
14,chapters/14-ethics-professionalism.qmd,2,References,references,909,810
15,chapters/15-final-project-integration.qmd,1,Final Project Integration and Course Synthesis,final-project-integration-and-course-synthesis,1,811
15,chapters/15-final-project-integration.qmd,2,Learning Objectives,learning-objectives,3,812
15,chapters/15-final-project-integration.qmd,2,The Integration Challenge,the-integration-challenge,18,813
15,chapters/15-final-project-integration.qmd,3,From Learning to Doing,from-learning-to-doing,24,814
15,chapters/15-final-project-integration.qmd,3,Project Integration Principles,project-integration-principles,30,815
15,chapters/15-final-project-integration.qmd,2,Project Completion Strategies,project-completion-strategies,44,816
15,chapters/15-final-project-integration.qmd,3,Assessing Project State,assessing-project-state,48,817
15,chapters/15-final-project-integration.qmd,3,Prioritization Under Pressure,prioritization-under-pressure,98,818
15,chapters/15-final-project-integration.qmd,3,Scope Management,scope-management,115,819
15,chapters/15-final-project-integration.qmd,3,The Final Push,the-final-push,129,820
15,chapters/15-final-project-integration.qmd,2,Polish and Refinement,polish-and-refinement,145,821
15,chapters/15-final-project-integration.qmd,3,User Experience Polish,user-experience-polish,149,822
15,chapters/15-final-project-integration.qmd,3,Code Quality Polish,code-quality-polish,238,823
15,chapters/15-final-project-integration.qmd,3,Documentation Polish,documentation-polish,252,824
15,chapters/15-final-project-integration.qmd,3,Operational Polish,operational-polish,264,825
15,chapters/15-final-project-integration.qmd,2,Comprehensive Testing,comprehensive-testing,278,826
15,chapters/15-final-project-integration.qmd,3,Testing Strategy,testing-strategy,282,827
15,chapters/15-final-project-integration.qmd,3,Final Testing Checklist,final-testing-checklist,331,828
15,chapters/15-final-project-integration.qmd,3,Bug Triage,bug-triage,347,829
15,chapters/15-final-project-integration.qmd,2,Preparing Effective Presentations,preparing-effective-presentations,361,830
15,chapters/15-final-project-integration.qmd,3,Understanding Your Audience,understanding-your-audience,365,831
15,chapters/15-final-project-integration.qmd,3,Structuring Your Presentation,structuring-your-presentation,375,832
15,chapters/15-final-project-integration.qmd,3,The Art of the Demo,the-art-of-the-demo,391,833
15,chapters/15-final-project-integration.qmd,3,Backup Plans,backup-plans,419,834
15,chapters/15-final-project-integration.qmd,3,Handling Questions,handling-questions,433,835
15,chapters/15-final-project-integration.qmd,2,Documentation for Posterity,documentation-for-posterity,449,836
15,chapters/15-final-project-integration.qmd,3,README Excellence,readme-excellence,453,837
15,chapters/15-final-project-integration.qmd,3,Running Tests,running-tests,512,838
15,chapters/15-final-project-integration.qmd,2,Project Structure,project-structure,526,839
15,chapters/15-final-project-integration.qmd,2,API Documentation,api-documentation,543,840
15,chapters/15-final-project-integration.qmd,2,Architecture,architecture,560,841
15,chapters/15-final-project-integration.qmd,2,Known Issues,known-issues,571,842
15,chapters/15-final-project-integration.qmd,2,Future Improvements,future-improvements,577,843
15,chapters/15-final-project-integration.qmd,2,Contributing,contributing,584,844
15,chapters/15-final-project-integration.qmd,2,License,license,588,845
15,chapters/15-final-project-integration.qmd,2,Acknowledgments,acknowledgments,592,846
15,chapters/15-final-project-integration.qmd,2,Key Design Decisions,key-design-decisions,665,847
15,chapters/15-final-project-integration.qmd,3,ADR 001: JWT for Authentication,adr-001-jwt-for-authentication,667,848
15,chapters/15-final-project-integration.qmd,3,ADR 002: Repository Pattern,adr-002-repository-pattern,675,849
15,chapters/15-final-project-integration.qmd,3,ADR 003: WebSocket for Real-time Updates,adr-003-websocket-for-real-time-updates,683,850
15,chapters/15-final-project-integration.qmd,2,Security Architecture,security-architecture,691,851
15,chapters/15-final-project-integration.qmd,2,Course Synthesis,course-synthesis,786,852
15,chapters/15-final-project-integration.qmd,3,The Software Development Lifecycle Revisited,the-software-development-lifecycle-revisited,790,853
15,chapters/15-final-project-integration.qmd,3,Connecting the Concepts,connecting-the-concepts,844,854
15,chapters/15-final-project-integration.qmd,3,Principles That Transcend Specific Technologies,principles-that-transcend-specific-technologies,860,855
15,chapters/15-final-project-integration.qmd,3,What This Course Didn't Cover,what-this-course-didn-t-cover,878,856
15,chapters/15-final-project-integration.qmd,2,Planning Continued Growth,planning-continued-growth,894,857
15,chapters/15-final-project-integration.qmd,3,Immediate Next Steps,immediate-next-steps,898,858
15,chapters/15-final-project-integration.qmd,3,Building on Course Foundation,building-on-course-foundation,910,859
15,chapters/15-final-project-integration.qmd,3,Long-Term Professional Development,long-term-professional-development,922,860
15,chapters/15-final-project-integration.qmd,2,Chapter Summary,chapter-summary,940,861
15,chapters/15-final-project-integration.qmd,2,Key Terms,key-terms,966,862
15,chapters/15-final-project-integration.qmd,2,Review Questions,review-questions,986,863
15,chapters/15-final-project-integration.qmd,2,Hands-On Exercises,hands-on-exercises,1010,864
15,chapters/15-final-project-integration.qmd,3,Exercise 15.1: Project State Assessment,exercise-15-1-project-state-assessment,1012,865
15,chapters/15-final-project-integration.qmd,3,Exercise 15.2: Final Testing Sprint,exercise-15-2-final-testing-sprint,1022,866
15,chapters/15-final-project-integration.qmd,3,Exercise 15.3: Demo Preparation,exercise-15-3-demo-preparation,1032,867
15,chapters/15-final-project-integration.qmd,3,Exercise 15.4: Documentation Sprint,exercise-15-4-documentation-sprint,1042,868
15,chapters/15-final-project-integration.qmd,3,Exercise 15.5: Course Reflection,exercise-15-5-course-reflection,1052,869
15,chapters/15-final-project-integration.qmd,3,Exercise 15.6: Portfolio Preparation,exercise-15-6-portfolio-preparation,1062,870
15,chapters/15-final-project-integration.qmd,2,Final Project Checklist,final-project-checklist,1074,871
15,chapters/15-final-project-integration.qmd,3,Functionality,functionality,1078,872
15,chapters/15-final-project-integration.qmd,3,Code Quality,code-quality,1085,873
15,chapters/15-final-project-integration.qmd,3,Testing,testing,1092,874
15,chapters/15-final-project-integration.qmd,3,Security,security,1099,875
15,chapters/15-final-project-integration.qmd,3,Documentation,documentation,1107,876
15,chapters/15-final-project-integration.qmd,3,Operations,operations,1114,877
15,chapters/15-final-project-integration.qmd,3,Presentation,presentation,1121,878
15,chapters/15-final-project-integration.qmd,2,Further Reading,further-reading,1130,879
15,chapters/15-final-project-integration.qmd,2,Conclusion,conclusion,1147,880
15,chapters/15-final-project-integration.qmd,2,References,references,1163,881
