block_id,chapter,section,source_file,source_line,language_or_class,first_meaningful_line,last_meaningful_line,line_count,sha256,semantic_candidate
block-0362,8,Test Parallelization,chapters/08-testing-quality.qmd,2365,yaml,# Parallel E2E with Cypress,CYPRESS_RECORD_KEY: ${{ secrets.CYPRESS_RECORD_KEY }},17,f5d0e4bb61436a0519de2436c34b84ba438202f8e2dac6a0fb5842632e9dd664,CONFIGURATION
block-0363,8,Test Reporting,chapters/08-testing-quality.qmd,2389,javascript,// jest.config.js,};,10,4f06ae44c9cddae9d3871436ecb12ba0ac9e0f27c7dfddf63691fbd71d87c4b6,PROGRAM_CODE
block-0364,8,Test Reporting,chapters/08-testing-quality.qmd,2404,yaml,- name: Publish Test Results,files: reports/junit.xml,5,f17904ebaf4354f369bcda8ddd06d652915abc1d29dafd1f38c9023937e15fb6,CONFIGURATION
block-0365,8,Performance Testing,chapters/08-testing-quality.qmd,2431,javascript,// load-test.js,},44,00c29f57576bb0c4dbed5438da6a4f485a9676720c3b2b9d485f1094abc25c65,PROGRAM_CODE
block-0366,8,Security Testing,chapters/08-testing-quality.qmd,2495,javascript,"describe('Security Tests', () => {",});,81,af6465d288ff1693e59057bb882ffb55cbca466fe1c7d8a5f5a61c7597ccbecb,PROGRAM_CODE
block-0367,8,Exercise 8.1: Unit Testing with TDD,chapters/08-testing-quality.qmd,2665,(untyped),-   Takes a string of comma-separated numbers,-   Throws error for negative numbers,6,14749e175b79883f6a450394a54f5127911795d354d2b5b7b29233e159ded2bd,PLAIN_VERBATIM
block-0368,9,The Old Way: Manual Releases,chapters/09-cicd.qmd,27,(untyped),Traditional Release Process (weeks to months),└── Begin next development cycle,41,007329294b9cd00db9e0b88c18167059d48c851539e43ec8dacefa4409776f60,ASCII_DIAGRAM
block-0369,9,The CI/CD Revolution,chapters/09-cicd.qmd,84,(untyped),Modern CI/CD Process (minutes to hours),Monitoring and alerting,24,91e41e355a1d4f0b44ca5657cf761a2626545b613fd0cd7ea424d3c8bf547eb4,ASCII_DIAGRAM
block-0370,9,Key Terminology,chapters/09-cicd.qmd,124,(untyped),┌─────────────────────────────────────────────────────────────────────────┐,└─────────────────────────────────────────────────────────────────────────┘,26,0cf0de10c0ef126ab8b70933e01abfa9c43d268c1add90ad16658c7bafecffe7,ASCII_DIAGRAM
block-0371,9,Key Terminology,chapters/09-cicd.qmd,155,(untyped),Continuous        Continuous        Continuous,(One-click),17,efbbb150228133a33035a4dd21d158c6d7ee8861f24d815b0024ab6d6ab5be36,ASCII_DIAGRAM
block-0372,9,Core CI Practices,chapters/09-cicd.qmd,187,(untyped),Repository Structure:,└── CI/CD pipeline definitions,9,9aad578fc29abf1f28636742058cdc7844a1ef9ffde72f92cc7157f347ea1cb2,ASCII_DIAGRAM
block-0373,9,Core CI Practices,chapters/09-cicd.qmd,203,bash,# One command to build everything,make all,6,e19dadf7241a0d3a169f798689f662ce052ea3e5535cf09d1a3c41313a145fe0,TERMINAL_SESSION
block-0374,9,Core CI Practices,chapters/09-cicd.qmd,223,bash,# Build includes tests,npm ERR! Test failed.,10,899333b79acc58dbf262988ccaf412971b26e391631b1e389c39c785d2f3c243,TERMINAL_SESSION
block-0375,9,Core CI Practices,chapters/09-cicd.qmd,240,(untyped),Good:,Friday: 1 massive commit with a week's work,10,ca16fb8ca6e57975207861d2fcde99713cca3374dec3a2f819340756332c1dad,PLAIN_VERBATIM
block-0376,9,Core CI Practices,chapters/09-cicd.qmd,257,(untyped),Commit pushed,"└── Failure → Red X, team notified ✗",11,dd8c58c19a883e42c7b28a335dc3bde931b9a6d879035d076a6300f7d7839ae0,ASCII_DIAGRAM
block-0377,9,Core CI Practices,chapters/09-cicd.qmd,275,(untyped),Build Stage          Target Time,• Splitting pipeline stages,11,9a354e95308ec651ce6b542364535361be17e03da5d0818c9aa5d53ca3ffd915,ASCII_DIAGRAM
block-0378,9,Core CI Practices,chapters/09-cicd.qmd,293,(untyped),Production Environment,└── nginx 1.24,13,996cd0479b031c0dd85b0ad01543b724e6eca752c9a31e43428b337db6938d9a,ASCII_DIAGRAM
block-0379,9,Core CI Practices,chapters/09-cicd.qmd,313,bash,# Get latest artifacts,docker pull company/app:latest,6,c929bce829de49f566585202aaeb78ab1233a821fa86821fad7ed20f7bddeab7,TERMINAL_SESSION
block-0380,9,Core CI Practices,chapters/09-cicd.qmd,326,(untyped),┌─────────────────────────────────────────────────────────────────────────┐,└─────────────────────────────────────────────────────────────────────────┘,15,c1a385e57d28b222d35f91c39a17548be37a31508c03c4422a57bcc1e28b25e8,ASCII_DIAGRAM
block-0381,9,Core CI Practices,chapters/09-cicd.qmd,348,bash,# Not this:,git push origin main  # Triggers automated deployment,10,bebdd65d0bb225be1d6b135fb402d34c791f1922536232ef654d56be3df452bc,TERMINAL_SESSION
block-0382,9,The CI Feedback Loop,chapters/09-cicd.qmd,365,(untyped),┌─────────────────────────────────────────────────────────────────────────┐,└─────────────────────────────────────────────────────────────────────────┘,15,925cf42ac1be7dc20d57ca799eb02636f70de70935d3a1f4668258d476f7c435,ASCII_DIAGRAM
block-0383,9,CI Anti-Patterns,chapters/09-cicd.qmd,395,(untyped),"❌ ""The build's been red for a week, but we're too busy to fix it.""",✓ Fix broken builds immediately. A red build is an emergency.,3,05f2ae22f09d68d3cfbd84a4fa3a075f5ce7302eb1daa3d66b65707ec7a8bc88,PLAIN_VERBATIM
block-0384,9,CI Anti-Patterns,chapters/09-cicd.qmd,403,(untyped),❌ Committing once a week with massive changes,✓ Commit multiple times daily with small changes,3,f12b2eff5371d7515ae701af44470d4e7af9d81c36103f6a24e4f3a874709dc1,PLAIN_VERBATIM
block-0385,9,CI Anti-Patterns,chapters/09-cicd.qmd,411,(untyped),"❌ ""I'll add tests later"" or ""Tests are too slow, skip them""",✓ Tests are non-negotiable. Optimize slow tests.,3,b90df566a0791901774c10a5a79d27d2854201d080d739968fd52daee9903c1b,PLAIN_VERBATIM
block-0386,9,CI Anti-Patterns,chapters/09-cicd.qmd,419,(untyped),"❌ ""It works on my machine"" → Push → CI fails",✓ Run the same checks locally before pushing,3,3f2c5ce65ff8cab5a476afdc100dc5533582d9c3e577da7c4a41fc24e6925c4c,PLAIN_VERBATIM
block-0387,9,CI Anti-Patterns,chapters/09-cicd.qmd,427,(untyped),❌ Feature branch that diverges for months,"✓ Short-lived branches, merged within days",3,5300d6dc53412fe373d5aed88039be395beaad8da8a21c728a151f445e8c60b2,PLAIN_VERBATIM
block-0388,9,GitHub Actions Concepts,chapters/09-cicd.qmd,441,(untyped),┌─────────────────────────────────────────────────────────────────────────┐,└─────────────────────────────────────────────────────────────────────────┘,26,27b184bb08a24320fac09955e92ae61301ca6e00585dc4535b8c9157c6504485,ASCII_DIAGRAM
block-0389,9,GitHub Actions Concepts,chapters/09-cicd.qmd,472,(untyped),Workflow: ci.yml,└── Step: Upload artifacts,18,576a78491b4c4d5bbc8d56240963af2e697710fc0e1b51ad89227e669bbf31c0,ASCII_DIAGRAM
block-0390,9,Basic Workflow Structure,chapters/09-cicd.qmd,495,yaml,# .github/workflows/ci.yml,npm test,34,55a9131d7cef747ad044b188735346e57c5d87d72c76bd6a19c1aa7ec1d123cd,CONFIGURATION
block-0391,9,Complete CI Pipeline Example,chapters/09-cicd.qmd,536,yaml,# .github/workflows/ci.yml,path: cypress/videos/,253,768da8b2ad3b6f4c97ac0f41447b2350548aa7b3a1a889bf66965484bec816a1,CONFIGURATION
block-0392,9,Workflow Triggers,chapters/09-cicd.qmd,794,yaml,on:,"types: [opened, labeled]",44,02aa2a8e380f5cdf7f466d58ecf66ce2f699b636459a270f5d062f21eca80096,CONFIGURATION
block-0393,9,Job Dependencies and Parallelization,chapters/09-cicd.qmd,843,yaml,jobs:,steps: [...],27,de2db4e173c3a988e0d1ee3c0dc9e8ccec68d4abfdf0e3fb16ef819eca7002cf,CONFIGURATION
block-0394,9,Job Dependencies and Parallelization,chapters/09-cicd.qmd,875,(untyped),┌──────┐     ┌──────────┐,└────────┘,20,ca283720b5236b3154f912fbba976d92a837dcbfb10bfe443721f8168b730865,ASCII_DIAGRAM
block-0395,9,Matrix Builds,chapters/09-cicd.qmd,902,yaml,jobs:,run: npm run coverage:upload,32,2176e02933080478f4f612df96ad9967ea24698ca5b89c6bfcd75ce6478939d4,CONFIGURATION
block-0396,9,Caching Dependencies,chapters/09-cicd.qmd,943,yaml,jobs:,- run: npm run build,38,1921d74ab218e7028da17f89b1591d056c5b1a2afd43e03be0997c1efd9d8c4c,CONFIGURATION
block-0397,9,Secrets and Environment Variables,chapters/09-cicd.qmd,986,yaml,jobs:,GITHUB_REF: ${{ github.ref }},29,aeb3d456f7eac0b83297b54e99b6e8140f2728907a7f0e2ced6610cc689a545d,CONFIGURATION
block-0398,9,Secrets and Environment Variables,chapters/09-cicd.qmd,1020,(untyped),Repository Settings → Secrets and variables → Actions,└── API_KEY (staging API key),15,2fa2a8be450f4069fbce72f8a481a7c8a4b94486fbd37ef6660b4bc9177c01d8,ASCII_DIAGRAM
block-0399,9,Deployment Strategies Overview,chapters/09-cicd.qmd,1046,(untyped),┌─────────────────────────────────────────────────────────────────────────┐,└─────────────────────────────────────────────────────────────────────────┘,30,560b5f98bfc9c5a6d4543a288b99d70d7c360ad5e1f81061846654bff58b104e,ASCII_DIAGRAM
block-0400,9,Recreate Deployment,chapters/09-cicd.qmd,1083,(untyped),Before:,└─────────────────────────────────────────────────────────────────────────┘,26,3836f06c0a8c34a67fa7caf1d083385a52ed53eeb32cd3565db6a9aff3f718a8,ASCII_DIAGRAM
block-0401,9,Rolling Deployment,chapters/09-cicd.qmd,1126,(untyped),Step 1: Update Server 1,└─────────────────────────────────────────────────────────────────────────┘,26,2eb340343539626f92a3b0dd8b0e1c91c7bbfcdd409b25556fe07d4ac5817153,ASCII_DIAGRAM
block-0402,9,Rolling Deployment,chapters/09-cicd.qmd,1157,yaml,apiVersion: apps/v1,image: myapp:v2.0,16,e41ba9167ae2dff021a3cd8b3783ff148cd0345de2977f69446f68b1448e3779,CONFIGURATION
block-0403,9,Blue-Green Deployment,chapters/09-cicd.qmd,1192,(untyped),BLUE Environment (current production):,└─────────────────────────────────────────────────────────────────────────┘,26,95a926e23986ccaa9d6586fdd56d5a75d6c5302c2cbf90b658f939fa8ce06afb,ASCII_DIAGRAM
block-0404,9,Blue-Green Deployment,chapters/09-cicd.qmd,1223,yaml,# GitHub Actions blue-green deployment,"echo ""To rollback, switch DNS back to blue""",33,d6644a6ec672480bb71cb26078925e8368872eb4c245509e7359c04314bcdff5,CONFIGURATION
block-0405,9,Canary Deployment,chapters/09-cicd.qmd,1275,(untyped),Step 1: Deploy to 5% (canary),└─────────────────────────────────────────────────────────────────────────┘,27,9dfbce884256e382582627c4d0fb725d63b9305ba2b60af107a11f027f57b30d,ASCII_DIAGRAM
block-0406,9,Canary Deployment,chapters/09-cicd.qmd,1307,yaml,# VirtualService for traffic splitting,weight: 5,20,59d7e259f037c8c88aec2fe2b56fb2cc53b30cc98705d9ee79bd34ebe9835be2,CONFIGURATION
block-0407,9,Canary Deployment,chapters/09-cicd.qmd,1332,yaml,# GitHub Actions canary deployment,run: kubectl apply -f full-rollout.yaml,35,338abcce9e350fcac581ab0fc6963d2c7a00d8169a483c59dd91b0fe94671107,CONFIGURATION
block-0408,9,Feature Flags,chapters/09-cicd.qmd,1386,javascript,// Feature flag implementation,});,20,767f50c1ddeacc795814b8d5b52d1c293f28862534ad8061b891e086c7617852,PROGRAM_CODE
block-0409,9,Feature Flags,chapters/09-cicd.qmd,1411,(untyped),┌─────────────────────────────────────────────────────────────────────────┐,└─────────────────────────────────────────────────────────────────────────┘,25,b81d6855859651141ca2d933cd47b4781183b502ae90ce78cd3981229513a566,ASCII_DIAGRAM
block-0410,9,Environment Hierarchy,chapters/09-cicd.qmd,1459,(untyped),┌─────────────────────────────────────────────────────────────────────────┐,└─────────────────────────────────────────────────────────────────────────┘,34,e70ce5b2e14e020a6e0494df57bc51817e53b469cfac586b22b6a95ee3451efe,ASCII_DIAGRAM
block-0411,9,Environment Configuration,chapters/09-cicd.qmd,1500,bash,# .env.development,DEBUG=false,23,d4405b58ff3e18e77caeeda7faff71fe2b0e7ac062e1be661c75883fa870a5c1,TERMINAL_SESSION
block-0412,9,Environment Configuration,chapters/09-cicd.qmd,1528,javascript,// config/index.js,module.exports = configs[env];,56,7454313b95d6204316e40e67846d5bdb1528c9582ea45c7d2af295655a99bcdd,PROGRAM_CODE
block-0413,9,GitHub Actions Environments,chapters/09-cicd.qmd,1589,yaml,# .github/workflows/deploy.yml,AWS_SECRET_ACCESS_KEY: ${{ secrets.AWS_SECRET_ACCESS_KEY }},38,caca02ddb08acf2a963103a4db7f5261b6972d7159e6a121696bcf188487c3d1,CONFIGURATION
block-0414,9,GitHub Actions Environments,chapters/09-cicd.qmd,1632,(untyped),Repository Settings → Environments → production,"• Selected branches: main, release/*",14,5efb2155c8ece05e0ed8722e8095f16a036e036f374ad0be222a758df305e8f7,PLAIN_VERBATIM
block-0415,9,Secrets Management,chapters/09-cicd.qmd,1653,bash,# .gitignore,secrets/,7,573511676ac88d79e3babedb1f1f7bf7b390acd582f451a865c4b92ef0d1ae60,TERMINAL_SESSION
block-0416,9,Secrets Management,chapters/09-cicd.qmd,1665,yaml,# GitHub Actions,API_KEY: ${{ secrets.API_KEY }},7,b1745396cb4c6a2d5a8fd16ff640ee22ea8db8516f5aa634f8af1937bb30f98d,CONFIGURATION
block-0417,9,Secrets Management,chapters/09-cicd.qmd,1677,yaml,# Scheduled secret rotation check,}),28,3372e700412a50d8deed794d0a27d33df54729f3c2d8c003b57c819cda721449,CONFIGURATION
block-0418,9,Why Infrastructure as Code?,chapters/09-cicd.qmd,1716,(untyped),┌─────────────────────────────────────────────────────────────────────────┐,└────────────────────────────────────┴────────────────────────────────────┘,14,bab92275e0374c1afee7194d6d919da50c76a37e65b129d75d25dcd0460bc1b4,ASCII_DIAGRAM
block-0419,9,Docker for Application Infrastructure,chapters/09-cicd.qmd,1737,dockerfile,# Build stage,"CMD [""node"", ""dist/server.js""]",37,3a39fa1a3031d7abc4d3f5d74359d52d0420560eeeefd10dd60ff55daeee2699,CONFIGURATION
block-0420,9,Docker for Application Infrastructure,chapters/09-cicd.qmd,1779,yaml,# docker-compose.yml,redis_data:,61,1431980288b4eedcc82b9a93af8ca025d732dbfb0e2b8ff175c0ce98834522cb,CONFIGURATION
block-0421,9,Terraform for Cloud Infrastructure,chapters/09-cicd.qmd,1847,hcl,# main.tf,},98,82c25ed5e2463c8561bb5717849a35e9b7e3b9f81f0bb8dcc31b9bbe2cd3e3b5,CONFIGURATION
block-0422,9,Terraform for Cloud Infrastructure,chapters/09-cicd.qmd,1950,hcl,# variables.tf,},29,82b04260e10c708d66296c08b4b26518eeae48fcd3a9932be1654b8528861fb3,CONFIGURATION
block-0423,9,Terraform for Cloud Infrastructure,chapters/09-cicd.qmd,1984,bash,# Create workspaces for each environment,"terraform apply -var-file=""environments/staging.tfvars""",9,fcfc3cae68c047fbc48f490646d090309cef97a4bcd2ab463e113b65188d8f8a,TERMINAL_SESSION
block-0424,9,CI/CD for Infrastructure,chapters/09-cicd.qmd,1998,yaml,# .github/workflows/infrastructure.yml,AWS_SECRET_ACCESS_KEY: ${{ secrets.AWS_SECRET_ACCESS_KEY }},77,5112737ba2a87337e7ae44787396be42b584ed11aa352c19f3ee411d712d0186,CONFIGURATION
block-0425,9,Complete Deployment Pipeline,chapters/09-cicd.qmd,2084,yaml,# .github/workflows/deploy.yml,}),176,dc768007f183d2e5cdbfa94064fdbd2d878972078643262692136fb55c0b1893,CONFIGURATION
block-0426,9,Database Migrations in CI/CD,chapters/09-cicd.qmd,2265,yaml,# Database migration job,DATABASE_URL: ${{ secrets.DATABASE_URL }},26,62e7ae310f9dca816bd48f7c7958d762332f3e9bb21f543218129747fa452fd5,CONFIGURATION
block-0427,9,Database Migrations in CI/CD,chapters/09-cicd.qmd,2296,javascript,// migrations/20241209_add_user_role.js,};,14,5f060247fb57127b002c013e1bab36bbc14305c5576c883612a29cbd216edb5b,PROGRAM_CODE
block-0428,9,Database Migrations in CI/CD,chapters/09-cicd.qmd,2313,javascript,// ✗ Dangerous: Renaming column (breaks running code),};,19,b10e1e1a73a82b67fe8a315427741d5d20aa6a3aab2ec6791566cbe211d83e2c,PROGRAM_CODE
block-0429,9,Rollback Procedures,chapters/09-cicd.qmd,2337,yaml,# .github/workflows/rollback.yml,SLACK_WEBHOOK_URL: ${{ secrets.SLACK_WEBHOOK_URL }},85,cf2291f1959ed03a6246b8b172e5aca46ce7961726787ee4d4d62d07b873639f,CONFIGURATION
block-0430,9,The Three Pillars of Observability,chapters/09-cicd.qmd,2433,(untyped),┌─────────────────────────────────────────────────────────────────────────┐,└─────────────────────────────────────────────────────────────────────────┘,26,fcaf7e5bde0fcbd1ef0a572acdc6701c23f82a9a185efc18b2b9b447eacdc9cb,ASCII_DIAGRAM
block-0431,9,Key Metrics to Monitor,chapters/09-cicd.qmd,2464,(untyped),┌─────────────────────────────────────────────────────────────────────────┐,└─────────────────────────────────────────────────────────────────────────┘,28,4901053fb259b12c7b2215c7ca8e0e324da127eaeca0894f08c330a5a9b49b3a,ASCII_DIAGRAM
block-0432,9,Health Checks,chapters/09-cicd.qmd,2497,javascript,// healthcheck.js,module.exports = router;,63,045a797b431e2b8e1aa6ae84cda8f250289a695ab6bf52e8bfb5f7dd88bd4284,PROGRAM_CODE
block-0433,9,Post-Deployment Verification,chapters/09-cicd.qmd,2565,yaml,# Post-deployment verification in CI/CD,gh workflow run rollback.yml -f environment=production,40,2ab3aa1734dfa040b0d6c047f217d7b3df5bc7a4f86e817fd24d7cf94a4643c5,CONFIGURATION
block-0434,9,Alerting,chapters/09-cicd.qmd,2610,yaml,# Example Prometheus alerting rules,description: Only {{ $value | humanizePercentage }} of pods are ready,30,8f50eb21131cda18bf1902abfecad3316af84599efdbf5522c285fb5a69e5254,CONFIGURATION
block-0435,9,Common Issues and Solutions,chapters/09-cicd.qmd,2649,(untyped),┌─────────────────────────────────────────────────────────────────────────┐,└─────────────────────────────────────────────────────────────────────────┘,67,80dbf0e84ac880f41488810f109a010ca026da4de124871b7c22deeb426100e2,ASCII_DIAGRAM
block-0436,9,Debugging Techniques,chapters/09-cicd.qmd,2723,yaml,jobs:,timeout-minutes: 15,23,69cb962a77c7bfdc3f8b892474dc7dbb7cc0590f53348d65ede15d687a4d4d58,CONFIGURATION
block-0437,9,Debugging Techniques,chapters/09-cicd.qmd,2751,bash,# Build with verbose output,docker inspect myapp,14,08a6de349f50bc4c5224b871f721d6d67c8a5a21387e3acd67a5a480210d84c1,TERMINAL_SESSION
block-0438,9,CI/CD Best Practices Checklist,chapters/09-cicd.qmd,2770,(untyped),CI/CD BEST PRACTICES CHECKLIST,☐ Environment configuration documented,44,f9b2727f36eca8cd92aad49a27e188fa0bf7cbd72528d91afb4f83ed42a63730,ASCII_DIAGRAM
block-0439,10,Data Architecture Overview,chapters/10-data-management.qmd,30,(untyped),┌─────────────────────────────────────────────────────────────────────────┐,└─────────────────────────────────────────────────────────────────────────┘,25,fd863696ee56854cf2f2a53fec7e818dd0a4f92fca08214c5109dd71c5b5d0b9,ASCII_DIAGRAM
block-0440,10,Core Concepts,chapters/10-data-management.qmd,88,(untyped),┌─────────────────────────────────────────────────────────────────────────┐,└─────────────────────────────────────────────────────────────────────────┘,35,87c6ad7c134c3f411892416de90afd974c2917d0d8a0e494fcfeb6322c9ac547,ASCII_DIAGRAM
block-0441,10,Core Concepts,chapters/10-data-management.qmd,134,(untyped),┌─────────────────────────────────────────────────────────────────────────┐,└─────────────────────────────────────────────────────────────────────────┘,22,52835a24548d4ebae5c69582c247f2f1cfc61c304e68bbb53b4ef30d08ca3470,ASCII_DIAGRAM
block-0442,10,Data Definition Language (DDL),chapters/10-data-management.qmd,179,sql,CREATE TABLE users (,);,8,5228b9d3095a4a6f58de07f5a9ae295bd206731a750ca6697235d5109017e58f,PROGRAM_CODE
block-0443,10,Data Definition Language (DDL),chapters/10-data-management.qmd,200,sql,CREATE TABLE projects (,);,8,866c6ce7b04675f7468da679dc51594ea3b982ce06871a488f567d7c9223a00d,PROGRAM_CODE
block-0444,10,Data Definition Language (DDL),chapters/10-data-management.qmd,215,sql,CREATE TABLE tasks (,);,13,dcac44b29eb417ab3509838a768fe9c388c569855fd56981f280b31fe11574d8,PROGRAM_CODE
block-0445,10,Data Definition Language (DDL),chapters/10-data-management.qmd,237,sql,CREATE INDEX idx_tasks_user_id ON tasks(user_id);,CREATE INDEX idx_tasks_due_date ON tasks(due_date);,4,bce02aba9e701d64fb0291e6b822b51dfcb73bd84790748c9078622ef6cbb6b6,PROGRAM_CODE
block-0446,10,Data Manipulation Language (DML),chapters/10-data-management.qmd,256,sql,"INSERT INTO users (email, name, password_hash)","VALUES ('alice@example.com', 'Alice Johnson', '$2b$10$...');",2,95df516eaf20235ac1ba3b4a86d95ee0a33ac88d34d50839b01661be340c4e71,PROGRAM_CODE
block-0447,10,Data Manipulation Language (DML),chapters/10-data-management.qmd,265,sql,"INSERT INTO tasks (title, description, user_id, project_id, status, priority, due_date)","('Write content', 'Draft copy for main pages', 1, 1, 'todo', 1, '2024-12-18');",5,999656334e598148ec1ab8c204745e0b976085d5a06bdbd2e4247e36007f007b,PROGRAM_CODE
block-0448,10,Data Manipulation Language (DML),chapters/10-data-management.qmd,281,sql,SELECT * FROM users;,SELECT * FROM users;,1,d1ec24bdafb79996d598fd0707064fc6766042c1054c8ca379da5fc6a3a03e5a,PROGRAM_CODE
block-0449,10,Data Manipulation Language (DML),chapters/10-data-management.qmd,287,sql,"SELECT id, name, email FROM users;","SELECT id, name, email FROM users;",1,c18b6d56de0f3bccabf88bc183658fbf7b6435299a2cc270a4e9cb4b237e9aec,PROGRAM_CODE
block-0450,10,Data Manipulation Language (DML),chapters/10-data-management.qmd,293,sql,SELECT * FROM tasks WHERE status = 'todo';,SELECT * FROM tasks WHERE status = 'todo';,1,6ad43613dbdd1cdac62b00c003828ad7d053b7198ab26435d98792bcda17ff79,PROGRAM_CODE
block-0451,10,Data Manipulation Language (DML),chapters/10-data-management.qmd,299,sql,SELECT * FROM tasks,AND due_date < '2024-12-31';,4,152caabd58f46e3ca408b923fc27bdd954151e38cb849b9f18c2b9ad92d4d944,PROGRAM_CODE
block-0452,10,Data Manipulation Language (DML),chapters/10-data-management.qmd,310,sql,"SELECT * FROM tasks ORDER BY due_date ASC, priority DESC;","SELECT * FROM tasks ORDER BY due_date ASC, priority DESC;",1,803abb6def8eac7f42ae671dddb042499ac58de179c8393b522c14ca820ecacf,PROGRAM_CODE
block-0453,10,Data Manipulation Language (DML),chapters/10-data-management.qmd,318,sql,SELECT * FROM tasks ORDER BY id LIMIT 10 OFFSET 20;,SELECT * FROM tasks ORDER BY id LIMIT 10 OFFSET 20;,1,84d9f82e4670f9169ba425b9d146487b97a0212fd68fafb11586b893fbcfb1f5,PROGRAM_CODE
block-0454,10,Data Manipulation Language (DML),chapters/10-data-management.qmd,328,sql,UPDATE tasks,WHERE id = 1;,3,449bdbedc77b8b03369480c317ea8b13bfbf55c46806468c964d47a93e3f006f,PROGRAM_CODE
block-0455,10,Data Manipulation Language (DML),chapters/10-data-management.qmd,338,sql,UPDATE tasks,WHERE due_date < CURRENT_DATE AND status != 'done';,3,4930e303b7573a0b331b1dd9b5833413e056ad4117cb5caa772d215fc9f07411,PROGRAM_CODE
block-0456,10,Data Manipulation Language (DML),chapters/10-data-management.qmd,350,sql,DELETE FROM tasks WHERE id = 1;,DELETE FROM tasks WHERE id = 1;,1,c8ce1681a843dbbbfbc68ab9adb7bf94f013844baa5c147f62fdb886c2c09378,PROGRAM_CODE
block-0457,10,Data Manipulation Language (DML),chapters/10-data-management.qmd,356,sql,DELETE FROM tasks,AND updated_at < NOW() - INTERVAL '30 days';,3,364083dfe5887e862ecf9ac399a95f3008e3bb52b0a41917a84843455fe819af,PROGRAM_CODE
block-0458,10,Joining Tables,chapters/10-data-management.qmd,370,sql,SELECT,INNER JOIN projects p ON t.project_id = p.id;,9,65492dce5ff409536323c7ee33aeaeafcc7d3840639af381b4669dc2c90b692a,PROGRAM_CODE
block-0459,10,Joining Tables,chapters/10-data-management.qmd,388,sql,SELECT,"GROUP BY u.id, u.name;",6,dba9cca397f3e8800e866cf2a126e74f0937d1c93f6a8d226d8a2aecf9f10a65,PROGRAM_CODE
block-0460,10,Joining Tables,chapters/10-data-management.qmd,403,sql,SELECT,ORDER BY total DESC;,9,c55fbf724e459c5de7a281aa00d490dc42c3eb911f1b424954f96f8dc886852b,PROGRAM_CODE
block-0461,10,Aggregations and Subqueries,chapters/10-data-management.qmd,426,sql,SELECT,FROM tasks;,6,ea1f004f405baf6209d5fbe3c9d658f42914ca3a5bd087c501bed54ec32326f2,PROGRAM_CODE
block-0462,10,Aggregations and Subqueries,chapters/10-data-management.qmd,439,sql,SELECT,GROUP BY status;,6,5c9c887da629296e3a4d31e54a49ed277c47151c0b2470ea405f9c568bd1d4bd,PROGRAM_CODE
block-0463,10,Aggregations and Subqueries,chapters/10-data-management.qmd,452,sql,SELECT,HAVING COUNT(*) > 5;,6,8c6c797fc48ee9a58cf9bc48d21655271e3b28d6b6fd3f87a7a086ed5888b066,PROGRAM_CODE
block-0464,10,Aggregations and Subqueries,chapters/10-data-management.qmd,465,sql,SELECT * FROM tasks,);,4,3b5990bb6a42e26b45fca9bb7618e4c2e439c4973fd3f054c687527416d5a59c,PROGRAM_CODE
block-0465,10,Aggregations and Subqueries,chapters/10-data-management.qmd,476,sql,WITH task_stats AS (,ORDER BY completion_rate DESC;,16,ad5adb0160f3bcaae004c2be91a91bf5efffa7bb5784a0a0060a5a88e39ae961,PROGRAM_CODE
block-0466,10,Database Normalization,chapters/10-data-management.qmd,505,(untyped),┌─────────────────────────────────────────────────────────────────────────┐,└─────────────────────────────────────────────────────────────────────────┘,20,f1579f2f505d3a15df40086fbd2ddb58ca5e8af6bf7d01b76db42f775ea3084c,ASCII_DIAGRAM
block-0467,10,Database Normalization,chapters/10-data-management.qmd,530,(untyped),"BEFORE (Denormalized - Violates 1NF, 2NF, 3NF):",└──────────┴────────────┴─────────────────┴──────────┴──────────────────┘,10,d39cddfa828d5ab3562d6466eed48aa039c847d241149fe679a22232083514c4,ASCII_DIAGRAM
block-0468,10,Database Normalization,chapters/10-data-management.qmd,553,(untyped),AFTER (Normalized to 3NF):,└──────────┴────────────┴──────────┘,23,16fe46eeced074b54af88184f0119dcdcb029c843407a3e99d9852df1e6c43f9,ASCII_DIAGRAM
block-0469,10,Database Normalization,chapters/10-data-management.qmd,583,sql,SELECT,"GROUP BY o.id, c.name, c.email;",11,d90c256bce2e0c6484be0ebed2bfe47dadddc7673b1981f5b145504ac2a343f0,PROGRAM_CODE
block-0470,10,Transactions and ACID Properties,chapters/10-data-management.qmd,607,(untyped),┌─────────────────────────────────────────────────────────────────────────┐,└─────────────────────────────────────────────────────────────────────────┘,25,93eff3fc9bf568b8f641fcdad4791412f12f8a1822cfd123ca1202fc763908a8,ASCII_DIAGRAM
block-0471,10,Transactions and ACID Properties,chapters/10-data-management.qmd,637,sql,BEGIN TRANSACTION;,COMMIT;,14,43801604a78e50c89eefa07b5a83b80f831bb8d9157c6d2fcf5b1caf0b880c76,PROGRAM_CODE
block-0472,10,Transactions and ACID Properties,chapters/10-data-management.qmd,660,javascript,"async function transferFunds(fromAccountId, toAccountId, amount) {",},40,873a7bf55a7902f1cc8deaacad177543c68cfda59802415c877780437916bd47,PROGRAM_CODE
