chapter,source_line,section,claim,reason,status
7,115,Connecting to Your Project: A Customization Decision Memo,"Rather than running a fine-tuning job, your task this week is to make, and defend, the decision of whether your project needs one at all.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
7,117,Connecting to Your Project: A Customization Decision Memo,"**Revisit the decision framework** from section 7.1 for your specific assistant. Walk through each of the three approaches honestly, don't default to ""fine-tuning sounds most sophisticated"" as a reason to choose it.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
7,119,Connecting to Your Project: A Customization Decision Memo,"**If you conclude fine-tuning isn't justified** (a very reasonable, and common, real answer), explain specifically why prompting or RAG already covers your need, and what would have to change about your project for that answer to flip.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
7,121,Connecting to Your Project: A Customization Decision Memo,"**If you conclude fine-tuning is justified**, specify: what approach (full vs. PEFT), roughly how much training data you'd need and where it would come from, and what baseline you'd compare against to prove the fine-tuned version was actually worth the cost.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
7,127,Case Study: Harvey AI's Legal Model Development,"The instructive part isn't that Harvey chose to fine-tune, it's that the decision was scoped narrowly to where prompting and RAG genuinely fell short, rather than applied as a default first move. That's the discipline this chapter is asking you to apply to your own, much smaller project.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
7,131,Discussion Questions,"1. If fine-tuning can embed specialized knowledge or behavior into a model, who owns that resulting capability, the base model's creator, or the person or organization that fine-tuned it?","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
7,132,Discussion Questions,"2. How should an organization handle the risk that fine-tuning, done for entirely legitimate business reasons, might inadvertently reduce a model's safety behavior?","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
7,133,Discussion Questions,"3. What documentation and transparency should be expected of a fine-tuned model, especially one deployed in a domain like law or medicine where errors carry real consequences?","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
7,146,Key Takeaways,"- Fine-tuning is the last resort in a three-step escalation: prompting, then RAG, then fine-tuning, not a default first choice.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
7,147,Key Takeaways,"- Parameter-efficient methods (LoRA, QLoRA) have made fine-tuning dramatically more accessible than full fine-tuning, without sacrificing much quality for most tasks.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
7,148,Key Takeaways,- Data quality and curation determine a fine-tuning project's outcome more reliably than any hyperparameter choice.,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
7,149,Key Takeaways,"- A fine-tuned model must be evaluated against real baselines, especially a well-prompted version of the base model, or its value can't actually be demonstrated.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
7,150,Key Takeaways,"- Fine-tuning can quietly degrade safety behavior even without adversarial intent, which is why safety re-evaluation belongs in every fine-tuning project, not just the task-performance evaluation.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
7,154,Practice,"- For your own project, write two sentences stating whether you'd fine-tune, and the single strongest piece of evidence that would change your mind.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
7,161,Project Milestone: Customization Decision Memo,"1. **Recommendation**: Prompting, RAG, fine-tuning, or some combination, for your specific assistant, stated clearly.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
7,163,Project Milestone: Customization Decision Memo,"3. **If fine-tuning is recommended**: A rough data-sourcing plan, approach (PEFT vs. full), and the baseline you'd compare against.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
7,164,Project Milestone: Customization Decision Memo,4. **If fine-tuning is not recommended**: What would need to be true about your project for that to change.,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
8,29,Key Terminologies and Concepts,| **Peer Review** | A process where independent experts evaluate a paper's validity before publication | A paper accepted at a conference like NeurIPS or ACL has passed peer review |,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
8,36,Key Terminologies and Concepts,"| **Publication Bias** | The tendency for positive or striking results to get published more often than null or negative ones | A field where ""it didn't work"" results are underrepresented in the literature |","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
8,37,Key Terminologies and Concepts,"| **Hype Cycle** | The pattern by which a new technology's expectations rise, peak, and settle toward a more realistic baseline | Distinguishing a technique's real capability from its launch-week press coverage |","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
8,43,8.1 Why This Matters More in AI Than in Most Fields,"Generative AI research moves at a pace that breaks some of the normal assumptions about how to stay current in a technical field. A textbook chapter on transformer architecture, like Chapter 2, can stay substantially correct for years, the underlying mechanism doesn't change. A claim about which specific model or technique currently performs best on a given task can be outdated within months, sometimes weeks. Both things are true at once, and telling them apart, durable conceptual knowledge versus a fast-moving empirical claim, is itself a research literacy skill, not just a fact you memorize.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
8,49,8.2 Finding Current Sources,"**arXiv** is where the overwhelming majority of current AI research appears first, often months before, or instead of, formal conference publication. Learning to search it directly, rather than relying on general web search to surface AI papers, is a genuinely high-leverage skill.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
8,73,"8.4 Synthesis, Not Summary","Compare these two approaches to the same five sources on, say, chunking strategy for RAG:","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
8,85,"8.5 Calibrating Trust: Established, Contested, or Hype","**Well-established** claims are supported by multiple independent sources, ideally from different labs or organizations with no shared incentive, and have generally survived attempts to reproduce or challenge them. The core transformer architecture from Chapter 2 sits here.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
8,89,"8.5 Calibrating Trust: Established, Contested, or Hype","**Hype** describes a claim whose confidence outruns its evidence, often a striking result from a single paper, frequently from the organization with the most to gain from the finding, amplified by press coverage disproportionate to independent verification. Learning to notice the gap between a launch announcement's framing and what the underlying technical report actually demonstrates is one of the most practically useful skills in this entire book, and it compounds: it protects you as a practitioner, as a citizen evaluating AI policy debates, and, not incidentally, as a student building a credible literature review.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
8,97,Connecting to Your Project: The Literature Review,"**Ground your project in real sources.** For each major design decision you've made so far, model selection, prompting strategy, RAG design, the customization decision, find at least one source that informs or challenges that choice. You are not required to have made the ""correct"" choice by the literature's standard; you are required to show you made it with awareness of what's actually known.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
8,99,Connecting to Your Project: The Literature Review,"**Organize by theme, not by chapter.** A literature review organized as ""sources related to Chapter 2, sources related to Chapter 3..."" is a summary in disguise. Organize instead around the real open questions your project raises: what's known about retrieval quality in your domain, what's known about evaluation for tasks like yours, what's contested about agent safety at the scale you're proposing.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
8,105,Case Study: How a Wrong Benchmark Claim Spreads,"In the arms race of AI progress, benchmark scores are announced constantly, and press coverage often repeats a headline number (""state of the art on X benchmark"") with far less scrutiny than the number deserves. A recurring pattern in this field: a new model claims a benchmark result, the claim circulates widely in the days after launch, and only weeks later, if at all, does independent evaluation reveal the result depended on test-set contamination (the benchmark's answers were present, even partially, in the model's training data), a narrower evaluation setup than the headline implied, or a comparison against an unfairly weak baseline.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
8,135,Practice,- Take one bold claim you've seen in AI press coverage recently and try to trace it back to its original source. Does the original claim match the headline?,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
9,9,Introduction,"An accessibility app points a phone's camera at a busy intersection and, through a synthesized voice, tells a blind user what's in front of them: a crosswalk signal, a cyclist approaching from the left, a café awning overhead. Nothing about that sentence involves text input or output as you've thought about it through this entire book, it involves an AI system perceiving the world visually and translating that perception into language, in real time, in a context where a wrong or slow answer has real consequences for someone's safety.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
9,11,Introduction,"Every capability this book has covered so far, prompting, retrieval, agentic action, fine-tuning, has been about text: text in, text out, even when an agent's *actions* touch the world, its reasoning has stayed linguistic. Multimodal AI breaks that boundary: models that can see images, hear audio, and increasingly generate visual and audio content directly, not by bolting a separate tool onto a text model, but through architectures trained from the start to relate meaning across different kinds of input.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
9,13,Introduction,"This chapter asks a narrower, more useful question than ""how do multimodal models work internally"": given that your project's assistant might need to see a chart, transcribe a recording, or generate a diagram, when does that capability genuinely help your users, and when is it an impressive feature nobody actually needed?","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
9,22,Learning Outcomes,- Evaluate the current capabilities and real limitations of image and video generation,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
9,23,Learning Outcomes,- Recognize the distinct ethical challenges multimodal AI introduces beyond text alone,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
9,24,Learning Outcomes,"- Decide, for your own project, whether a multimodal extension is genuinely warranted","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
9,30,Key Terminologies and Concepts,"| **Multimodal AI** | AI systems that process or generate more than one type of content: text, images, audio, video | A model that can answer questions about an uploaded photo |","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
9,45,9.1 The Multimodal Landscape,"Human communication was never text-only, we read faces, interpret tone of voice, glance at a chart instead of reading a table of numbers. Multimodal AI is, in that sense, less a novelty than a catching-up: systems that finally handle the kinds of content people actually work with, research papers full of figures, business reports full of charts, meetings that happened out loud, not just in writing.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
9,47,9.1 The Multimodal Landscape,"Three genuine challenges separate multimodal systems from the text-only systems covered so far in this book. **Representation learning** across genuinely different kinds of data, text is discrete and sequential, images are spatial and continuous, audio is temporal and frequency-based, is a harder problem than representing any one of them alone. **Alignment**, knowing which part of an image a given sentence is actually describing, adds a layer of complexity single-modality models never face. And **evaluation** gets harder too, ""is this a good image?"" or ""is this transcription useful?"" often resist the kind of clean, checkable metric that made Chapter 10's coming discussion of text evaluation comparatively tractable.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
9,53,9.2 Vision-Language Models,"The practical applications cluster into three groups. **Document and chart understanding** turns a scanned or photographed page into usable information, extracting text via OCR, interpreting a table's structure, or reading a chart's data trend directly from the image rather than requiring someone to re-type it. **Visual question answering** lets a user ask something specific about an image rather than getting only a generic description. **Accessibility**, the opening example of this chapter, is arguably the highest-value application of vision-language models deployed today, turning visual information into language for someone who can't otherwise access it.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
9,61,9.3 Audio: Speech and Sound,"For a research assistant, the most direct multimodal audio application is straightforward: if your users generate or consume recorded content, meetings, interviews, lectures, transcription turns that audio into something your text-based retrieval and generation pipeline, from Chapter 6, can actually work with.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
9,67,9.4 Document Processing with Mixed Content,"This connects directly back to Chapter 6's document-ingestion discussion: a RAG system that only extracts a PDF's plain text and silently drops every figure and table is discarding real information, sometimes the most important information in the document. Whether that gap matters depends entirely on your domain, a legal contract's figures rarely carry the argument; a scientific paper's figures often do.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
9,79,9.6 Multimodal Ethical Challenges,"Multimodal AI raises the ethical questions from Chapter 1 in sharper, more urgent form. **Deepfakes**, synthetic video or audio convincingly depicting something that never happened, represent a genuinely new category of harm that text generation alone doesn't produce: a fabricated quote is damaging, but a fabricated video of someone saying it carries a different, often more damaging, kind of credibility. **Consent and likeness** questions sharpen too: whose face, voice, or artistic style trained the model, and what claim, if any, do they have over outputs that resemble their work? **Bias in visual AI** is at least as real as the bias in text models covered in Chapter 1, and sometimes harder to notice, because a biased image can look neutral at a glance in a way biased text rarely does. And the sheer believability of high-quality synthetic media creates what's sometimes called an authenticity crisis: as convincing fabrication becomes cheap and easy, genuine media loses some of its evidentiary weight too, ""that could just be AI-generated"" becomes a plausible deniability move even for real footage.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
9,81,9.6 Multimodal Ethical Challenges,"None of this is a reason to avoid multimodal capability where it's genuinely useful, the accessibility example that opened this chapter is real and valuable, it's a reason to treat ""should we generate this kind of content"" as a live design question, not an afterthought, for any project that touches image, audio, or video generation.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
9,87,Connecting to Your Project: A Multimodal Extension Plan,"The honest, and very common, right answer this week for many projects is that multimodal capability isn't worth adding. Don't let the excitement of this chapter's material push you toward a ""yes"" your project doesn't actually need.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
9,89,Connecting to Your Project: A Multimodal Extension Plan,"**Ask first whether your domain is genuinely multimodal.** Does solving your users' actual problem require seeing an image, hearing audio, or generating visual content, or would a text-only assistant already fully address it?","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
9,91,Connecting to Your Project: A Multimodal Extension Plan,"**If yes**, specify exactly which capability from sections 9.2–9.5 your project needs, and why. ""Vision, because users need to ask questions about photographed receipts"" is a real, scoped justification; ""multimodal, because it seems more advanced"" is not.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
9,99,Case Study: Be My Eyes and AI Visual Assistance,"This is a genuinely strong case study for how to think about multimodal capability responsibly: the AI doesn't replace the human option, it sits alongside it, handling the high-volume, lower-stakes cases quickly while preserving a human fallback for the cases that need more judgment, care, or simply a second opinion, a pattern with a direct echo in Chapter 5's human-in-the-loop spectrum for agents. The result is also a clear example of section 9.2's point about accessibility: this is multimodal AI solving a problem text alone genuinely cannot solve, not a text problem awkwardly reframed as a vision problem to showcase the technology.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
9,105,Discussion Questions,"3. Be My Eyes preserves a human fallback alongside its AI assistant. When should that kind of fallback be a requirement, rather than a nice-to-have, for a multimodal AI application?","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
9,118,Key Takeaways,"- Multimodal AI extends the same underlying reasoning across images, audio, and video, not a separate technology bolted onto text models.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
9,122,Key Takeaways,"- Multimodal capability raises the ethical stakes of Chapter 1's questions, deepfakes and consent chief among them, rather than introducing entirely new categories of concern.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
9,123,Key Takeaways,"- Not every project needs multimodal capability, and a well-reasoned ""no"" is a legitimate, often correct, design decision.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
9,132,Project Milestone: Multimodal Extension Plan,"This week, add a **Multimodal Extension Plan** to your project portfolio:","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
9,134,Project Milestone: Multimodal Extension Plan,"1. **Decision**: Does your project need a multimodal capability? State it clearly, yes or no.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
10,9,Introduction,"Two teams, at two different companies, each announce that their AI system is ""95% accurate."" The first team measured this against a fixed test set of questions with known correct answers. The second team measured it as the percentage of customer conversations that ended without a human escalation. Both numbers are real. Both numbers are called ""accuracy."" They measure almost entirely different things, and neither one, on its own, tells you whether the system is actually good at the job it was built to do.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
10,11,Introduction,"This is the problem this chapter exists to solve. Every chapter before this one has asked you to design something, a prompt, a retrieval system, an agent's capability boundary, and every chapter from here forward will ask you to defend a claim about how well something works. Evaluation is the discipline that makes that defense honest rather than wishful. It's also, not coincidentally, the discipline most often skipped or done badly in real AI projects, because a working demo *feels* like evidence of quality in a way that's genuinely seductive and genuinely misleading.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
10,17,Learning Outcomes,"- Design an evaluation strategy appropriate to a specific generative AI application, not a generic one borrowed from elsewhere","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
10,19,Learning Outcomes,"- Explain the strengths and real limitations of automated metrics, human evaluation, and LLM-as-judge approaches","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
10,20,Learning Outcomes,"- Apply evaluation specifically to RAG and agentic systems, which fail in different ways than plain generation","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
10,21,Learning Outcomes,- Build a habit of continuous evaluation rather than a one-time pre-launch test,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
10,27,Key Terminologies and Concepts,"| **Evaluation Metric** | A quantifiable measure used to assess a system's performance | Accuracy, faithfulness score, response latency |","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
10,30,Key Terminologies and Concepts,"| **Human Evaluation** | Assessment performed by human raters, often for qualities automated metrics can't capture | Rating a response's helpfulness on a 1–5 scale |","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
10,31,Key Terminologies and Concepts,| **LLM-as-Judge** | Using one AI model to evaluate the output of another (or the same) model | Asking a strong model to score a response's quality against a rubric |,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
10,32,Key Terminologies and Concepts,| **Inter-Rater Reliability** | A measure of how consistently different human evaluators agree | Low agreement suggests the rating task itself is poorly defined |,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
10,33,Key Terminologies and Concepts,"| **Faithfulness** | In RAG, how well a generated response actually reflects the retrieved source material | A response that contradicts its own cited source has low faithfulness |","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
10,34,Key Terminologies and Concepts,| **Regression Testing** | Re-running past evaluation cases to catch newly introduced failures | Confirming a prompt update didn't break a previously working case |,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
10,36,Key Terminologies and Concepts,"| **Production Monitoring** | Continuous evaluation of a live system using real usage data | Tracking success rate and user feedback after launch, not just before |","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
10,42,10.1 The Evaluation Challenge,"Evaluating generative AI is hard in a way that evaluating traditional software mostly isn't. A traditional function either returns the correct value or it doesn't; a generative system can produce many different responses that are all reasonably good, and many that are all reasonably bad, with no single ""correct"" output to check against. This is exactly the same open-endedness that makes generative AI powerful in the first place, and it's precisely why evaluating it responsibly takes real design effort rather than a simple pass/fail test.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
10,44,10.1 The Evaluation Challenge,"There's also a persistent gap between benchmark performance and real-world performance. A model that scores impressively on a standardized test set can still fail regularly on your specific users' actual, messier requests, because benchmarks necessarily simplify and standardize in ways real usage never does. And evaluation isn't a box you check once before launch, it's an ongoing process, because a system's inputs, and sometimes the underlying model itself, keep changing after you ship.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
10,48,10.2 Defining Success Before You Measure Anything,"The single most common evaluation mistake is picking a metric before clearly defining what success actually means for the specific application. Start instead from the business or user outcome you actually care about, then work backward to something measurable, resisting the pull toward whatever's easiest to compute.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
10,58,10.3 Automated Metrics,"Task-specific automated evaluation, checking whether generated code actually runs and passes tests, or whether a generated SQL query returns the correct result, works well precisely because it has an objective, checkable target, a property most open-ended generation tasks simply don't have. This is the core ceiling on automated measurement: it's genuinely reliable exactly where the task is checkable, and it degrades quickly as the task becomes more open-ended.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
10,62,10.4 Human Evaluation,"Human judgment remains essential wherever quality is inherently subjective, tone, helpfulness, appropriateness for a specific audience, none of which reduces cleanly to a formula. Designing a good human evaluation task means writing rating criteria specific and concrete enough that two different raters would reach the same conclusion, a bland ""rate this response 1–5"" invites inconsistent, low-value ratings, while a rubric that says exactly what a 5 versus a 3 versus a 1 looks like produces something you can actually trust.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
10,64,10.4 Human Evaluation,"**Inter-rater reliability**, how consistently independent raters agree, is the honest check on whether your rating task is well-defined at all. Low agreement isn't necessarily a sign of bad raters, it's often a sign the task itself is ambiguous and needs a clearer rubric before the ratings mean anything. Human evaluation is also expensive to scale, which motivates careful sampling (rating a representative subset rather than every single output) and the LLM-as-judge approach covered next, as a way to extend human-level judgment further than human raters alone could reach.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
10,68,10.5 LLM-as-Judge,"Using a strong model to evaluate another model's output, sometimes even its own, has become a genuinely useful way to scale evaluation closer to human-evaluation quality without human-evaluation cost. Designing this well means writing an evaluation prompt with the same care as any other prompt from Chapter 3: a specific rubric, and ideally a few graded examples showing what a good versus poor response looks like, produces far more reliable judgments than a vague ""is this good?""","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
10,70,10.5 LLM-as-Judge,"This approach has real, documented biases worth knowing before you lean on it. LLM judges tend to favor longer responses even when length doesn't correspond to quality, and tend to favor responses stylistically similar to their own default output, both of which can silently distort your results in a consistent direction if you don't calibrate for them. The right response isn't to discard the technique, it's to periodically **calibrate** it: compare LLM-judge ratings against human ratings on a sample, and trust the automated judge only to the extent that comparison holds up.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
10,74,10.6 RAG-Specific Evaluation,"Chapter 6 already flagged the core insight this section builds on: RAG systems fail in retrieval and in generation independently, and a single end-to-end quality score blurs the two together in a way that makes debugging much harder than it needs to be. **Retrieval quality** (recall and precision at K, covered in Chapter 6) tells you whether the right documents were found at all. **Faithfulness** tells you something different: given the documents that actually were retrieved, does the generated response accurately reflect them, or does it drift, contradict, or quietly reintroduce information the retrieved context never supported? **Attribution accuracy** asks a third, related question: when the response cites a source, does that source actually say what the response claims it says?","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
10,76,10.6 RAG-Specific Evaluation,"Evaluating these three dimensions separately, rather than one blended ""was this a good RAG response"" rating, is what actually lets you diagnose which part of your Chapter 6 design needs fixing when something goes wrong.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
10,82,10.7 Testing and Quality Assurance,"*Figure 10.2: An evaluation pyramid — unit-level prompt checks, integration tests, and full red-team exercises, each catching different failure classes*","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
10,86,10.8 Production Monitoring,"Pre-launch evaluation, however careful, is necessarily incomplete: real users ask things you didn't anticipate, in ways your test set didn't cover. **Production monitoring** closes that gap by treating evaluation as continuous rather than a milestone you pass once. The metrics worth watching in production are the ones that would actually change a decision, success rate trends, user feedback signals (explicit ratings, but also implicit ones like whether a user immediately rephrased their question, a sign the first answer probably wasn't good enough), and degradation over time, since a system that scored well at launch can quietly get worse as usage patterns shift or an underlying model is updated by its provider.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
10,92,Connecting to Your Project: An Evaluation Plan,"Design the evaluation your assistant would actually need, specific to your domain, not a generic checklist borrowed from this chapter.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
10,96,Connecting to Your Project: An Evaluation Plan,"**Select your metrics deliberately.** For your domain, which combination of automated metrics, human evaluation, and (if applicable) RAG-specific measures from section 10.6 actually captures what matters? Justify each choice against the real outcome you named first.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
10,98,Connecting to Your Project: An Evaluation Plan,"**Write one human-evaluation rubric.** Pick your assistant's single most important quality dimension (accuracy, helpfulness, tone, whatever matters most for your users) and write a concrete rubric, the kind specific enough that two raters would agree, per section 10.4.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
10,104,Case Study: How Anthropic Evaluates Claude,"Frontier AI labs, Anthropic included, evaluate their own models across a deliberately wide combination of the approaches this chapter has covered: standardized benchmarks for capability comparison, extensive human evaluation for qualities benchmarks can't capture (helpfulness, tone, harmlessness), and red-teaming specifically aimed at surfacing safety failures before release rather than after. No single one of these approaches is treated as sufficient on its own, which is exactly the lesson this chapter has been building toward.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
10,106,Case Study: How Anthropic Evaluates Claude,"What's most instructive for your own project isn't the specific evaluation suite, it changes with every model generation, it's the underlying discipline: benchmarks alone would miss real safety failures, human evaluation alone doesn't scale to catch rare edge cases, and red-teaming alone doesn't tell you anything about typical-case quality. A rigorous evaluation practice combines multiple approaches precisely because each one has blind spots the others cover, the same reasoning your own Evaluation Plan should reflect, just scaled to your project's size.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
10,110,Discussion Questions,"1. When automated metrics and human evaluation disagree about a system's quality, which should you trust, and does the answer depend on the specific metric involved?","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
10,111,Discussion Questions,2. How should evaluation account for different user populations who might have genuinely different needs from the same system?,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
10,112,Discussion Questions,"3. What responsibility do AI developers have to publish honest evaluation results, including the failures, not just the benchmark wins?","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
10,125,Key Takeaways,"- Generative AI's open-endedness makes evaluation harder than traditional software testing, and more necessary, not less.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
10,127,Key Takeaways,"- Automated metrics, human evaluation, and LLM-as-judge each have real strengths and real blind spots; robust evaluation combines them rather than picking one.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
10,128,Key Takeaways,- RAG systems fail in retrieval and generation independently; evaluate them separately to know what to actually fix.,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
10,129,Key Takeaways,- Regression testing and red-teaming catch failures before launch that a one-time evaluation pass would miss.,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
10,130,Key Takeaways,- Evaluation doesn't end at launch. Production monitoring is what catches the failures your pre-launch test set never anticipated.,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
10,139,Project Milestone: Evaluation Plan,"This week, add an **Evaluation Plan** to your project portfolio:","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
10,142,Project Milestone: Evaluation Plan,"2. **Metrics**: Your chosen combination of automated, human, and (if applicable) RAG-specific metrics, justified against your success definition.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
10,143,Project Milestone: Evaluation Plan,"3. **Human-evaluation rubric**: One concrete, specific rubric for your assistant's most important quality dimension.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
11,65,11.4 Continuous Optimization,"Optimization, done well, is never a one-time pass. **A/B testing** compares two real variants of your system against genuine traffic rather than your own intuition about which is better, the same experimental discipline covered from an evaluation angle in Chapter 10, applied here specifically to optimization decisions like a new caching strategy or an adjusted routing threshold.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
11,97,Case Study: Serving Search at Scale,"Search engines and large-scale recommendation systems were solving the ""serve enormous, unpredictable load with strict latency budgets"" problem years before generative AI existed, and the techniques this chapter covers, caching, batching, request prioritization, predictive scaling, are direct descendants of that older engineering discipline, adapted to the specific shape of LLM inference. A production LLM-serving system today routinely combines continuous batching, KV-caching, and quantized model variants simultaneously, exactly the kind of multi-technique stack this chapter has walked through piece by piece, deployed together because no single technique alone gets a system to the latency and cost targets real products actually need.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
11,104,Discussion Questions,"2. If a distilled or quantized model produces subtly different outputs than its full-precision original, how should that be evaluated, using the same methods from Chapter 10, or something adapted specifically for this comparison?","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
11,120,Key Takeaways,"- Performance engineering (batching, KV-caching, speculative decoding) mostly lives inside a provider's infrastructure, but understanding it helps you evaluate providers and interpret their claims.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
