chapter,source_line,section,claim,reason,status,phase_0_status,review_id,classification,verification_date,primary_source,source_keys,current_source_line,current_excerpt,correction,notes,resolution
9,13,Introduction,"This chapter asks a narrower, more useful question than ""how do multimodal models work internally"": given that your project's assistant might need to see a chart, transcribe a recording, or generate a diagram, when does that capability genuinely help your users, and when is it an impressive feature nobody actually needed?","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",ADJUDICATED,PENDING,CITATION-313,ILLUSTRATIVE,2026-09-18,,,9,"This chapter asks a narrower, more useful question than ""how do multimodal models work internally"": given that your project's assistant might need to see a chart, transcribe a recording, or generate a diagram, when does that capability genuinely help your users, and when is it an impressive feature nobody actually needed?",No substantive correction required; retained with the stated scope.,"Teaching objective, exercise, analogy, or explicitly fictional scenario; not evidence of measured model or company performance.",RESOLVED
9,22,Learning Outcomes,- Evaluate the current capabilities and real limitations of image and video generation,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",ADJUDICATED,PENDING,CITATION-314,ILLUSTRATIVE,2026-09-18,,,18,- Evaluate the current capabilities and real limitations of image and video generation,No substantive correction required; retained with the stated scope.,"Teaching objective, exercise, analogy, or explicitly fictional scenario; not evidence of measured model or company performance.",RESOLVED
9,23,Learning Outcomes,- Recognize the distinct ethical challenges multimodal AI introduces beyond text alone,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",ADJUDICATED,PENDING,CITATION-315,ILLUSTRATIVE,2026-09-18,,,19,- Recognize the distinct ethical challenges multimodal AI introduces beyond text alone,No substantive correction required; retained with the stated scope.,"Teaching objective, exercise, analogy, or explicitly fictional scenario; not evidence of measured model or company performance.",RESOLVED
9,24,Learning Outcomes,"- Decide, for your own project, whether a multimodal extension is genuinely warranted","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",ADJUDICATED,PENDING,CITATION-316,ILLUSTRATIVE,2026-09-18,,,20,"- Decide, for your own project, whether a multimodal extension is genuinely warranted",No substantive correction required; retained with the stated scope.,"Teaching objective, exercise, analogy, or explicitly fictional scenario; not evidence of measured model or company performance.",RESOLVED
9,30,Key Terminologies and Concepts,"| **Multimodal AI** | AI systems that process or generate more than one type of content: text, images, audio, video | A model that can answer questions about an uploaded photo |","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",ADJUDICATED,PENDING,CITATION-317,COMMON_KNOWLEDGE,2026-09-18,,,26,"| **Multimodal AI** | AI systems that process or generate more than one type of content: text, images, audio, video | A model that can answer questions about an uploaded photo |",No substantive correction required; retained with the stated scope.,"Author framing, ordinary definition, or design recommendation; no external empirical result asserted.",RESOLVED
9,45,9.1 The Multimodal Landscape,"Human communication was never text-only, we read faces, interpret tone of voice, glance at a chart instead of reading a table of numbers. Multimodal AI is, in that sense, less a novelty than a catching-up: systems that finally handle the kinds of content people actually work with, research papers full of figures, business reports full of charts, meetings that happened out loud, not just in writing.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",ADJUDICATED,PENDING,CITATION-318,COMMON_KNOWLEDGE,2026-09-18,,,41,"Human communication was never text-only, we read faces, interpret tone of voice, glance at a chart instead of reading a table of numbers. Multimodal AI is, in that sense, less a novelty than a catching-up: systems that finally handle the kinds of content people actually work with, research papers full of figures, business reports full of charts, meetings that happened out loud, not just in writing.",No substantive correction required; retained with the stated scope.,"Author framing, ordinary definition, or design recommendation; no external empirical result asserted.",RESOLVED
9,47,9.1 The Multimodal Landscape,"Three genuine challenges separate multimodal systems from the text-only systems covered so far in this book. **Representation learning** across genuinely different kinds of data, text is discrete and sequential, images are spatial and continuous, audio is temporal and frequency-based, is a harder problem than representing any one of them alone. **Alignment**, knowing which part of an image a given sentence is actually describing, adds a layer of complexity single-modality models never face. And **evaluation** gets harder too, ""is this a good image?"" or ""is this transcription useful?"" often resist the kind of clean, checkable metric that made Chapter 10's coming discussion of text evaluation comparatively tractable.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",ADJUDICATED,PENDING,CITATION-319,COMMON_KNOWLEDGE,2026-09-18,,,43,"Three genuine challenges separate multimodal systems from the text-only systems covered so far in this book. **Representation learning** across genuinely different kinds of data, text is discrete and sequential, images are spatial and continuous, audio is temporal and frequency-based, is a harder problem than representing any one of them alone. **Alignment**, knowing which part of an image a given sentence is actually describing, adds a layer of complexity single-modality models never face. And **evaluation** gets harder too, ""is this a good image?"" or ""is this transcription useful?"" often resist the kind of clean, checkable metric that made Chapter 10's coming discussion of text evaluation comparatively tractable.",No substantive correction required; retained with the stated scope.,"Author framing, ordinary definition, or design recommendation; no external empirical result asserted.",RESOLVED
9,53,9.2 Vision-Language Models,"The practical applications cluster into three groups. **Document and chart understanding** turns a scanned or photographed page into usable information, extracting text via OCR, interpreting a table's structure, or reading a chart's data trend directly from the image rather than requiring someone to re-type it. **Visual question answering** lets a user ask something specific about an image rather than getting only a generic description. **Accessibility**, the opening example of this chapter, is arguably the highest-value application of vision-language models deployed today, turning visual information into language for someone who can't otherwise access it.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",ADJUDICATED,PENDING,CITATION-320,CITATION_HELPFUL,2026-09-18,https://arxiv.org/abs/2103.00020 ; https://developers.openai.com/api/docs/guides/images-vision,clip;visiondocs,51,"The practical applications cluster into three groups. **Document and chart understanding** turns a scanned or photographed page into usable information, extracting text via OCR, interpreting a table's structure, or reading a chart's data trend directly from the image rather than requiring someone to re-type it. **Visual question answering** lets a user ask something specific about an image rather than getting only a generic description. **Accessibility**, the opening example of this chapter, is arguably the highest-value application of vision-language models deployed today, turning visual information into language for someone who can't otherwise access it.",No substantive correction required; retained with the stated scope.,"Retained as a bounded conceptual, historical, or engineering claim. Primary source supports the mechanism or documented example, not universal performance or current product rankings.",RESOLVED
9,61,9.3 Audio: Speech and Sound,"For a research assistant, the most direct multimodal audio application is straightforward: if your users generate or consume recorded content, meetings, interviews, lectures, transcription turns that audio into something your text-based retrieval and generation pipeline, from Chapter 6, can actually work with.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",ADJUDICATED,PENDING,CITATION-321,CITATION_HELPFUL,2026-09-18,https://arxiv.org/abs/2212.04356 ; https://blogs.microsoft.com/on-the-issues/2022/06/21/microsofts-framework-for-building-ai-systems-responsibly/,whisper;microsoftresponsible,61,"For a research assistant, the most direct multimodal audio application is straightforward: if your users generate or consume recorded content, meetings, interviews, lectures, transcription turns that audio into something your text-based retrieval and generation pipeline, from Chapter 6, can actually work with.",No substantive correction required; retained with the stated scope.,"Retained as a bounded conceptual, historical, or engineering claim. Primary source supports the mechanism or documented example, not universal performance or current product rankings.",RESOLVED
9,67,9.4 Document Processing with Mixed Content,"This connects directly back to Chapter 6's document-ingestion discussion: a RAG system that only extracts a PDF's plain text and silently drops every figure and table is discarding real information, sometimes the most important information in the document. Whether that gap matters depends entirely on your domain, a legal contract's figures rarely carry the argument; a scientific paper's figures often do.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",ADJUDICATED,PENDING,CITATION-322,COMMON_KNOWLEDGE,2026-09-18,,,67,"This connects directly back to Chapter 6's document-ingestion discussion: a RAG system that only extracts a PDF's plain text and silently drops every figure and table is discarding real information, sometimes the most important information in the document. Whether that gap matters depends entirely on your domain, a legal contract's figures rarely carry the argument; a scientific paper's figures often do.",No substantive correction required; retained with the stated scope.,"Author framing, ordinary definition, or design recommendation; no external empirical result asserted.",RESOLVED
9,79,9.6 Multimodal Ethical Challenges,"Multimodal AI raises the ethical questions from Chapter 1 in sharper, more urgent form. **Deepfakes**, synthetic video or audio convincingly depicting something that never happened, represent a genuinely new category of harm that text generation alone doesn't produce: a fabricated quote is damaging, but a fabricated video of someone saying it carries a different, often more damaging, kind of credibility. **Consent and likeness** questions sharpen too: whose face, voice, or artistic style trained the model, and what claim, if any, do they have over outputs that resemble their work? **Bias in visual AI** is at least as real as the bias in text models covered in Chapter 1, and sometimes harder to notice, because a biased image can look neutral at a glance in a way biased text rarely does. And the sheer believability of high-quality synthetic media creates what's sometimes called an authenticity crisis: as convincing fabrication becomes cheap and easy, genuine media loses some of its evidentiary weight too, ""that could just be AI-generated"" becomes a plausible deniability move even for real footage.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",ADJUDICATED,PENDING,CITATION-323,COMMON_KNOWLEDGE,2026-09-18,,,81,"Multimodal AI raises the ethical questions from Chapter 1 in sharper, more urgent form. **Deepfakes**, synthetic video or audio convincingly depicting something that never happened, represent a genuinely new category of harm that text generation alone doesn't produce: a fabricated quote is damaging, but a fabricated video of someone saying it carries a different, often more damaging, kind of credibility. **Consent and likeness** questions sharpen too: whose face, voice, or artistic style trained the model, and what claim, if any, do they have over outputs that resemble their work? **Bias in visual AI** is at least as real as the bias in text models covered in Chapter 1, and sometimes harder to notice, because a biased image can look neutral at a glance in a way biased text rarely does. And the sheer believability of high-quality synthetic media creates what's sometimes called an authenticity crisis: as convincing fabrication becomes cheap and easy, genuine media loses some of its evidentiary weight too, ""that could just be AI-generated"" becomes a plausible deniability move even for real footage.",No substantive correction required; retained with the stated scope.,"Author framing, ordinary definition, or design recommendation; no external empirical result asserted.",RESOLVED
9,81,9.6 Multimodal Ethical Challenges,"None of this is a reason to avoid multimodal capability where it's genuinely useful, the accessibility example that opened this chapter is real and valuable, it's a reason to treat ""should we generate this kind of content"" as a live design question, not an afterthought, for any project that touches image, audio, or video generation.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",ADJUDICATED,PENDING,CITATION-324,REMOVE_OR_GENERALIZE,2026-09-18,,,83,"None of this is a reason to avoid multimodal capability where it's genuinely useful, visual accessibility can be valuable, while the opening scenario is illustrative, it's a reason to treat ""should we generate this kind of content"" as a live design question, not an afterthought, for any project that touches image, audio, or video generation.","None of this is a reason to avoid multimodal capability where it's genuinely useful, visual accessibility can be valuable, while the opening scenario is illustrative, it's a reason to treat ""should we generate this kind of content"" as a live design question, not an afterthought, for any project that touches image, audio, or video generation.",Original wording corrected or qualified in the manuscript; see the exact replacement and linked primary evidence. Fiction presented as real,RESOLVED
9,87,Connecting to Your Project: A Multimodal Extension Plan,"The honest, and very common, right answer this week for many projects is that multimodal capability isn't worth adding. Don't let the excitement of this chapter's material push you toward a ""yes"" your project doesn't actually need.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",ADJUDICATED,PENDING,CITATION-325,ILLUSTRATIVE,2026-09-18,,,89,"The honest, and very common, right answer in this chapter for many projects is that multimodal capability isn't worth adding. Don't let the excitement of this chapter's material push you toward a ""yes"" your project doesn't actually need.","The honest, and very common, right answer in this chapter for many projects is that multimodal capability isn't worth adding. Don't let the excitement of this chapter's material push you toward a ""yes"" your project doesn't actually need.","Teaching objective, exercise, analogy, or explicitly fictional scenario; not evidence of measured model or company performance.",RESOLVED
9,89,Connecting to Your Project: A Multimodal Extension Plan,"**Ask first whether your domain is genuinely multimodal.** Does solving your users' actual problem require seeing an image, hearing audio, or generating visual content, or would a text-only assistant already fully address it?","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",ADJUDICATED,PENDING,CITATION-326,ILLUSTRATIVE,2026-09-18,,,91,"**Ask first whether your domain is genuinely multimodal.** Does solving your users' actual problem require seeing an image, hearing audio, or generating visual content, or would a text-only assistant already fully address it?",No substantive correction required; retained with the stated scope.,"Teaching objective, exercise, analogy, or explicitly fictional scenario; not evidence of measured model or company performance.",RESOLVED
9,91,Connecting to Your Project: A Multimodal Extension Plan,"**If yes**, specify exactly which capability from sections 9.2–9.5 your project needs, and why. ""Vision, because users need to ask questions about photographed receipts"" is a real, scoped justification; ""multimodal, because it seems more advanced"" is not.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",ADJUDICATED,PENDING,CITATION-327,ILLUSTRATIVE,2026-09-18,,,93,"**If yes**, specify exactly which capability from @sec-9-2 through @sec-9-5 your project needs, and why. ""Vision, because users need to ask questions about photographed receipts"" is a real, scoped justification; ""multimodal, because it seems more advanced"" is not.",No substantive correction required; retained with the stated scope.,"Teaching objective, exercise, analogy, or explicitly fictional scenario; not evidence of measured model or company performance.",RESOLVED
9,99,Case Study: Be My Eyes and AI Visual Assistance,"This is a genuinely strong case study for how to think about multimodal capability responsibly: the AI doesn't replace the human option, it sits alongside it, handling the high-volume, lower-stakes cases quickly while preserving a human fallback for the cases that need more judgment, care, or simply a second opinion, a pattern with a direct echo in Chapter 5's human-in-the-loop spectrum for agents. The result is also a clear example of section 9.2's point about accessibility: this is multimodal AI solving a problem text alone genuinely cannot solve, not a text problem awkwardly reframed as a vision problem to showcase the technology.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",ADJUDICATED,PENDING,CITATION-328,CITATION_REQUIRED,2026-09-18,https://www.bemyeyes.com/news/announcing-be-my-ai-soon-available-for-hundreds-of-thousands-of-be-my-eyes-users/,bemyeyes,101,"This is a genuinely strong case study for how to think about multimodal capability responsibly: the AI doesn't replace the human option, it sits alongside it, handling the high-volume, lower-stakes cases quickly while preserving a human fallback for the cases that need more judgment, care, or simply a second opinion, a pattern with a direct echo in Chapter 5's human-in-the-loop spectrum for agents. The result is also a clear example of @sec-9-2's point about accessibility: this is multimodal AI solving a problem text alone genuinely cannot solve, not a text problem awkwardly reframed as a vision problem to showcase the technology.",No substantive correction required; retained with the stated scope.,"Retained as a bounded conceptual, historical, or engineering claim. Primary source supports the mechanism or documented example, not universal performance or current product rankings.",RESOLVED
9,105,Discussion Questions,"3. Be My Eyes preserves a human fallback alongside its AI assistant. When should that kind of fallback be a requirement, rather than a nice-to-have, for a multimodal AI application?","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",ADJUDICATED,PENDING,CITATION-329,ILLUSTRATIVE,2026-09-18,,,107,"3. Be My Eyes preserves a human fallback alongside its AI assistant. When should that kind of fallback be a requirement, rather than a nice-to-have, for a multimodal AI application?",No substantive correction required; retained with the stated scope.,"Teaching objective, exercise, analogy, or explicitly fictional scenario; not evidence of measured model or company performance.",RESOLVED
9,118,Key Takeaways,"- Multimodal AI extends the same underlying reasoning across images, audio, and video, not a separate technology bolted onto text models.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",ADJUDICATED,PENDING,CITATION-330,REMOVE_OR_GENERALIZE,2026-09-18,,,120,"- Multimodal AI extends the same underlying reasoning across images, audio, and video, through integrated architectures or coordinated modality-specific systems.","- Multimodal AI extends the same underlying reasoning across images, audio, and video, through integrated architectures or coordinated modality-specific systems.",Original wording corrected or qualified in the manuscript; see the exact replacement and linked primary evidence. Summary architecture correction,RESOLVED
9,122,Key Takeaways,"- Multimodal capability raises the ethical stakes of Chapter 1's questions, deepfakes and consent chief among them, rather than introducing entirely new categories of concern.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",ADJUDICATED,PENDING,CITATION-331,COMMON_KNOWLEDGE,2026-09-18,,,124,"- Multimodal capability raises the ethical stakes of Chapter 1's questions, deepfakes and consent chief among them, rather than introducing entirely new categories of concern.",No substantive correction required; retained with the stated scope.,"Author framing, ordinary definition, or design recommendation; no external empirical result asserted.",RESOLVED
9,123,Key Takeaways,"- Not every project needs multimodal capability, and a well-reasoned ""no"" is a legitimate, often correct, design decision.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",ADJUDICATED,PENDING,CITATION-332,COMMON_KNOWLEDGE,2026-09-18,,,125,"- Not every project needs multimodal capability, and a well-reasoned ""no"" is a legitimate, often correct, design decision.",No substantive correction required; retained with the stated scope.,"Author framing, ordinary definition, or design recommendation; no external empirical result asserted.",RESOLVED
9,132,Project Milestone: Multimodal Extension Plan,"This week, add a **Multimodal Extension Plan** to your project portfolio:","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",ADJUDICATED,PENDING,CITATION-333,ILLUSTRATIVE,2026-09-18,,,134,"In this chapter, add a **Multimodal Extension Plan** to your project portfolio:",No substantive correction required; retained with the stated scope.,"Teaching objective, exercise, analogy, or explicitly fictional scenario; not evidence of measured model or company performance.",RESOLVED
9,134,Project Milestone: Multimodal Extension Plan,"1. **Decision**: Does your project need a multimodal capability? State it clearly, yes or no.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",ADJUDICATED,PENDING,CITATION-334,ILLUSTRATIVE,2026-09-18,,,136,"1. **Decision**: Does your project need a multimodal capability? State it clearly, yes or no.",No substantive correction required; retained with the stated scope.,"Teaching objective, exercise, analogy, or explicitly fictional scenario; not evidence of measured model or company performance.",RESOLVED
10,9,Introduction,"Two teams, at two different companies, each announce that their AI system is ""95% accurate."" The first team measured this against a fixed test set of questions with known correct answers. The second team measured it as the percentage of customer conversations that ended without a human escalation. Both numbers are real. Both numbers are called ""accuracy."" They measure almost entirely different things, and neither one, on its own, tells you whether the system is actually good at the job it was built to do.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",ADJUDICATED,PENDING,CITATION-335,ILLUSTRATIVE,2026-09-18,,,7,"Two teams, at two different companies, each announce that their AI system is ""95% accurate."" The first team measured this against a fixed test set of questions with known correct answers. The second team measured it as the percentage of customer conversations that ended without a human escalation. Both numbers are real. Both numbers are called ""accuracy."" They measure almost entirely different things, and neither one, on its own, tells you whether the system is actually good at the job it was built to do.",No substantive correction required; retained with the stated scope.,"Teaching objective, exercise, analogy, or explicitly fictional scenario; not evidence of measured model or company performance.",RESOLVED
10,11,Introduction,"This is the problem this chapter exists to solve. Every chapter before this one has asked you to design something, a prompt, a retrieval system, an agent's capability boundary, and every chapter from here forward will ask you to defend a claim about how well something works. Evaluation is the discipline that makes that defense honest rather than wishful. It's also, not coincidentally, the discipline most often skipped or done badly in real AI projects, because a working demo *feels* like evidence of quality in a way that's genuinely seductive and genuinely misleading.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",ADJUDICATED,PENDING,CITATION-336,ILLUSTRATIVE,2026-09-18,,,9,"This is the problem this chapter exists to solve. Every chapter before this one has asked you to design something, a prompt, a retrieval system, an agent's capability boundary, and every chapter from here forward will ask you to defend a claim about how well something works. Evaluation is the discipline that makes that defense honest rather than wishful. It's also, not coincidentally, the discipline most often skipped or done badly in real AI projects, because a working demo *feels* like evidence of quality in a way that's genuinely seductive and genuinely misleading.",No substantive correction required; retained with the stated scope.,"Teaching objective, exercise, analogy, or explicitly fictional scenario; not evidence of measured model or company performance.",RESOLVED
10,17,Learning Outcomes,"- Design an evaluation strategy appropriate to a specific generative AI application, not a generic one borrowed from elsewhere","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",ADJUDICATED,PENDING,CITATION-337,ILLUSTRATIVE,2026-09-18,,,15,"- Design an evaluation strategy appropriate to a specific generative AI application, not a generic one borrowed from elsewhere",No substantive correction required; retained with the stated scope.,"Teaching objective, exercise, analogy, or explicitly fictional scenario; not evidence of measured model or company performance.",RESOLVED
10,19,Learning Outcomes,"- Explain the strengths and real limitations of automated metrics, human evaluation, and LLM-as-judge approaches","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",ADJUDICATED,PENDING,CITATION-338,ILLUSTRATIVE,2026-09-18,,,17,"- Explain the strengths and real limitations of automated metrics, human evaluation, and LLM-as-judge approaches",No substantive correction required; retained with the stated scope.,"Teaching objective, exercise, analogy, or explicitly fictional scenario; not evidence of measured model or company performance.",RESOLVED
10,20,Learning Outcomes,"- Apply evaluation specifically to RAG and agentic systems, which fail in different ways than plain generation","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",ADJUDICATED,PENDING,CITATION-339,ILLUSTRATIVE,2026-09-18,,,18,"- Apply evaluation specifically to RAG and agentic systems, which fail in different ways than plain generation",No substantive correction required; retained with the stated scope.,"Teaching objective, exercise, analogy, or explicitly fictional scenario; not evidence of measured model or company performance.",RESOLVED
10,21,Learning Outcomes,- Build a habit of continuous evaluation rather than a one-time pre-launch test,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",ADJUDICATED,PENDING,CITATION-340,ILLUSTRATIVE,2026-09-18,,,19,- Build a habit of continuous evaluation rather than a one-time pre-launch test,No substantive correction required; retained with the stated scope.,"Teaching objective, exercise, analogy, or explicitly fictional scenario; not evidence of measured model or company performance.",RESOLVED
10,27,Key Terminologies and Concepts,"| **Evaluation Metric** | A quantifiable measure used to assess a system's performance | Accuracy, faithfulness score, response latency |","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",ADJUDICATED,PENDING,CITATION-341,COMMON_KNOWLEDGE,2026-09-18,,,25,"| **Evaluation Metric** | A quantifiable measure used to assess a system's performance | Accuracy, faithfulness score, response latency |",No substantive correction required; retained with the stated scope.,"Author framing, ordinary definition, or design recommendation; no external empirical result asserted.",RESOLVED
10,30,Key Terminologies and Concepts,"| **Human Evaluation** | Assessment performed by human raters, often for qualities automated metrics can't capture | Rating a response's helpfulness on a 1–5 scale |","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",ADJUDICATED,PENDING,CITATION-342,COMMON_KNOWLEDGE,2026-09-18,,,28,"| **Human Evaluation** | Assessment performed by human raters, often for qualities automated metrics can't capture | Rating a response's helpfulness on a 1–5 scale |",No substantive correction required; retained with the stated scope.,"Author framing, ordinary definition, or design recommendation; no external empirical result asserted.",RESOLVED
10,31,Key Terminologies and Concepts,| **LLM-as-Judge** | Using one AI model to evaluate the output of another (or the same) model | Asking a strong model to score a response's quality against a rubric |,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",ADJUDICATED,PENDING,CITATION-343,COMMON_KNOWLEDGE,2026-09-18,,,29,| **LLM-as-Judge** | Using one AI model to evaluate the output of another (or the same) model | Asking a strong model to score a response's quality against a rubric |,No substantive correction required; retained with the stated scope.,"Author framing, ordinary definition, or design recommendation; no external empirical result asserted.",RESOLVED
10,32,Key Terminologies and Concepts,| **Inter-Rater Reliability** | A measure of how consistently different human evaluators agree | Low agreement suggests the rating task itself is poorly defined |,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",ADJUDICATED,PENDING,CITATION-344,COMMON_KNOWLEDGE,2026-09-18,,,30,| **Inter-Rater Reliability** | A measure of how consistently different human evaluators agree | Low agreement suggests the rating task itself is poorly defined |,No substantive correction required; retained with the stated scope.,"Author framing, ordinary definition, or design recommendation; no external empirical result asserted.",RESOLVED
10,33,Key Terminologies and Concepts,"| **Faithfulness** | In RAG, how well a generated response actually reflects the retrieved source material | A response that contradicts its own cited source has low faithfulness |","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",ADJUDICATED,PENDING,CITATION-345,COMMON_KNOWLEDGE,2026-09-18,,,31,"| **Faithfulness** | In RAG, how well a generated response actually reflects the retrieved source material | A response that contradicts its own cited source has low faithfulness |",No substantive correction required; retained with the stated scope.,"Author framing, ordinary definition, or design recommendation; no external empirical result asserted.",RESOLVED
10,34,Key Terminologies and Concepts,| **Regression Testing** | Re-running past evaluation cases to catch newly introduced failures | Confirming a prompt update didn't break a previously working case |,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",ADJUDICATED,PENDING,CITATION-346,COMMON_KNOWLEDGE,2026-09-18,,,32,| **Regression Testing** | Re-running past evaluation cases to catch newly introduced failures | Confirming a prompt update didn't break a previously working case |,No substantive correction required; retained with the stated scope.,"Author framing, ordinary definition, or design recommendation; no external empirical result asserted.",RESOLVED
10,36,Key Terminologies and Concepts,"| **Production Monitoring** | Continuous evaluation of a live system using real usage data | Tracking success rate and user feedback after launch, not just before |","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",ADJUDICATED,PENDING,CITATION-347,COMMON_KNOWLEDGE,2026-09-18,,,34,"| **Production Monitoring** | Continuous evaluation of a live system using real usage data | Tracking success rate and user feedback after launch, not just before |",No substantive correction required; retained with the stated scope.,"Author framing, ordinary definition, or design recommendation; no external empirical result asserted.",RESOLVED
10,42,10.1 The Evaluation Challenge,"Evaluating generative AI is hard in a way that evaluating traditional software mostly isn't. A traditional function either returns the correct value or it doesn't; a generative system can produce many different responses that are all reasonably good, and many that are all reasonably bad, with no single ""correct"" output to check against. This is exactly the same open-endedness that makes generative AI powerful in the first place, and it's precisely why evaluating it responsibly takes real design effort rather than a simple pass/fail test.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",ADJUDICATED,PENDING,CITATION-348,COMMON_KNOWLEDGE,2026-09-18,,,40,"Evaluating generative AI is hard in a way that evaluating traditional software mostly isn't. A traditional function either returns the correct value or it doesn't; a generative system can produce many different responses that are all reasonably good, and many that are all reasonably bad, with no single ""correct"" output to check against. This is exactly the same open-endedness that makes generative AI powerful in the first place, and it's precisely why evaluating it responsibly takes real design effort rather than a simple pass/fail test.",No substantive correction required; retained with the stated scope.,"Author framing, ordinary definition, or design recommendation; no external empirical result asserted.",RESOLVED
10,44,10.1 The Evaluation Challenge,"There's also a persistent gap between benchmark performance and real-world performance. A model that scores impressively on a standardized test set can still fail regularly on your specific users' actual, messier requests, because benchmarks necessarily simplify and standardize in ways real usage never does. And evaluation isn't a box you check once before launch, it's an ongoing process, because a system's inputs, and sometimes the underlying model itself, keep changing after you ship.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",ADJUDICATED,PENDING,CITATION-349,COMMON_KNOWLEDGE,2026-09-18,,,42,"There's also a persistent gap between benchmark performance and real-world performance. A model that scores impressively on a standardized test set can still fail regularly on your specific users' actual, messier requests, because benchmarks necessarily simplify and standardize in ways real usage never does. And evaluation isn't a box you check once before launch, it's an ongoing process, because a system's inputs, and sometimes the underlying model itself, keep changing after you ship.",No substantive correction required; retained with the stated scope.,"Author framing, ordinary definition, or design recommendation; no external empirical result asserted.",RESOLVED
10,48,10.2 Defining Success Before You Measure Anything,"The single most common evaluation mistake is picking a metric before clearly defining what success actually means for the specific application. Start instead from the business or user outcome you actually care about, then work backward to something measurable, resisting the pull toward whatever's easiest to compute.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",ADJUDICATED,PENDING,CITATION-350,REMOVE_OR_GENERALIZE,2026-09-18,https://arxiv.org/abs/2211.09110,helm,46,"A consequential evaluation mistake is choosing a convenient metric before defining success. Start from the user outcome, identify relevant failure types, and select measures that expose those failures rather than hiding them in an aggregate score. [@helm]","A consequential evaluation mistake is choosing a convenient metric before defining success. Start from the user outcome, identify relevant failure types, and select measures that expose those failures rather than hiding them in an aggregate score. [@helm]",Original wording corrected or qualified in the manuscript; see the exact replacement and linked primary evidence. Remove unsupported universality and specify the scope of the claim.,RESOLVED
10,58,10.3 Automated Metrics,"Task-specific automated evaluation, checking whether generated code actually runs and passes tests, or whether a generated SQL query returns the correct result, works well precisely because it has an objective, checkable target, a property most open-ended generation tasks simply don't have. This is the core ceiling on automated measurement: it's genuinely reliable exactly where the task is checkable, and it degrades quickly as the task becomes more open-ended.","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",ADJUDICATED,PENDING,CITATION-351,REMOVE_OR_GENERALIZE,2026-09-18,https://arxiv.org/abs/2211.09110,helm,60,"Task-specific checks, such as code tests or comparing SQL results on a controlled database, provide reproducible evidence for the tested cases. Passing them does not establish general correctness: test coverage, oracle errors, distribution shift, and hidden requirements still matter. Execute generated programs only within appropriate isolation and resource limits. [@helm]","Task-specific checks, such as code tests or comparing SQL results on a controlled database, provide reproducible evidence for the tested cases. Passing them does not establish general correctness: test coverage, oracle errors, distribution shift, and hidden requirements still matter. Execute generated programs only within appropriate isolation and resource limits. [@helm]",Original wording corrected or qualified in the manuscript; see the exact replacement and linked primary evidence. Test oracle overclaim,RESOLVED
