chapter,source_line,section,claim,verification,priority,source_needed
5,124,Reflexion: Learning From the Last Attempt,"*Figure 5.2: Three agent architectures compared — ReAct's step-by-step loop, plan-and-execute's upfront plan, and Reflexion's revise-and-retry cycle*",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
5,126,Reflexion: Learning From the Last Attempt,"In practice, most production agent systems combine elements of these patterns rather than picking exactly one, and the ""best"" architecture is really a question of which failure mode (rigidity vs. unpredictability vs. over-trusting self-assessment) you're least willing to tolerate for your specific task.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
5,132,5.4 Designing Effective Tools,"A capable model with badly designed tools will still perform badly, which makes tool design one of the highest-leverage decisions in building any agent system.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
5,136,5.4 Designing Effective Tools,"**Make failure legible.** A tool that fails silently, returning an empty result indistinguishable from ""no results found,"" will produce confidently wrong agent behavior. A well-designed tool returns a clear, structured error the model can reason about (""rate limit exceeded, retry in 30 seconds"" is something a model can act on sensibly; a bare `None` is not).",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
5,138,5.4 Designing Effective Tools,"**Design for the model's actual reliability, not its best-case reliability.** Assume the model will occasionally call a tool with a slightly malformed argument, an ambiguous date format, a name with unexpected capitalization. The tool layer, not the model, should be the place that validates input and fails safely, the same defensive posture you'd want from any API accepting input from an unreliable client.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
5,144,5.5 Multi-Agent Systems,"Some tasks are more naturally split across several specialized agents than handled by one generalist. A research task might involve one agent that searches, one that synthesizes findings, and one that fact-checks the synthesis against the original sources, each with a narrower job than an all-purpose agent would have, and each individually easier to evaluate and constrain.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
5,146,5.5 Multi-Agent Systems,"The appeal is real: specialization can improve quality, and narrower agents are easier to sandbox and permission individually. The cost is also real: coordination between agents introduces new failure modes (agents can disagree, get stuck waiting on each other, or compound each other's errors), and debugging a multi-agent trajectory is considerably harder than debugging a single agent's. For most student projects, and for a great many production systems, a single well-designed agent with well-scoped tools outperforms a multi-agent system that adds coordination complexity without a task that actually needs the specialization.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
5,152,"5.6 Safety, Control, and Alignment for Agents","Return to the cost-asymmetry point from section 5.1: the moment a system acts rather than merely answers, its mistakes stop being purely informational. This section takes that seriously.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
5,156,The New Attack Surface: Goal Hijacking,"A plain chatbot's worst-case failure from adversarial input is generating text you shouldn't trust. An agent with tool access has a meaningfully worse worst case: an attacker who can influence the agent's input (a webpage it browses, a document it reads, an email it processes) may be able to redirect its *actions*, not just its words. This is called **goal hijacking**, and it's the tool-using cousin of the prompt injection you studied in Chapter 3, except the payoff for a successful attack is no longer ""the model says something wrong,"" it's ""the model does something wrong,"" with real consequences on the other side.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
5,158,The New Attack Surface: Goal Hijacking,"This is not a hypothetical concern reserved for advanced systems. Any agent that reads content from an untrusted source (a webpage, a user-uploaded document, an incoming email) as part of deciding what action to take is exposed to this risk by design, and the exposure scales directly with how much the agent is permitted to do.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
5,164,"Designing for Containment, Not Just Correctness","**Sandboxing** limits the blast radius of a mistake by isolating what an agent can touch, code execution in a container with no network access, a test environment instead of production data.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
5,166,"Designing for Containment, Not Just Correctness","**Permission scoping** limits which tools and data an agent can reach at all, the least-privilege principle applied to AI action, not just human accounts.",PENDING,high,"Dated primary paper, provider documentation/model card, or official legal text"
5,170,"Designing for Containment, Not Just Correctness","None of these guarantees safety on their own. Used together, and matched deliberately to how consequential and reversible each action actually is, they're the difference between an agent design you can defend and one you're hoping works.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
5,174,"The Alignment Challenge, Amplified","Chapter 12 covers the technical alignment problem in depth, but it's worth naming here in its sharpest form: an agent that's subtly misaligned with what you actually want, one that optimizes for completing the task quickly rather than correctly, say, is far more consequential than a chatbot with the same subtle misalignment, because the agent's misalignment shows up as real actions rather than text you can simply disregard.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
5,180,5.7 The Practical Reality,"It's worth being honest about where agent technology actually stands, separate from how it's often marketed. Agents perform reliably today on tasks that are well-scoped, have a small number of tools, and involve actions that are either low-stakes or easily reversible: looking things up, drafting content for human review, executing well-defined multi-step workflows in a narrow domain. They perform far less reliably on open-ended, long-horizon tasks requiring many correct decisions in a row, on tasks where a single tool-selection mistake compounds into a badly wrong outcome, and on tasks where ""success"" is genuinely ambiguous rather than checkable.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
5,182,5.7 The Practical Reality,"The gap between demo and production is real and it matters for your design choices this week: a compelling demo often works because it was run a handful of times by someone who knew what to expect. A production agent runs thousands of times against messy, unexpected real-world input, which is exactly where narrow scoping, legible failure, and human checkpoints earn their keep.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
5,188,5.8 Hands-On Exploration: Designing Your Agent's Boundaries,"You don't need to implement a working agent to build real intuition here, you need to think through one carefully.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
5,192,5.8 Hands-On Exploration: Designing Your Agent's Boundaries,"**Walk it through the human-in-the-loop spectrum** from section 5.1. Where does this specific action belong, fully manual, suggest-and-confirm, act-and-notify, or fully autonomous? Argue for your placement using the cost-asymmetry idea from section 5.1: what's the actual cost if this action happens incorrectly, and is it reversible?",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
5,196,5.8 Hands-On Exploration: Designing Your Agent's Boundaries,"**Identify one way this could go wrong**, using the goal-hijacking lens from section 5.6. If this agent ever processes input from an untrusted source on the way to deciding what action to take, what's the worst plausible outcome, and what would stop it?",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
5,204,Case Study: Klarna's AI Customer Service Agent,"In 2024, the fintech company Klarna deployed an AI assistant to handle customer service, and it's a genuinely useful case study precisely because it's real, deployed at scale, and public about its results rather than a research demo. The assistant handled a substantial share of Klarna's customer service chats, work equivalent to a large number of full-time human agents, and was reported to resolve issues faster than the human-staffed process it partly replaced, while also reducing repeat contacts, a sign the resolutions were actually sticking, not just closing tickets quickly.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
5,206,Case Study: Klarna's AI Customer Service Agent,"What makes this a good agent case study, rather than just a chatbot one, is that it didn't simply answer questions, it took actions within defined boundaries: processing refunds, handling returns, adjusting orders, the kind of consequential, real-world actions this chapter has centered on throughout. Klarna scoped those actions carefully rather than giving the assistant unrestricted account access, the narrow-tool-design principle from section 5.4 at production scale.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
5,208,Case Study: Klarna's AI Customer Service Agent,"The instructive part for your own design work isn't the specific efficiency numbers, those will be dated by the time you read this. It's the shape of the deployment: a narrow, well-defined, high-volume task; clearly scoped actions rather than open-ended autonomy; and a domain (customer service refunds and returns) where mistakes are costly but bounded and recoverable, exactly the profile section 5.1 argues is where agents are strongest today.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
5,212,Discussion Questions,"1. At what point does an AI agent's autonomy require mandatory human oversight? Who should get to make that call, the engineering team, the company's leadership, a regulator?",PENDING,high,"Dated primary paper, provider documentation/model card, or official legal text"
5,213,Discussion Questions,"2. If an agent causes harm through a sequence of individually reasonable-looking actions, none of which was obviously wrong on its own, who is responsible: the developer who built the agent, the company that deployed it, or the user who approved its actions?",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
5,214,Discussion Questions,"3. Klarna's deployment succeeded in a domain with clear, checkable outcomes (was the refund processed correctly?). What features of a domain make it a poor fit for early agent deployment, even if the underlying model is highly capable?",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
5,219,Further Reading,"- Park, J. S., et al. (2023). ""Generative Agents: Interactive Simulacra of Human Behavior"" — A widely cited exploration of what emerges when multiple agents interact over time, relevant background for section 5.5.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
5,220,Further Reading,"- Shinn, N., et al. (2023). ""Reflexion: Language Agents with Verbal Reinforcement Learning"" — The paper behind the self-correction pattern in section 5.3.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
5,229,Key Takeaways,"- Tool use works through a simple loop, the model requests, the application executes, underneath every more sophisticated agent architecture.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
5,237,Practice,"- For an agent you use or have heard of (a coding assistant, a customer-service bot, a scheduling tool), place its main capability on the human-in-the-loop spectrum from section 5.1. Does the placement match how costly and reversible its actions actually are?",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
5,238,Practice,"- In two or three sentences, explain to someone with no technical background why an AI agent that can send emails is a fundamentally different kind of risk than an AI chatbot that can only answer questions.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
5,242,Project Milestone: Agent Capability Plan,"This week, add an **Agent Capability Plan** to your project portfolio:",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
5,245,Project Milestone: Agent Capability Plan,"2. **Human-in-the-loop placement**: Where it sits on the spectrum, and your reasoning, grounded explicitly in cost and reversibility.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
6,19,Learning Outcomes,- Explain why retrieval augmentation addresses core LLM limitations that fine-tuning and prompting alone cannot,PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
6,59,The Two-Stage Architecture,"The benefits follow directly from this structure: **accuracy** grounded in specific, checkable sources rather than parametric memory; **currency**, since updating the knowledge base is far cheaper than retraining a model; **transparency**, because a cited source lets a user verify a claim themselves; and **cost-effectiveness**, since domain knowledge lives in a document store you can update at any time, not in model weights you'd need to retrain.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
6,71,Choosing a Vector Database,"Vector databases exist on a spectrum from fully managed cloud services (simpler to operate, less control) to self-hosted libraries and databases (more control, more operational burden). The right choice depends on the same four factors that mattered for model selection in Chapter 2: **scale** (how many documents, how much query volume), **performance** (latency and accuracy requirements), **features** (does your use case need metadata filtering, hybrid search, real-time updates), and **cost and integration** (pricing model and fit with your existing stack).",PENDING,high,"Dated primary paper, provider documentation/model card, or official legal text"
6,81,The Chunking Decision,"Chunking, how you split a long document into retrievable pieces, is one of the highest-leverage and most underrated design decisions in a RAG system. **Fixed-size chunking** (split every N tokens) is simple and predictable but can carve a sentence, or an idea, in half. **Semantic chunking** splits on natural boundaries, sentences, paragraphs, sections, preserving meaning at the cost of more complex implementation. **Overlapping chunks**, typically 10–20% overlap between adjacent pieces, help ensure information near a chunk boundary isn't lost entirely. **Hierarchical chunking** indexes a document at multiple levels at once, document, section, paragraph, letting retrieval choose the right granularity for a given query.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
7,9,Introduction,"Prompt engineering and RAG, the last two chapters, can take you remarkably far. But both have real limits: a prompt can only shape behavior the model is already capable of, and RAG can only supply facts, not a genuinely different writing style, a consistent specialized format, or fluency in a narrow technical vocabulary the base model barely saw during training. When you hit that ceiling, fine-tuning, continuing a pre-trained model's training on your own data, becomes the tool worth considering.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
7,11,Introduction,"Fine-tuning is powerful and genuinely complex, and it's also the customization approach most often reached for prematurely. This chapter is built around a decision framework first and an implementation overview second, because the most common fine-tuning mistake isn't a bad training run, it's fine-tuning when a better prompt or a RAG system would have solved the problem for a fraction of the cost and complexity.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
7,17,Learning Outcomes,"- Determine when fine-tuning is the right approach, and when it isn't, relative to prompting and RAG",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
7,18,Learning Outcomes,- Explain the difference between full fine-tuning and parameter-efficient approaches like LoRA and QLoRA,PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
7,19,Learning Outcomes,- Describe what a high-quality fine-tuning dataset actually requires,PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
7,20,Learning Outcomes,"- Outline the fine-tuning process at a conceptual level, including the levers that most affect outcomes",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
7,21,Learning Outcomes,- Evaluate a fine-tuned model's performance using appropriate automated and human methods,PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
7,22,Learning Outcomes,"- Navigate the trade-offs of customization, including cost, risk, and maintenance burden",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
7,28,Key Terminologies and Concepts,"| **Fine-tuning** | Continuing a pre-trained model's training on a smaller, targeted dataset to specialize its behavior | Training a general model on legal documents to write in precise legal style |",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
7,29,Key Terminologies and Concepts,| **Full Fine-tuning** | Updating all of a model's parameters during additional training | The traditional approach; powerful but computationally expensive |,PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
7,30,Key Terminologies and Concepts,"| **Parameter-Efficient Fine-tuning (PEFT)** | A family of techniques that update only a small fraction of parameters | LoRA, QLoRA, adapters |",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
7,31,Key Terminologies and Concepts,| **LoRA (Low-Rank Adaptation)** | A PEFT technique that adds small trainable matrices rather than updating existing weights | Fine-tuning a model by adjusting well under 1% of its parameters |,PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
7,32,Key Terminologies and Concepts,"| **QLoRA** | LoRA combined with 4-bit quantization, enabling fine-tuning of large models on modest hardware | Fine-tuning a large open-weight model on a single consumer GPU |",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
7,34,Key Terminologies and Concepts,| **Catastrophic Forgetting** | A model losing previously learned general capabilities while being fine-tuned on narrow data | A model that becomes excellent at one task but noticeably worse at general conversation |,PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
7,35,Key Terminologies and Concepts,"| **Training Data Curation** | The process of selecting, cleaning, and validating examples for fine-tuning | Removing duplicate or low-quality examples before training |",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
7,45,7.1 When to Fine-tune: A Decision Framework,"Before investing in fine-tuning, weigh it honestly against the two approaches from the last two chapters.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
7,47,7.1 When to Fine-tune: A Decision Framework,"**Prompt engineering** is usually the right call when the desired behavior can be described in natural language, when you have limited example data (fewer than roughly a hundred cases), when quick iteration matters, or when cost and simplicity are the priority. This is nearly always worth trying first, precisely because it's the cheapest to test and the cheapest to abandon.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
7,51,7.1 When to Fine-tune: A Decision Framework,"**Fine-tuning** earns its cost when you need consistent behavior that's genuinely difficult to achieve through prompting alone, when you have substantial high-quality training data (roughly a thousand examples or more, as a rough floor, not a guarantee), when the domain has specialized language or formatting conventions a general model doesn't reliably produce, or when you specifically need a smaller, cheaper, specialized model to replace a larger general one at inference time.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
7,53,7.1 When to Fine-tune: A Decision Framework,*Figure 7.1: Customization decision framework — prompting → RAG → fine-tuning*,PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
7,55,7.1 When to Fine-tune: A Decision Framework,"Notice that this is a genuine escalation path, not three equally weighted options. Reaching for fine-tuning before ruling out the cheaper approaches is the single most common way teams waste both money and time on customization.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
7,59,7.2 Types of Fine-tuning Approaches,"**Full fine-tuning** updates every parameter in the model. It offers the maximum adaptation potential and can produce dramatic behavior changes, at real cost: it's computationally expensive, requires substantial training data to avoid overfitting, and carries a genuine risk of **catastrophic forgetting**, the model becoming excellent at your narrow task while quietly losing general capability it had before.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
7,61,7.2 Types of Fine-tuning Approaches,"**Parameter-efficient fine-tuning (PEFT)** achieves comparable results while updating far fewer parameters. **LoRA** adds small trainable matrices alongside a model's existing weights rather than modifying them directly, typically touching well under 1% of total parameters, with results that can be merged back into the base model for deployment. **QLoRA** combines that same approach with 4-bit quantization, which is what makes it possible to fine-tune a genuinely large model on a single consumer-grade GPU rather than a data-center cluster, a meaningful democratization of a technique that used to require serious infrastructure. **Adapters** take a related but distinct approach: small, swappable modules inserted between existing layers, useful when you need several task-specific variants sharing one underlying base model.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
7,63,7.2 Types of Fine-tuning Approaches,"For nearly all practical purposes today, PEFT approaches, LoRA and QLoRA especially, are the sensible default; full fine-tuning is reserved for cases with substantial resources and a genuine need for maximum adaptation.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
7,67,7.3 Data Preparation: The Critical Factor,"More fine-tuning projects fail from data problems than from anything about the training process itself. **Quality consistently beats quantity**: a smaller set of high-quality, representative, carefully curated examples, including deliberately chosen edge cases, will outperform a much larger set of noisy or repetitive ones. As a rough volume guide, expect diminishing but real value from roughly 500–1,000 examples as a minimum viable set, 5,000–10,000 for solid performance on most tasks, and tens of thousands for the most demanding cases, though these numbers vary enormously by task complexity and shouldn't be treated as a formula.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
7,85,7.3 Data Preparation: The Critical Factor,"Data can come from synthetic generation (using a strong existing model to produce candidate examples, then having humans review and correct them), professional human annotation, or mining existing sources like support transcripts or expert-written documents, each with different cost, speed, and quality trade-offs, and each requiring real attention to privacy, licensing, and bias before use.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
7,89,7.4 The Fine-Tuning Process,"A fine-tuning run has three broad phases: preparing the environment and data, configuring the training run itself, and monitoring it as it executes. Conceptually, setting up a LoRA fine-tune looks something like this, the details will vary by framework and model, but the shape is consistent:",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
7,103,7.5 Evaluation and Iteration,"Evaluating a fine-tuned model, covered more fully in Chapter 10, combines automated metrics (perplexity, task-specific measures like accuracy or ROUGE where you have reference outputs) with human evaluation (relevance, factual accuracy, fluency, and practical helpfulness, dimensions an automated score often can't fully capture) and, where the domain calls for it, expert review from someone who actually knows the field.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
7,105,7.5 Evaluation and Iteration,"Two disciplines matter more here than the specific metric you choose. First, **avoid data contamination**: your test examples must never have appeared in training, which sounds obvious and is nonetheless a common, quiet source of misleadingly good results. Second, **always compare against real baselines**, the un-fine-tuned base model, and a well-prompted version of it, not just against your own model's earlier checkpoints. A fine-tuning project that can't demonstrate a real improvement over a strong prompted baseline hasn't actually justified its cost.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
7,109,7.6 Fine-Tuning for Safety and Alignment,"Fine-tuning on narrow data can, sometimes without any deliberate intent, degrade a model's safety properties: training heavily on domain-specific completions can quietly erode a general model's tendency to refuse harmful requests or acknowledge uncertainty, simply because those behaviors weren't well-represented in the narrow fine-tuning set. This isn't a hypothetical concern reserved for adversarial actors, it's a real risk of ordinary, well-intentioned fine-tuning work, which is exactly why re-running your safety and refusal evaluations after fine-tuning, not just your task-performance evaluations, is a responsible default rather than an optional extra step. Chapter 12 covers the underlying alignment mechanics in depth.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
7,115,Connecting to Your Project: A Customization Decision Memo,"Rather than running a fine-tuning job, your task this week is to make, and defend, the decision of whether your project needs one at all.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
7,117,Connecting to Your Project: A Customization Decision Memo,"**Revisit the decision framework** from section 7.1 for your specific assistant. Walk through each of the three approaches honestly, don't default to ""fine-tuning sounds most sophisticated"" as a reason to choose it.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
7,119,Connecting to Your Project: A Customization Decision Memo,"**If you conclude fine-tuning isn't justified** (a very reasonable, and common, real answer), explain specifically why prompting or RAG already covers your need, and what would have to change about your project for that answer to flip.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
7,121,Connecting to Your Project: A Customization Decision Memo,"**If you conclude fine-tuning is justified**, specify: what approach (full vs. PEFT), roughly how much training data you'd need and where it would come from, and what baseline you'd compare against to prove the fine-tuned version was actually worth the cost.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
7,127,Case Study: Harvey AI's Legal Model Development,"The instructive part isn't that Harvey chose to fine-tune, it's that the decision was scoped narrowly to where prompting and RAG genuinely fell short, rather than applied as a default first move. That's the discipline this chapter is asking you to apply to your own, much smaller project.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
7,131,Discussion Questions,"1. If fine-tuning can embed specialized knowledge or behavior into a model, who owns that resulting capability, the base model's creator, or the person or organization that fine-tuned it?",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
7,132,Discussion Questions,"2. How should an organization handle the risk that fine-tuning, done for entirely legitimate business reasons, might inadvertently reduce a model's safety behavior?",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
7,133,Discussion Questions,"3. What documentation and transparency should be expected of a fine-tuned model, especially one deployed in a domain like law or medicine where errors carry real consequences?",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
7,146,Key Takeaways,"- Fine-tuning is the last resort in a three-step escalation: prompting, then RAG, then fine-tuning, not a default first choice.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
7,147,Key Takeaways,"- Parameter-efficient methods (LoRA, QLoRA) have made fine-tuning dramatically more accessible than full fine-tuning, without sacrificing much quality for most tasks.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
7,148,Key Takeaways,- Data quality and curation determine a fine-tuning project's outcome more reliably than any hyperparameter choice.,PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
7,149,Key Takeaways,"- A fine-tuned model must be evaluated against real baselines, especially a well-prompted version of the base model, or its value can't actually be demonstrated.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
7,150,Key Takeaways,"- Fine-tuning can quietly degrade safety behavior even without adversarial intent, which is why safety re-evaluation belongs in every fine-tuning project, not just the task-performance evaluation.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
7,154,Practice,"- For your own project, write two sentences stating whether you'd fine-tune, and the single strongest piece of evidence that would change your mind.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
7,161,Project Milestone: Customization Decision Memo,"1. **Recommendation**: Prompting, RAG, fine-tuning, or some combination, for your specific assistant, stated clearly.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
7,163,Project Milestone: Customization Decision Memo,"3. **If fine-tuning is recommended**: A rough data-sourcing plan, approach (PEFT vs. full), and the baseline you'd compare against.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
7,164,Project Milestone: Customization Decision Memo,4. **If fine-tuning is not recommended**: What would need to be true about your project for that to change.,PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
8,9,Introduction,"Every chapter so far has asked you to make a design decision, which model, which prompt, which retrieval strategy, and defend it in writing. But defend it against what, exactly? So far, mostly against your own reasoning and the concepts covered in each chapter. That's a real skill, but it has a ceiling: this field moves fast enough that a genuinely good decision often depends on knowing what's been tried, what's been shown to work, and what the field currently disagrees about, none of which you can reason your way to from first principles alone.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
8,31,Key Terminologies and Concepts,| **Benchmark** | A standardized task or dataset used to compare models or techniques | A reading-comprehension benchmark used to compare several models' scores |,PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
8,43,8.1 Why This Matters More in AI Than in Most Fields,"Generative AI research moves at a pace that breaks some of the normal assumptions about how to stay current in a technical field. A textbook chapter on transformer architecture, like Chapter 2, can stay substantially correct for years, the underlying mechanism doesn't change. A claim about which specific model or technique currently performs best on a given task can be outdated within months, sometimes weeks. Both things are true at once, and telling them apart, durable conceptual knowledge versus a fast-moving empirical claim, is itself a research literacy skill, not just a fact you memorize.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
8,89,"8.5 Calibrating Trust: Established, Contested, or Hype","**Hype** describes a claim whose confidence outruns its evidence, often a striking result from a single paper, frequently from the organization with the most to gain from the finding, amplified by press coverage disproportionate to independent verification. Learning to notice the gap between a launch announcement's framing and what the underlying technical report actually demonstrates is one of the most practically useful skills in this entire book, and it compounds: it protects you as a practitioner, as a citizen evaluating AI policy debates, and, not incidentally, as a student building a credible literature review.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
8,99,Connecting to Your Project: The Literature Review,"**Organize by theme, not by chapter.** A literature review organized as ""sources related to Chapter 2, sources related to Chapter 3..."" is a summary in disguise. Organize instead around the real open questions your project raises: what's known about retrieval quality in your domain, what's known about evaluation for tasks like yours, what's contested about agent safety at the scale you're proposing.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
8,105,Case Study: How a Wrong Benchmark Claim Spreads,"In the arms race of AI progress, benchmark scores are announced constantly, and press coverage often repeats a headline number (""state of the art on X benchmark"") with far less scrutiny than the number deserves. A recurring pattern in this field: a new model claims a benchmark result, the claim circulates widely in the days after launch, and only weeks later, if at all, does independent evaluation reveal the result depended on test-set contamination (the benchmark's answers were present, even partially, in the model's training data), a narrower evaluation setup than the headline implied, or a comparison against an unfairly weak baseline.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
8,107,Case Study: How a Wrong Benchmark Claim Spreads,"This isn't a story about any one company or model, it's a structural feature of how this field currently publicizes results, and it's exactly the pattern section 8.5 asks you to watch for. The practical lesson for your own work: a striking number in a single announcement is a hypothesis worth checking, not a fact worth citing, until independent sources have had time to weigh in, which is one more reason your Week 8 review should lean on sources that have had that time, not just this month's headline.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
8,117,Further Reading,"- Liang, P., et al. (2022). ""Holistic Evaluation of Language Models (HELM)"" — A model for how a rigorous, multi-dimensional benchmark effort is actually structured, worth reading as much for its methodology as its results.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
9,11,Introduction,"Every capability this book has covered so far, prompting, retrieval, agentic action, fine-tuning, has been about text: text in, text out, even when an agent's *actions* touch the world, its reasoning has stayed linguistic. Multimodal AI breaks that boundary: models that can see images, hear audio, and increasingly generate visual and audio content directly, not by bolting a separate tool onto a text model, but through architectures trained from the start to relate meaning across different kinds of input.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
9,13,Introduction,"This chapter asks a narrower, more useful question than ""how do multimodal models work internally"": given that your project's assistant might need to see a chart, transcribe a recording, or generate a diagram, when does that capability genuinely help your users, and when is it an impressive feature nobody actually needed?",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
9,23,Learning Outcomes,- Recognize the distinct ethical challenges multimodal AI introduces beyond text alone,PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
9,24,Learning Outcomes,"- Decide, for your own project, whether a multimodal extension is genuinely warranted",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
9,30,Key Terminologies and Concepts,"| **Multimodal AI** | AI systems that process or generate more than one type of content: text, images, audio, video | A model that can answer questions about an uploaded photo |",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
9,45,9.1 The Multimodal Landscape,"Human communication was never text-only, we read faces, interpret tone of voice, glance at a chart instead of reading a table of numbers. Multimodal AI is, in that sense, less a novelty than a catching-up: systems that finally handle the kinds of content people actually work with, research papers full of figures, business reports full of charts, meetings that happened out loud, not just in writing.",PENDING,normal,"Dated primary paper, provider documentation/model card, or official legal text"
