chapter,source_line,section,claim,verification,priority,source_needed,phase_0_verification,review_id,classification,verification_date,primary_source,source_keys,current_source_line,current_excerpt,correction,notes,resolution
5,158,The New Attack Surface: Goal Hijacking,"This is not a hypothetical concern reserved for advanced systems. Any agent that reads content from an untrusted source (a webpage, a user-uploaded document, an incoming email) as part of deciding what action to take is exposed to this risk by design, and the exposure scales directly with how much the agent is permitted to do.",ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-264,CURRENT_AND_DURABLE,2026-09-18,,,156,"This is not a hypothetical concern reserved for advanced systems. Any agent that reads content from an untrusted source (a webpage, a user-uploaded document, an incoming email) as part of deciding what action to take is exposed to this risk by design, and the exposure scales directly with how much the agent is permitted to do.",No substantive correction required; retained with the stated scope.,"Author framing, ordinary definition, or design recommendation; no external empirical result asserted.",RESOLVED
5,164,"Designing for Containment, Not Just Correctness","**Sandboxing** limits the blast radius of a mistake by isolating what an agent can touch, code execution in a container with no network access, a test environment instead of production data.",ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-265,CURRENT_AND_DURABLE,2026-09-18,https://arxiv.org/abs/2302.12173 ; https://www.nist.gov/itl/ai-risk-management-framework,indirectinjection;nistrmf,164,"**Sandboxing** limits the blast radius of a mistake by isolating what an agent can touch, code execution in a container with no network access, a test environment instead of production data.",No substantive correction required; retained with the stated scope.,"Retained as a bounded conceptual, historical, or engineering claim. Primary source supports the mechanism or documented example, not universal performance or current product rankings.",RESOLVED
5,166,"Designing for Containment, Not Just Correctness","**Permission scoping** limits which tools and data an agent can reach at all, the least-privilege principle applied to AI action, not just human accounts.",ADJUDICATED,high,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-266,CURRENT_AND_DURABLE,2026-09-18,https://arxiv.org/abs/2302.12173 ; https://www.nist.gov/itl/ai-risk-management-framework,indirectinjection;nistrmf,166,"**Permission scoping** limits which tools and data an agent can reach at all, the least-privilege principle applied to AI action, not just human accounts.",No substantive correction required; retained with the stated scope.,"Retained as a bounded conceptual, historical, or engineering claim. Primary source supports the mechanism or documented example, not universal performance or current product rankings.",RESOLVED
5,170,"Designing for Containment, Not Just Correctness","None of these guarantees safety on their own. Used together, and matched deliberately to how consequential and reversible each action actually is, they're the difference between an agent design you can defend and one you're hoping works.",ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-267,CURRENT_AND_DURABLE,2026-09-18,https://arxiv.org/abs/2302.12173 ; https://www.nist.gov/itl/ai-risk-management-framework,indirectinjection;nistrmf,170,"None of these guarantees safety on their own. Used together, and matched deliberately to how consequential and reversible each action actually is, they're the difference between an agent design you can defend and one you're hoping works.",No substantive correction required; retained with the stated scope.,"Retained as a bounded conceptual, historical, or engineering claim. Primary source supports the mechanism or documented example, not universal performance or current product rankings.",RESOLVED
5,174,"The Alignment Challenge, Amplified","Chapter 12 covers the technical alignment problem in depth, but it's worth naming here in its sharpest form: an agent that's subtly misaligned with what you actually want, one that optimizes for completing the task quickly rather than correctly, say, is far more consequential than a chatbot with the same subtle misalignment, because the agent's misalignment shows up as real actions rather than text you can simply disregard.",ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-268,CURRENT_AND_DURABLE,2026-09-18,,,174,"Chapter 12 covers the technical alignment problem in depth, but it's worth naming here in its sharpest form: an agent that's subtly misaligned with what you actually want, one that optimizes for completing the task quickly rather than correctly, say, is far more consequential than a chatbot with the same subtle misalignment, because the agent's misalignment shows up as real actions rather than text you can simply disregard.",No substantive correction required; retained with the stated scope.,"Author framing, ordinary definition, or design recommendation; no external empirical result asserted.",RESOLVED
5,180,5.7 The Practical Reality,"It's worth being honest about where agent technology actually stands, separate from how it's often marketed. Agents perform reliably today on tasks that are well-scoped, have a small number of tools, and involve actions that are either low-stakes or easily reversible: looking things up, drafting content for human review, executing well-defined multi-step workflows in a narrow domain. They perform far less reliably on open-ended, long-horizon tasks requiring many correct decisions in a row, on tasks where a single tool-selection mistake compounds into a badly wrong outcome, and on tasks where ""success"" is genuinely ambiguous rather than checkable.",ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-269,REMOVE_OR_GENERALIZE,2026-09-18,,,180,"It's worth being honest about where agent technology actually stands, separate from how it's often marketed. Reliability must be measured on the intended tasks; well-scoped workflows are more tractable to evaluate than open-ended ones. Candidate tasks include those that are well-scoped, have a small number of tools, and involve actions that are either low-stakes or easily reversible: looking things up, drafting content for human review, executing well-defined multi-step workflows in a narrow domain. They perform far less reliably on open-ended, long-horizon tasks requiring many correct decisions in a row, on tasks where a single tool-selection mistake compounds into a badly wrong outcome, and on tasks where ""success"" is genuinely ambiguous rather than checkable.","It's worth being honest about where agent technology actually stands, separate from how it's often marketed. Reliability must be measured on the intended tasks; well-scoped workflows are more tractable to evaluate than open-ended ones. Candidate tasks include those that are well-scoped, have a small number of tools, and involve actions that are either low-stakes or easily reversible: looking things up, drafting content for human review, executing well-defined multi-step workflows in a narrow domain. They perform far less reliably on open-ended, long-horizon tasks requiring many correct decisions in a row, on tasks where a single tool-selection mistake compounds into a badly wrong outcome, and on tasks where ""success"" is genuinely ambiguous rather than checkable.",Original wording corrected or qualified in the manuscript; see the exact replacement and linked primary evidence. Unverified current reliability,RESOLVED
5,182,5.7 The Practical Reality,"The gap between demo and production is real and it matters for your design choices this week: a compelling demo often works because it was run a handful of times by someone who knew what to expect. A production agent runs thousands of times against messy, unexpected real-world input, which is exactly where narrow scoping, legible failure, and human checkpoints earn their keep.",ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-270,CURRENT_AND_DURABLE,2026-09-18,,,182,"The gap between demo and production is real and it matters for your design choices in this chapter: a compelling demo often works because it was run a handful of times by someone who knew what to expect. A production agent runs thousands of times against messy, unexpected real-world input, which is exactly where narrow scoping, legible failure, and human checkpoints earn their keep.",No substantive correction required; retained with the stated scope.,"Author framing, ordinary definition, or design recommendation; no external empirical result asserted.",RESOLVED
5,188,5.8 Hands-On Exploration: Designing Your Agent's Boundaries,"You don't need to implement a working agent to build real intuition here, you need to think through one carefully.",ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-271,CURRENT_AND_DURABLE,2026-09-18,,,188,"You don't need to implement a working agent to build real intuition here, you need to think through one carefully.",No substantive correction required; retained with the stated scope.,"Author framing, ordinary definition, or design recommendation; no external empirical result asserted.",RESOLVED
5,192,5.8 Hands-On Exploration: Designing Your Agent's Boundaries,"**Walk it through the human-in-the-loop spectrum** from section 5.1. Where does this specific action belong, fully manual, suggest-and-confirm, act-and-notify, or fully autonomous? Argue for your placement using the cost-asymmetry idea from section 5.1: what's the actual cost if this action happens incorrectly, and is it reversible?",ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-272,CURRENT_AND_DURABLE,2026-09-18,,,192,"**Walk it through the human-in-the-loop spectrum** from @sec-5-1. Where does this specific action belong, fully manual, suggest-and-confirm, act-and-notify, or fully autonomous? Argue for your placement using the cost-asymmetry idea from @sec-5-1: what's the actual cost if this action happens incorrectly, and is it reversible?",No substantive correction required; retained with the stated scope.,"Author framing, ordinary definition, or design recommendation; no external empirical result asserted.",RESOLVED
5,196,5.8 Hands-On Exploration: Designing Your Agent's Boundaries,"**Identify one way this could go wrong**, using the goal-hijacking lens from section 5.6. If this agent ever processes input from an untrusted source on the way to deciding what action to take, what's the worst plausible outcome, and what would stop it?",ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-273,CURRENT_AND_DURABLE,2026-09-18,,,196,"**Identify one way this could go wrong**, using the goal-hijacking lens from @sec-5-6. If this agent ever processes input from an untrusted source on the way to deciding what action to take, what's the worst plausible outcome, and what would stop it?",No substantive correction required; retained with the stated scope.,"Author framing, ordinary definition, or design recommendation; no external empirical result asserted.",RESOLVED
5,204,Case Study: Klarna's AI Customer Service Agent,"In 2024, the fintech company Klarna deployed an AI assistant to handle customer service, and it's a genuinely useful case study precisely because it's real, deployed at scale, and public about its results rather than a research demo. The assistant handled a substantial share of Klarna's customer service chats, work equivalent to a large number of full-time human agents, and was reported to resolve issues faster than the human-staffed process it partly replaced, while also reducing repeat contacts, a sign the resolutions were actually sticking, not just closing tickets quickly.",ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-274,REMOVE_OR_GENERALIZE,2026-09-18,https://www.prnewswire.com/news-releases/klarna-ai-assistant-handles-two-thirds-of-customer-service-chats-in-its-first-month-302072744.html,klarna,204,"In a 27 February 2024 company announcement, Klarna reported 2.3 million conversations in its assistant's first month, representing two-thirds of its customer-service chats. It also reported faster resolution and fewer repeat inquiries. These are dated, self-reported operational claims, not an independent causal evaluation or a description of the company's current staffing or service quality. [@klarna]","In a 27 February 2024 company announcement, Klarna reported 2.3 million conversations in its assistant's first month, representing two-thirds of its customer-service chats. It also reported faster resolution and fewer repeat inquiries. These are dated, self-reported operational claims, not an independent causal evaluation or a description of the company's current staffing or service quality. [@klarna]",Original wording corrected or qualified in the manuscript; see the exact replacement and linked primary evidence. Unqualified marketing claims,RESOLVED
5,206,Case Study: Klarna's AI Customer Service Agent,"What makes this a good agent case study, rather than just a chatbot one, is that it didn't simply answer questions, it took actions within defined boundaries: processing refunds, handling returns, adjusting orders, the kind of consequential, real-world actions this chapter has centered on throughout. Klarna scoped those actions carefully rather than giving the assistant unrestricted account access, the narrow-tool-design principle from section 5.4 at production scale.",ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-275,REMOVE_OR_GENERALIZE,2026-09-18,https://www.prnewswire.com/news-releases/klarna-ai-assistant-handles-two-thirds-of-customer-service-chats-in-its-first-month-302072744.html,klarna,206,"The announcement describes support for tasks including refunds and returns, making it relevant to tool-enabled service workflows. It does not establish the internal permission architecture, the autonomy of every transaction, or the degree of human involvement. Narrow tools and approval controls are this chapter's design recommendations, not verified facts about Klarna's implementation. [@klarna]","The announcement describes support for tasks including refunds and returns, making it relevant to tool-enabled service workflows. It does not establish the internal permission architecture, the autonomy of every transaction, or the degree of human involvement. Narrow tools and approval controls are this chapter's design recommendations, not verified facts about Klarna's implementation. [@klarna]",Original wording corrected or qualified in the manuscript; see the exact replacement and linked primary evidence. ,RESOLVED
5,208,Case Study: Klarna's AI Customer Service Agent,"The instructive part for your own design work isn't the specific efficiency numbers, those will be dated by the time you read this. It's the shape of the deployment: a narrow, well-defined, high-volume task; clearly scoped actions rather than open-ended autonomy; and a domain (customer service refunds and returns) where mistakes are costly but bounded and recoverable, exactly the profile section 5.1 argues is where agents are strongest today.",ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-276,CURRENT_AND_DURABLE,2026-09-18,https://www.prnewswire.com/news-releases/klarna-ai-assistant-handles-two-thirds-of-customer-service-chats-in-its-first-month-302072744.html,klarna,208,"The instructive part for your own design work isn't the specific efficiency numbers, those will be dated by the time you read this. It's the shape of the deployment: a narrow, well-defined, high-volume task; clearly scoped actions rather than open-ended autonomy; and a domain (customer service refunds and returns) where mistakes are costly but bounded and recoverable, exactly the profile @sec-5-1 argues is where agents are strongest today.",No substantive correction required; retained with the stated scope.,"Retained as a bounded conceptual, historical, or engineering claim. Primary source supports the mechanism or documented example, not universal performance or current product rankings.",RESOLVED
5,212,Discussion Questions,"1. At what point does an AI agent's autonomy require mandatory human oversight? Who should get to make that call, the engineering team, the company's leadership, a regulator?",ADJUDICATED,high,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-277,ILLUSTRATIVE_ONLY,2026-09-18,,,212,"1. At what point does an AI agent's autonomy require mandatory human oversight? Who should get to make that call, the engineering team, the company's leadership, a regulator?",No substantive correction required; retained with the stated scope.,"Teaching objective, exercise, analogy, or explicitly fictional scenario; not evidence of measured model or company performance.",RESOLVED
5,213,Discussion Questions,"2. If an agent causes harm through a sequence of individually reasonable-looking actions, none of which was obviously wrong on its own, who is responsible: the developer who built the agent, the company that deployed it, or the user who approved its actions?",ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-278,ILLUSTRATIVE_ONLY,2026-09-18,,,213,"2. If an agent causes harm through a sequence of individually reasonable-looking actions, none of which was obviously wrong on its own, who is responsible: the developer who built the agent, the company that deployed it, or the user who approved its actions?",No substantive correction required; retained with the stated scope.,"Teaching objective, exercise, analogy, or explicitly fictional scenario; not evidence of measured model or company performance.",RESOLVED
5,214,Discussion Questions,"3. Klarna's deployment succeeded in a domain with clear, checkable outcomes (was the refund processed correctly?). What features of a domain make it a poor fit for early agent deployment, even if the underlying model is highly capable?",ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-279,ILLUSTRATIVE_ONLY,2026-09-18,,,214,"3. Klarna reported results in a domain with some checkable outcomes (was the refund processed correctly?). What features of a domain make it a poor fit for early agent deployment, even if the underlying model is highly capable?","3. Klarna reported results in a domain with some checkable outcomes (was the refund processed correctly?). What features of a domain make it a poor fit for early agent deployment, even if the underlying model is highly capable?","Teaching objective, exercise, analogy, or explicitly fictional scenario; not evidence of measured model or company performance.",RESOLVED
5,219,Further Reading,"- Park, J. S., et al. (2023). ""Generative Agents: Interactive Simulacra of Human Behavior"" — A widely cited exploration of what emerges when multiple agents interact over time, relevant background for section 5.5.",ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-280,REMOVE_OR_GENERALIZE,2026-09-18,https://arxiv.org/abs/2210.03629 ; https://arxiv.org/abs/2304.03442 ; https://arxiv.org/abs/2303.11366,react;generativeagents;reflexion,218,"- *ReAct: Synergizing Reasoning and Acting in Language Models* (2022). Read the original source for its methods, assumptions, and limits; the bibliography identifies the verified version. [@react]
- *Generative Agents: Interactive Simulacra of Human Behavior* (2023). Read the original source for its methods, assumptions, and limits; the bibliography identifies the verified version. [@generativeagents]
- *Reflexion: Language Agents with Verbal Reinforcement Learning* (2023). Read the original source for its methods, assumptions, and limits; the bibliography identifies the verified version. [@reflexion]","- *ReAct: Synergizing Reasoning and Acting in Language Models* (2022). Read the original source for its methods, assumptions, and limits; the bibliography identifies the verified version. [@react]
- *Generative Agents: Interactive Simulacra of Human Behavior* (2023). Read the original source for its methods, assumptions, and limits; the bibliography identifies the verified version. [@generativeagents]
- *Reflexion: Language Agents with Verbal Reinforcement Learning* (2023). Read the original source for its methods, assumptions, and limits; the bibliography identifies the verified version. [@reflexion]",Original wording corrected or qualified in the manuscript; see the exact replacement and linked primary evidence. ,RESOLVED
5,220,Further Reading,"- Shinn, N., et al. (2023). ""Reflexion: Language Agents with Verbal Reinforcement Learning"" — The paper behind the self-correction pattern in section 5.3.",ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-281,REMOVE_OR_GENERALIZE,2026-09-18,https://arxiv.org/abs/2210.03629 ; https://arxiv.org/abs/2304.03442 ; https://arxiv.org/abs/2303.11366,react;generativeagents;reflexion,218,"- *ReAct: Synergizing Reasoning and Acting in Language Models* (2022). Read the original source for its methods, assumptions, and limits; the bibliography identifies the verified version. [@react]
- *Generative Agents: Interactive Simulacra of Human Behavior* (2023). Read the original source for its methods, assumptions, and limits; the bibliography identifies the verified version. [@generativeagents]
- *Reflexion: Language Agents with Verbal Reinforcement Learning* (2023). Read the original source for its methods, assumptions, and limits; the bibliography identifies the verified version. [@reflexion]","- *ReAct: Synergizing Reasoning and Acting in Language Models* (2022). Read the original source for its methods, assumptions, and limits; the bibliography identifies the verified version. [@react]
- *Generative Agents: Interactive Simulacra of Human Behavior* (2023). Read the original source for its methods, assumptions, and limits; the bibliography identifies the verified version. [@generativeagents]
- *Reflexion: Language Agents with Verbal Reinforcement Learning* (2023). Read the original source for its methods, assumptions, and limits; the bibliography identifies the verified version. [@reflexion]",Original wording corrected or qualified in the manuscript; see the exact replacement and linked primary evidence. ,RESOLVED
5,229,Key Takeaways,"- Tool use works through a simple loop, the model requests, the application executes, underneath every more sophisticated agent architecture.",ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-282,CURRENT_AND_DURABLE,2026-09-18,,,229,"- Tool use works through a simple loop, the model requests, the application executes, underneath every more sophisticated agent architecture.",No substantive correction required; retained with the stated scope.,"Author framing, ordinary definition, or design recommendation; no external empirical result asserted.",RESOLVED
5,237,Practice,"- For an agent you use or have heard of (a coding assistant, a customer-service bot, a scheduling tool), place its main capability on the human-in-the-loop spectrum from section 5.1. Does the placement match how costly and reversible its actions actually are?",ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-283,ILLUSTRATIVE_ONLY,2026-09-18,,,237,"- For an agent you use or have heard of (a coding assistant, a customer-service bot, a scheduling tool), place its main capability on the human-in-the-loop spectrum from @sec-5-1. Does the placement match how costly and reversible its actions actually are?",No substantive correction required; retained with the stated scope.,"Teaching objective, exercise, analogy, or explicitly fictional scenario; not evidence of measured model or company performance.",RESOLVED
5,238,Practice,"- In two or three sentences, explain to someone with no technical background why an AI agent that can send emails is a fundamentally different kind of risk than an AI chatbot that can only answer questions.",ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-284,ILLUSTRATIVE_ONLY,2026-09-18,,,238,"- In two or three sentences, explain to someone with no technical background why an AI agent that can send emails is a fundamentally different kind of risk than an AI chatbot that can only answer questions.",No substantive correction required; retained with the stated scope.,"Teaching objective, exercise, analogy, or explicitly fictional scenario; not evidence of measured model or company performance.",RESOLVED
5,242,Project Milestone: Agent Capability Plan,"This week, add an **Agent Capability Plan** to your project portfolio:",ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-285,ILLUSTRATIVE_ONLY,2026-09-18,,,242,"In this chapter, add an **Agent Capability Plan** to your project portfolio:",No substantive correction required; retained with the stated scope.,"Teaching objective, exercise, analogy, or explicitly fictional scenario; not evidence of measured model or company performance.",RESOLVED
5,245,Project Milestone: Agent Capability Plan,"2. **Human-in-the-loop placement**: Where it sits on the spectrum, and your reasoning, grounded explicitly in cost and reversibility.",ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-286,ILLUSTRATIVE_ONLY,2026-09-18,,,245,"2. **Human-in-the-loop placement**: Where it sits on the spectrum, and your reasoning, grounded explicitly in cost and reversibility.",No substantive correction required; retained with the stated scope.,"Teaching objective, exercise, analogy, or explicitly fictional scenario; not evidence of measured model or company performance.",RESOLVED
6,19,Learning Outcomes,- Explain why retrieval augmentation addresses core LLM limitations that fine-tuning and prompting alone cannot,ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-287,ILLUSTRATIVE_ONLY,2026-09-18,,,15,- Explain why retrieval augmentation addresses core LLM limitations that fine-tuning and prompting alone cannot,No substantive correction required; retained with the stated scope.,"Teaching objective, exercise, analogy, or explicitly fictional scenario; not evidence of measured model or company performance.",RESOLVED
6,59,The Two-Stage Architecture,"The benefits follow directly from this structure: **accuracy** grounded in specific, checkable sources rather than parametric memory; **currency**, since updating the knowledge base is far cheaper than retraining a model; **transparency**, because a cited source lets a user verify a claim themselves; and **cost-effectiveness**, since domain knowledge lives in a document store you can update at any time, not in model weights you'd need to retrain.",ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-288,CURRENT_AND_DURABLE,2026-09-18,,,57,"The benefits follow directly from this structure: **accuracy** grounded in specific, checkable sources rather than parametric memory; **currency**, since updating the knowledge base is far cheaper than retraining a model; **transparency**, because a cited source lets a user verify a claim themselves; and **cost-effectiveness**, since domain knowledge lives in a document store you can update at any time, not in model weights you'd need to retrain.",No substantive correction required; retained with the stated scope.,"Author framing, ordinary definition, or design recommendation; no external empirical result asserted.",RESOLVED
6,71,Choosing a Vector Database,"Vector databases exist on a spectrum from fully managed cloud services (simpler to operate, less control) to self-hosted libraries and databases (more control, more operational burden). The right choice depends on the same four factors that mattered for model selection in Chapter 2: **scale** (how many documents, how much query volume), **performance** (latency and accuracy requirements), **features** (does your use case need metadata filtering, hybrid search, real-time updates), and **cost and integration** (pricing model and fit with your existing stack).",ADJUDICATED,high,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-289,CURRENT_AND_DURABLE,2026-09-18,,,69,"Vector databases exist on a spectrum from fully managed cloud services (simpler to operate, less control) to self-hosted libraries and databases (more control, more operational burden). The right choice depends on the same four factors that mattered for model selection in Chapter 2: **scale** (how many documents, how much query volume), **performance** (latency and accuracy requirements), **features** (does your use case need metadata filtering, hybrid search, real-time updates), and **cost and integration** (pricing model and fit with your existing stack).",No substantive correction required; retained with the stated scope.,"Author framing, ordinary definition, or design recommendation; no external empirical result asserted.",RESOLVED
6,81,The Chunking Decision,"Chunking, how you split a long document into retrievable pieces, is one of the highest-leverage and most underrated design decisions in a RAG system. **Fixed-size chunking** (split every N tokens) is simple and predictable but can carve a sentence, or an idea, in half. **Semantic chunking** splits on natural boundaries, sentences, paragraphs, sections, preserving meaning at the cost of more complex implementation. **Overlapping chunks**, typically 10–20% overlap between adjacent pieces, help ensure information near a chunk boundary isn't lost entirely. **Hierarchical chunking** indexes a document at multiple levels at once, document, section, paragraph, letting retrieval choose the right granularity for a given query.",ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-290,CURRENT_AND_DURABLE,2026-09-18,,,79,"Chunking, how you split a long document into retrievable pieces, is one of the highest-leverage and most underrated design decisions in a RAG system. **Fixed-size chunking** (split every N tokens) is simple and predictable but can carve a sentence, or an idea, in half. **Semantic chunking** splits on natural boundaries, sentences, paragraphs, sections, preserving meaning at the cost of more complex implementation. **Overlapping chunks**, for example 10–20% overlap as an illustrative starting experiment, not a default requirement, between adjacent pieces, help ensure information near a chunk boundary isn't lost entirely. **Hierarchical chunking** indexes a document at multiple levels at once, document, section, paragraph, letting retrieval choose the right granularity for a given query.",No substantive correction required; retained with the stated scope.,"Author framing, ordinary definition, or design recommendation; no external empirical result asserted.",RESOLVED
7,9,Introduction,"Prompt engineering and RAG, the last two chapters, can take you remarkably far. But both have real limits: a prompt can only shape behavior the model is already capable of, and RAG can only supply facts, not a genuinely different writing style, a consistent specialized format, or fluency in a narrow technical vocabulary the base model barely saw during training. When you hit that ceiling, fine-tuning, continuing a pre-trained model's training on your own data, becomes the tool worth considering.",ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-291,REMOVE_OR_GENERALIZE,2026-09-18,,,5,"Prompt engineering and RAG, the last two chapters, can take you remarkably far. But both have real limits: a prompt can only shape behavior the model is already capable of, and retrieval can supply examples, terminology, and style guidance as well as facts, although context alone may not achieve the desired consistency. When you hit that ceiling, fine-tuning, continuing a pre-trained model's training on your own data, becomes the tool worth considering.","Prompt engineering and RAG, the last two chapters, can take you remarkably far. But both have real limits: a prompt can only shape behavior the model is already capable of, and retrieval can supply examples, terminology, and style guidance as well as facts, although context alone may not achieve the desired consistency. When you hit that ceiling, fine-tuning, continuing a pre-trained model's training on your own data, becomes the tool worth considering.",Original wording corrected or qualified in the manuscript; see the exact replacement and linked primary evidence. False RAG versus adaptation boundary,RESOLVED
7,11,Introduction,"Fine-tuning is powerful and genuinely complex, and it's also the customization approach most often reached for prematurely. This chapter is built around a decision framework first and an implementation overview second, because the most common fine-tuning mistake isn't a bad training run, it's fine-tuning when a better prompt or a RAG system would have solved the problem for a fraction of the cost and complexity.",ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-292,REMOVE_OR_GENERALIZE,2026-09-18,https://arxiv.org/abs/2106.09685,lora,7,"Fine-tuning adds training, data, evaluation, and maintenance work. This chapter therefore begins with a decision framework: diagnose the unmet requirement, compare available approaches, and invest in adaptation only when the evidence justifies its cost.","Fine-tuning adds training, data, evaluation, and maintenance work. This chapter therefore begins with a decision framework: diagnose the unmet requirement, compare available approaches, and invest in adaptation only when the evidence justifies its cost.",Original wording corrected or qualified in the manuscript; see the exact replacement and linked primary evidence. Remove unsupported most-common-failure prevalence claim.,RESOLVED
7,17,Learning Outcomes,"- Determine when fine-tuning is the right approach, and when it isn't, relative to prompting and RAG",ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-293,ILLUSTRATIVE_ONLY,2026-09-18,,,13,"- Determine when fine-tuning is the right approach, and when it isn't, relative to prompting and RAG",No substantive correction required; retained with the stated scope.,"Teaching objective, exercise, analogy, or explicitly fictional scenario; not evidence of measured model or company performance.",RESOLVED
7,18,Learning Outcomes,- Explain the difference between full fine-tuning and parameter-efficient approaches like LoRA and QLoRA,ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-294,ILLUSTRATIVE_ONLY,2026-09-18,,,14,- Explain the difference between full fine-tuning and parameter-efficient approaches like LoRA and QLoRA,No substantive correction required; retained with the stated scope.,"Teaching objective, exercise, analogy, or explicitly fictional scenario; not evidence of measured model or company performance.",RESOLVED
7,19,Learning Outcomes,- Describe what a high-quality fine-tuning dataset actually requires,ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-295,ILLUSTRATIVE_ONLY,2026-09-18,,,15,- Describe what a high-quality fine-tuning dataset actually requires,No substantive correction required; retained with the stated scope.,"Teaching objective, exercise, analogy, or explicitly fictional scenario; not evidence of measured model or company performance.",RESOLVED
7,20,Learning Outcomes,"- Outline the fine-tuning process at a conceptual level, including the levers that most affect outcomes",ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-296,ILLUSTRATIVE_ONLY,2026-09-18,,,16,"- Outline the fine-tuning process at a conceptual level, including the levers that most affect outcomes",No substantive correction required; retained with the stated scope.,"Teaching objective, exercise, analogy, or explicitly fictional scenario; not evidence of measured model or company performance.",RESOLVED
7,21,Learning Outcomes,- Evaluate a fine-tuned model's performance using appropriate automated and human methods,ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-297,ILLUSTRATIVE_ONLY,2026-09-18,,,17,- Evaluate a fine-tuned model's performance using appropriate automated and human methods,No substantive correction required; retained with the stated scope.,"Teaching objective, exercise, analogy, or explicitly fictional scenario; not evidence of measured model or company performance.",RESOLVED
7,22,Learning Outcomes,"- Navigate the trade-offs of customization, including cost, risk, and maintenance burden",ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-298,ILLUSTRATIVE_ONLY,2026-09-18,,,18,"- Navigate the trade-offs of customization, including cost, risk, and maintenance burden",No substantive correction required; retained with the stated scope.,"Teaching objective, exercise, analogy, or explicitly fictional scenario; not evidence of measured model or company performance.",RESOLVED
7,28,Key Terminologies and Concepts,"| **Fine-tuning** | Continuing a pre-trained model's training on a smaller, targeted dataset to specialize its behavior | Training a general model on legal documents to write in precise legal style |",ADJUDICATED,normal,"Dated primary paper, provider documentation/model card, or official legal text",PENDING,FRESHNESS-299,CURRENT_AND_DURABLE,2026-09-18,https://arxiv.org/abs/2106.09685 ; https://arxiv.org/abs/2305.14314,lora;qlora,24,"| **Fine-tuning** | Continuing a pre-trained model's training on a smaller, targeted dataset to specialize its behavior | Training a general model on legal documents to write in precise legal style |",No substantive correction required; retained with the stated scope.,"Retained as a bounded conceptual, historical, or engineering claim. Primary source supports the mechanism or documented example, not universal performance or current product rankings.",RESOLVED
