chapter,section,source_line,severity,original_claim_or_example,issue,evidence,correction,status
7,When to Fine-tune: A Decision Framework {#sec-7-1},51,MEDIUM,"Notice that this is a genuine escalation path, not three equally weighted options. Reaching for fine-tuning before ruling out the cheaper approaches is the single most common way teams waste both money and time on customization.",Qualify an unsupported universal claim and align with the technical discussion.,https://arxiv.org/abs/2005.11401 ; https://arxiv.org/abs/2106.09685,"Treat this as a cost-conscious decision framework, not a mandatory sequence. Prompting, retrieval, and fine-tuning can be combined, and their value depends on the diagnosed failure and measured alternatives.",RESOLVED
7,Types of Fine-tuning Approaches {#sec-7-2},59,MEDIUM,"For nearly all practical purposes today, PEFT approaches, LoRA and QLoRA especially, are the sensible default; full fine-tuning is reserved for cases with substantial resources and a genuine need for maximum adaptation.",Remove unsupported prevalence/default claim.,https://arxiv.org/abs/2106.09685 ; https://arxiv.org/abs/2305.14314,"PEFT is worth evaluating when adaptation memory or storage is constrained. Full fine-tuning remains an option when the task, resources, and empirical comparisons justify updating the whole model; neither method is a universal default. [@lora; @qlora]",RESOLVED
12,Key Takeaways,123,MEDIUM,"- RLHF and Constitutional AI are the two dominant approaches to shaping model behavior after pre-training, both substantially reduce, but don't eliminate, misaligned behavior.",Qualify an unsupported universal claim and align with the technical discussion.,https://arxiv.org/abs/2203.02155 ; https://arxiv.org/abs/2212.08073 ; https://arxiv.org/abs/2305.18290,"- Post-training includes supervised tuning, RLHF, Constitutional AI, and direct preference optimization; measured improvements do not establish universal alignment. [@rlhf; @constitutional; @dpo]",RESOLVED
15,Key Takeaways,138,MEDIUM,"- Production architecture, microservices, gradual deployment strategies, and layered monitoring, is what separates a system that works in a demo from one that holds up under real, unpredictable use.",Qualify an unsupported universal claim and align with the technical discussion.,https://store.pragprog.com/titles/mnee2/release-it-second-edition/ ; https://martin.kleppmann.com/2017/03/27/designing-data-intensive-applications.html,"- Production needs measured reliability, deployment controls, and monitoring; a modular monolith or microservices can support these goals.",RESOLVED
1,Further Reading,345,LOW,"- Marcus, G. (2022). ""Deep Learning Is Hitting a Wall."" — A skeptical counterpoint to scaling-law optimism, useful for calibrating your own view of the field's trajectory.","Verify Further Reading metadata, source identity, and annotation.",https://nautil.us/deep-learning-is-hitting-a-wall-238440/,"- *Deep Learning Is Hitting a Wall* (2022). A signed critical essay; treat its arguments as a perspective, not experimental evidence. [@marcus]",RESOLVED
1,Further Reading,344,LOW,"- Vaswani, A., et al. (2017). ""Attention Is All You Need."" — The original Transformer paper; dense but worth attempting once you've finished this chapter.","Verify Further Reading metadata, source identity, and annotation.",https://arxiv.org/abs/1706.03762,"- *Attention Is All You Need* (2017). Read the original source for its methods, assumptions, and limits; the bibliography identifies the verified version. [@vaswani2017attention]",RESOLVED
1,Further Reading,343,LOW,"- Bender, E. M., Gebru, T., McMillan-Major, A., & Shmitchell, S. (2021). ""On the Dangers of Stochastic Parrots: Can Language Models Be Too Big?"" — A foundational critique of scale-first LLM development, still essential context for the debates in this book.","Verify Further Reading metadata, source identity, and annotation.",https://doi.org/10.1145/3442188.3445922,"- *On the Dangers of Stochastic Parrots: Can Language Models Be Too Big?* (2021). Read the original source for its methods, assumptions, and limits; the bibliography identifies the verified version. [@stochastic]",RESOLVED
2,Ethics and Safety,855,LOW,"10. **Anthropic's Constitutional AI Paper**

    -   Approaches to aligning AI systems with human values.","Verify Further Reading metadata, source identity, and annotation.",https://arxiv.org/abs/2212.08073,"- *Constitutional AI: Harmlessness from AI Feedback* (2022). Read the original source for its methods, assumptions, and limits; the bibliography identifies the verified version. [@constitutional]",RESOLVED
2,Ethics and Safety,851,LOW,"9.  **Bender, E. M., et al. (2021). ""On the Dangers of Stochastic Parrots""**

    -   Critical perspective on environmental and social costs of large models.","Verify Further Reading metadata, source identity, and annotation.",https://doi.org/10.1145/3442188.3445922,"- *On the Dangers of Stochastic Parrots: Can Language Models Be Too Big?* (2021). Read the original source for its methods, assumptions, and limits; the bibliography identifies the verified version. [@stochastic]",RESOLVED
2,Practical Optimization,846,LOW,"8.  **vLLM and LLM Inference Optimization Guides**
    -   Advanced techniques for production deployment.","Verify Further Reading metadata, source identity, and annotation.",https://arxiv.org/abs/2309.06180,- *Efficient Memory Management for Large Language Model Serving with PagedAttention* (2023). The original PagedAttention serving study; results are configuration-specific. [@vllm],RESOLVED
2,Industry Perspectives,840,LOW,"7.  **Google's ""PaLM: Scaling Language Modeling with Pathways""**

    -   Alternative approaches to training very large models.","Verify Further Reading metadata, source identity, and annotation.",https://arxiv.org/abs/2204.02311,"- *PaLM: Scaling Language Modeling with Pathways* (2022). Read the original source for its methods, assumptions, and limits; the bibliography identifies the verified version. [@palm]",RESOLVED
2,Industry Perspectives,836,LOW,"6.  **OpenAI's ""GPT-4 Technical Report""**

    -   Insights into training and capabilities of frontier models.","Verify Further Reading metadata, source identity, and annotation.",https://arxiv.org/abs/2303.08774,- *GPT-4 Technical Report* (2023). The 2023 report does not disclose parameter count or a complete training recipe. [@gpt4],RESOLVED
2,Technical Resources,830,LOW,"5.  **Anthropic's ""Model Card and Evaluations for Claude Models""**

    -   Detailed technical specifications and performance benchmarks.","Verify Further Reading metadata, source identity, and annotation.",https://www.anthropic.com/news/claude-3-family,"- *Introducing the next generation of Claude* (2024). A dated March 2024 company launch and evaluation account, replacing the ambiguous model-card title. [@claude3]",RESOLVED
2,Technical Resources,826,LOW,"4.  **Hugging Face Transformers Documentation**

    -   Practical guide to working with transformer models in production.","Verify Further Reading metadata, source identity, and annotation.",https://huggingface.co/docs/transformers/index,"- *Transformers documentation* (n.d.). Read the original source for its methods, assumptions, and limits; the bibliography identifies the verified version. [@transformersdocs]",RESOLVED
2,Academic Papers,820,LOW,"3.  **Wei, J., et al. (2022). ""Emergent Abilities of Large Language Models""**

    -   Fascinating exploration of capabilities that appear only at certain model scales.","Verify Further Reading metadata, source identity, and annotation.",https://arxiv.org/abs/2206.07682,- *Emergent Abilities of Large Language Models* (2022). Read alongside the measurement critique cited in the chapter; reported thresholds are not universal. [@emergence],RESOLVED
2,Academic Papers,816,LOW,"2.  **Brown, T., et al. (2020). ""Language Models are Few-Shot Learners"" (GPT-3 paper)**

    -   Introduces the scaling hypothesis and demonstrates emergent capabilities.","Verify Further Reading metadata, source identity, and annotation.",https://arxiv.org/abs/2005.14165,- *Language Models are Few-Shot Learners* (2020). The 2020 report evaluates in-context learning; prompt examples do not update model weights. [@gpt3],RESOLVED
2,Academic Papers,812,LOW,"1.  **Vaswani, A., et al. (2017). ""Attention Is All You Need""**

    -   The original transformer paper. Dense but foundational. Read at least the introduction and conclusion to understand the motivation.","Verify Further Reading metadata, source identity, and annotation.",https://arxiv.org/abs/1706.03762,"- *Attention Is All You Need* (2017). Read the original source for its methods, assumptions, and limits; the bibliography identifies the verified version. [@vaswani2017attention]",RESOLVED
3,Research Tools,1985,LOW,"10. **Prompt Engineering Tools and Resources**
    -   PromptBase: Community prompt library
    -   LangChain: Framework for prompt chaining and templates
    -   Guardrails AI: Framework for output validation","Verify Further Reading metadata, source identity, and annotation.",https://arxiv.org/abs/2203.11171,- *Self-Consistency Improves Chain of Thought Reasoning in Language Models* (2022). A concrete research study replaces the unverified tools directory; gains depend on task and sampling. [@selfconsistency],RESOLVED
3,Advanced Techniques,1979,LOW,"9.  **Zhou, Y., et al. (2023). ""Large Language Models Are Human-Level Prompt Engineers""**

    -   Automated prompt optimization techniques.","Verify Further Reading metadata, source identity, and annotation.",https://arxiv.org/abs/2211.01910,- *Large Language Models Are Human-Level Prompt Engineers* (2022). The verified 2022 arXiv version of the automated prompt-engineering paper. [@ape],RESOLVED
3,Advanced Techniques,1975,LOW,"8.  **White, J., et al. (2023). ""A Prompt Pattern Catalog to Enhance Prompt Engineering""**

    -   Comprehensive catalog of reusable prompt patterns.","Verify Further Reading metadata, source identity, and annotation.",https://arxiv.org/abs/2302.11382,"- *A Prompt Pattern Catalog to Enhance Prompt Engineering with ChatGPT* (2023). Read the original source for its methods, assumptions, and limits; the bibliography identifies the verified version. [@promptpatterns]",RESOLVED
3,Practical Guides,1968,LOW,"7.  **Anthropic Prompt Engineering Guide**

    -   Claude-specific techniques and best practices.
    -   [docs.anthropic.com/claude/docs/prompt-engineering](https://docs.anthropic.com/claude/docs/prompt-engineering)","Verify Further Reading metadata, source identity, and annotation.",https://docs.anthropic.com/en/docs/build-with-claude/prompt-engineering/overview,"- *Prompt engineering overview* (n.d.). Read the original source for its methods, assumptions, and limits; the bibliography identifies the verified version. [@anthropicprompt]",RESOLVED
3,Practical Guides,1963,LOW,"6.  **OpenAI Prompt Engineering Guide**

    -   Official best practices from OpenAI, regularly updated.
    -   [platform.openai.com/docs/guides/prompt-engineering](https://platform.openai.com/docs/guides/prompt-engineering)","Verify Further Reading metadata, source identity, and annotation.",https://developers.openai.com/api/docs/guides/prompt-engineering,"- *Prompt engineering* (n.d.). Read the original source for its methods, assumptions, and limits; the bibliography identifies the verified version. [@openaiprompt]",RESOLVED
3,Security and Safety,1957,LOW,"5.  **Greshake, K., et al. (2023). ""Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection""**

    -   Real-world examples of prompt injection attacks and defenses.","Verify Further Reading metadata, source identity, and annotation.",https://arxiv.org/abs/2302.12173,"- *Not what you've signed up for: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection* (2023). Read the original source for its methods, assumptions, and limits; the bibliography identifies the verified version. [@indirectinjection]",RESOLVED
3,Security and Safety,1953,LOW,"4.  **Perez, E., et al. (2022). ""Red Teaming Language Models with Language Models""**

    -   Comprehensive exploration of prompt injection and other vulnerabilities.","Verify Further Reading metadata, source identity, and annotation.",https://arxiv.org/abs/2202.03286,"- *Red Teaming Language Models with Language Models* (2022). Studies model-assisted red teaming, not a comprehensive prompt-injection defense. [@redteam]",RESOLVED
3,Foundational Papers,1947,LOW,"3.  **Kojima, T., et al. (2022). ""Large Language Models are Zero-Shot Reasoners""**

    -   Discovered the ""Let's think step by step"" phenomenon.","Verify Further Reading metadata, source identity, and annotation.",https://arxiv.org/abs/2205.11916,"- *Large Language Models are Zero-Shot Reasoners* (2022). Read the original source for its methods, assumptions, and limits; the bibliography identifies the verified version. [@zerocot]",RESOLVED
3,Foundational Papers,1943,LOW,"2.  **Brown, T., et al. (2020). ""Language Models are Few-Shot Learners"" (GPT-3 Paper)**

    -   Introduced few-shot learning and demonstrated the power of in-context learning.","Verify Further Reading metadata, source identity, and annotation.",https://arxiv.org/abs/2005.14165,- *Language Models are Few-Shot Learners* (2020). The 2020 report evaluates in-context learning; prompt examples do not update model weights. [@gpt3],RESOLVED
3,Foundational Papers,1939,LOW,"1.  **Wei, J., et al. (2022). ""Chain-of-Thought Prompting Elicits Reasoning in Large Language Models""**

    -   The paper that introduced CoT and demonstrated its dramatic impact on reasoning tasks.","Verify Further Reading metadata, source identity, and annotation.",https://arxiv.org/abs/2201.11903,"- *Chain-of-Thought Prompting Elicits Reasoning in Large Language Models* (2022). Read the original source for its methods, assumptions, and limits; the bibliography identifies the verified version. [@cot]",RESOLVED
4,Further Reading,173,LOW,"- Provider documentation for whichever models you selected in Chapter 2, rate limits, pricing, and SLAs change often enough that primary sources beat secondhand summaries, including this one.","Verify Further Reading metadata, source identity, and annotation.",https://developers.openai.com/api/docs/guides/rate-limits,"- *Rate limits* (n.d.). Living provider documentation checked 2026-09-18; recheck model, account tier, and limits before deployment. [@openairelimits]",RESOLVED
4,Further Reading,172,LOW,"- Kleppmann, M. (2017). *Designing Data-Intensive Applications* — Broader systems-design grounding for the caching and reliability trade-offs in @sec-4-3 through @sec-4-5.","Verify Further Reading metadata, source identity, and annotation.",https://martin.kleppmann.com/2017/03/27/designing-data-intensive-applications.html,"- *Designing Data-Intensive Applications* (2017). Read the original source for its methods, assumptions, and limits; the bibliography identifies the verified version. [@ddia]",RESOLVED
4,Further Reading,171,LOW,"- Nygard, M. (2018). *Release It!* — The standard reference for resilience patterns (circuit breakers, bulkheads, timeouts) that this chapter applies to AI APIs specifically.","Verify Further Reading metadata, source identity, and annotation.",https://store.pragprog.com/titles/mnee2/release-it-second-edition/,"- *Release It! Second Edition* (2018). Read the original source for its methods, assumptions, and limits; the bibliography identifies the verified version. [@nygard]",RESOLVED
5,Further Reading,220,LOW,"- Shinn, N., et al. (2023). ""Reflexion: Language Agents with Verbal Reinforcement Learning"" — The paper behind the self-correction pattern in @sec-5-3.","Verify Further Reading metadata, source identity, and annotation.",https://arxiv.org/abs/2303.11366,"- *Reflexion: Language Agents with Verbal Reinforcement Learning* (2023). Read the original source for its methods, assumptions, and limits; the bibliography identifies the verified version. [@reflexion]",RESOLVED
5,Further Reading,219,LOW,"- Park, J. S., et al. (2023). ""Generative Agents: Interactive Simulacra of Human Behavior"" — A widely cited exploration of what emerges when multiple agents interact over time, relevant background for @sec-5-5.","Verify Further Reading metadata, source identity, and annotation.",https://arxiv.org/abs/2304.03442,"- *Generative Agents: Interactive Simulacra of Human Behavior* (2023). Read the original source for its methods, assumptions, and limits; the bibliography identifies the verified version. [@generativeagents]",RESOLVED
5,Further Reading,218,LOW,"- Yao, S., et al. (2022). ""ReAct: Synergizing Reasoning and Acting in Language Models"" — The paper that introduced the ReAct pattern covered in @sec-5-3.","Verify Further Reading metadata, source identity, and annotation.",https://arxiv.org/abs/2210.03629,"- *ReAct: Synergizing Reasoning and Acting in Language Models* (2022). Read the original source for its methods, assumptions, and limits; the bibliography identifies the verified version. [@react]",RESOLVED
6,Further Reading,140,LOW,"- Gao, Y., et al. (2023). ""Retrieval-Augmented Generation for Large Language Models: A Survey"" — A comprehensive map of the RAG design space, useful once you're ready to go deeper than this chapter.","Verify Further Reading metadata, source identity, and annotation.",https://arxiv.org/abs/2312.10997,"- *Retrieval-Augmented Generation for Large Language Models: A Survey* (2023). Read the original source for its methods, assumptions, and limits; the bibliography identifies the verified version. [@ragsurvey]",RESOLVED
6,Further Reading,139,LOW,"- Lewis, P., et al. (2020). ""Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks"" — The paper that introduced the RAG approach this chapter is built around.","Verify Further Reading metadata, source identity, and annotation.",https://arxiv.org/abs/2005.11401,"- *Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks* (2020). Read the original source for its methods, assumptions, and limits; the bibliography identifies the verified version. [@lewis2020rag]",RESOLVED
7,Further Reading,138,LOW,"- Zhou, C., et al. (2023). ""LIMA: Less Is More for Alignment"" — A striking demonstration of how far a small, carefully curated dataset can go, directly relevant to @sec-7-3's quality-over-quantity argument.","Verify Further Reading metadata, source identity, and annotation.",https://arxiv.org/abs/2305.11206,"- *LIMA: Less Is More for Alignment* (2023). A study using a small curated dataset, not a general minimum-data rule. [@lima]",RESOLVED
7,Further Reading,137,LOW,"- Hu, E., et al. (2021). ""LoRA: Low-Rank Adaptation of Large Language Models"" — The paper behind the technique covered in @sec-7-2.","Verify Further Reading metadata, source identity, and annotation.",https://arxiv.org/abs/2106.09685,"- *LoRA: Low-Rank Adaptation of Large Language Models* (2021). Read the original source for its methods, assumptions, and limits; the bibliography identifies the verified version. [@lora]",RESOLVED
8,Further Reading,122,LOW,"- Any recent systematic review or survey paper in your own project's domain, found through the citation-chaining technique in @sec-8-2, is more valuable to you specifically than any fixed list this chapter could offer.","Verify Further Reading metadata, source identity, and annotation.",https://arxiv.org/abs/2312.10997,"- *Retrieval-Augmented Generation for Large Language Models: A Survey* (2023). Read the original source for its methods, assumptions, and limits; the bibliography identifies the verified version. [@ragsurvey]",RESOLVED
8,Further Reading,121,LOW,"- Liang, P., et al. (2022). ""Holistic Evaluation of Language Models (HELM)"" — A model for how a rigorous, multi-dimensional benchmark effort is actually structured, worth reading as much for its methodology as its results.","Verify Further Reading metadata, source identity, and annotation.",https://arxiv.org/abs/2211.09110,"- *Holistic Evaluation of Language Models* (2022). Read the original source for its methods, assumptions, and limits; the bibliography identifies the verified version. [@helm]",RESOLVED
9,Further Reading,112,LOW,- A current model provider's vision system card (search for the most recent one from whichever provider you selected in Chapter 2) — these documents are updated often enough that a specific citation here would be outdated quickly; finding and reading the current one is itself the Chapter 8 research-literacy skill applied.,"Verify Further Reading metadata, source identity, and annotation.",https://developers.openai.com/api/docs/guides/images-vision,"- *Images and vision* (n.d.). Living provider documentation checked 2026-09-18, including image limitations; this is documentation, not a system card. [@visiondocs]",RESOLVED
9,Further Reading,111,LOW,"- Ramesh, A., et al. (2022). ""Hierarchical Text-Conditional Image Generation with CLIP Latents"" — A foundational paper behind modern text-to-image systems, referenced in @sec-9-5.","Verify Further Reading metadata, source identity, and annotation.",https://arxiv.org/abs/2204.06125,"- *Hierarchical Text-Conditional Image Generation with CLIP Latents* (2022). Read the original source for its methods, assumptions, and limits; the bibliography identifies the verified version. [@dalle2]",RESOLVED
10,Further Reading,127,LOW,"- Zheng, L., et al. (2023). ""Judging LLM-as-a-Judge with MT-Bench and Chatbot Arena"" — The paper most directly behind the LLM-as-judge approach in @sec-10-5, including its documented biases.","Verify Further Reading metadata, source identity, and annotation.",https://arxiv.org/abs/2306.05685,"- *Judging LLM-as-a-Judge with MT-Bench and Chatbot Arena* (2023). Read the original source for its methods, assumptions, and limits; the bibliography identifies the verified version. [@judge]",RESOLVED
10,Further Reading,126,LOW,"- Liang, P., et al. (2022). ""Holistic Evaluation of Language Models (HELM)"" — A model for evaluating language models across many dimensions at once, rather than a single leaderboard score.","Verify Further Reading metadata, source identity, and annotation.",https://arxiv.org/abs/2211.09110,"- *Holistic Evaluation of Language Models* (2022). Read the original source for its methods, assumptions, and limits; the bibliography identifies the verified version. [@helm]",RESOLVED
11,Further Reading,112,LOW,"- Hinton, G., et al. (2015). ""Distilling the Knowledge in a Neural Network"" — The foundational paper behind the knowledge distillation technique in @sec-11-2.","Verify Further Reading metadata, source identity, and annotation.",https://arxiv.org/abs/1503.02531,"- *Distilling the Knowledge in a Neural Network* (2015). Read the original source for its methods, assumptions, and limits; the bibliography identifies the verified version. [@distillation]",RESOLVED
11,Further Reading,111,LOW,"- Any current vLLM or TGI (Text Generation Inference) documentation on continuous batching and KV-caching, these projects are the practical, widely used implementations of @sec-11-3's concepts.","Verify Further Reading metadata, source identity, and annotation.",https://huggingface.co/docs/text-generation-inference/main/index,- *Text Generation Inference documentation* (n.d.). Official documentation checked 2026-09-18 identifies TGI as in maintenance mode; see the chapter’s vLLM paper for serving research. [@tgi],RESOLVED
12,Further Reading,114,LOW,"- Olah, C., et al., Anthropic's interpretability research (search for the most current work, this is one of the fastest-moving areas in the field) — a good entry point into the mechanistic interpretability research described in @sec-12-3.","Verify Further Reading metadata, source identity, and annotation.",https://distill.pub/2020/circuits/zoom-in/,- *Zoom In: An Introduction to Circuits* (2020). A specific 2020 circuits article replaces the unspecified current-research recommendation. [@interpretability],RESOLVED
12,Further Reading,113,LOW,"- Ouyang, L., et al. (2022). ""Training Language Models to Follow Instructions with Human Feedback"" — The paper most directly behind modern RLHF, referenced in @sec-12-2.","Verify Further Reading metadata, source identity, and annotation.",https://arxiv.org/abs/2203.02155,"- *Training language models to follow instructions with human feedback* (2022). Read the original source for its methods, assumptions, and limits; the bibliography identifies the verified version. [@rlhf]",RESOLVED
12,Further Reading,112,LOW,"- Bai, Y., et al. (2022). ""Constitutional AI: Harmlessness from AI Feedback"" — The paper behind the approach covered in @sec-12-2 and this chapter's case study.","Verify Further Reading metadata, source identity, and annotation.",https://arxiv.org/abs/2212.08073,"- *Constitutional AI: Harmlessness from AI Feedback* (2022). Read the original source for its methods, assumptions, and limits; the bibliography identifies the verified version. [@constitutional]",RESOLVED
13,Further Reading,130,LOW,"- Weidinger, L., et al. (2022). ""Taxonomy of Risks Posed by Language Models"" — A detailed, structured taxonomy that expands considerably on @sec-13-1's risk categories.","Verify Further Reading metadata, source identity, and annotation.",https://arxiv.org/abs/2112.04359,- *Ethical and social risks of harm from Language Models* (2021). A verified 2021 risk paper replaces the unverified 2022 taxonomy entry; these are distinct works. [@risks],RESOLVED
13,Further Reading,129,LOW,"- Jobin, A., et al. (2019). ""The Global Landscape of AI Ethics Guidelines"" — A systematic review of AI ethics frameworks worldwide, useful for seeing how much, and how little, consensus actually exists.","Verify Further Reading metadata, source identity, and annotation.",https://arxiv.org/abs/1906.11668,"- *Artificial Intelligence: the global landscape of ethics guidelines* (2019). Read the original source for its methods, assumptions, and limits; the bibliography identifies the verified version. [@ethicsguidelines]",RESOLVED
14,Further Reading,108,LOW,"- Any current tracking resource for major AI copyright litigation (several are actively maintained and updated as cases progress; search for the most current one, given how quickly this area is developing).","Verify Further Reading metadata, source identity, and annotation.",https://www.copyright.gov/fair-use/summaries/Bartz-v-Anthropic-PBC-787-F-Supp-3d-1007-ND-Cal-2025.pdf,"- *Bartz v. Anthropic PBC: Fair Use Index case summary* (2025). Official US Copyright Office summary of the June 2025 district-court decision; a specific ruling, not a universal rule or complete litigation tracker. [@bartz]",RESOLVED
14,Further Reading,107,LOW,"- The current text of the EU AI Act (search for the official European Commission source, this is exactly the kind of regulation worth reading directly rather than through a secondary summary, given how consequential its risk-tier definitions are).","Verify Further Reading metadata, source identity, and annotation.",https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng,- *Regulation (EU) 2024/1689: Artificial Intelligence Act* (2024). Read the original regulation with the amendments and implementation timeline cited in this chapter; status checked 2026-09-18. [@aiact],RESOLVED
15,Further Reading,130,LOW,"- Return to your Chapter 8 research methods, and to the specific sources your Chapter 8 literature review surfaced, they're a better guide to this book's own ""frontier"" section than any fixed reading list could be by the time you're reading this.","Verify Further Reading metadata, source identity, and annotation.",https://arxiv.org/abs/2305.17493,"- *The Curse of Recursion: Training on Generated Data Makes Models Forget* (2023). A research result about recursive synthetic training under studied conditions, not proof that all synthetic data is harmful. [@synthetic]",RESOLVED
15,Further Reading,129,LOW,"- Any current state-of-the-industry report from a major AI research organization (search for the most recent one, these are typically published annually and are a good single-source snapshot of where the field's frontier actually sits).","Verify Further Reading metadata, source identity, and annotation.",https://arxiv.org/abs/2501.12948,- *DeepSeek-R1: Incentivizing Reasoning Capability in LLMs via Reinforcement Learning* (2025). A dated 2025 reasoning-model report; evaluate benchmark scope and reproduction details. [@deepseekr1],RESOLVED
3,Assessment Dimension 1: Appropriateness,1597,HIGH,Response B (Score: 5/5):,Prevent a misleading quantum-computing analogy receiving an unqualified perfect score.,,Response B (Flawed draft score: 5/5):,RESOLVED
3,Assessment Dimension 1: Appropriateness,1601,HIGH,"Assessment: Response B better matches the ""high school student"" 
audience specification.",Make rubric counterexample explicitly incorrect rather than endorsing analogy.,,"Assessment: The draft rubric rewards an accessible style while
ignoring factual precision. Do not accept this perfect score: the
claim about trying every solution at once is misleading. Require
a domain-qualified accuracy review alongside audience fit.",RESOLVED
2,The Sequential Processing Bottleneck,104,MEDIUM,"Before transformers, AI systems read text like a person reading a book one letter at a time through a tiny peephole. They processed words sequentially, from left to right, maintaining a ""memory"" of what came before. But this memory faded with distance, and the system couldn't look ahead or simultaneously consider relationships between distant words.",Remove unsupported universality and specify the scope of the claim.,https://arxiv.org/abs/1706.03762,Recurrent sequence models process successive positions through a recurrent state. Bidirectional RNNs and attention-augmented recurrent models can also use wider context; it would be incorrect to say that all earlier systems only looked left or could not model distant relationships. The Transformer removed recurrence from the original sequence-transduction architecture. [@vaswani2017attention],RESOLVED
2,1. Token Embeddings: Words as Mathematical Positions {.unnumbered},168,MEDIUM,Remember from Chapter 1 how we convert words into numbers? The transformer begins by converting each token into a high-dimensional vector (with width chosen by the architecture) that captures its meaning in mathematical space.,Remove unsupported universality and specify the scope of the claim.,https://arxiv.org/abs/1706.03762,"Each token is mapped to a learned vector. The vector width is an architecture choice, not a universal 768- or 1,024-dimensional default; contextual representations then change through the network. [@vaswani2017attention]",RESOLVED
2,Why This Architecture Revolutionized AI,205,MEDIUM,"**3. Scalability**: The architecture scales beautifully with more data and computing power. Bigger transformers trained on more data consistently perform better, leading to the scaling laws we'll explore shortly.",Remove unsupported universality and specify the scope of the claim.,https://arxiv.org/abs/2001.08361 ; https://arxiv.org/abs/2203.15556,"**3. Scalability**: Empirical pre-training loss trends motivate scaling within tested regimes, but downstream gains depend on data, compute allocation, architecture, and task. [@scaling; @chinchilla]",RESOLVED
2,Looking Ahead,239,MEDIUM,the foundation for every modern LLM you'll work with,"Align summary, glossary, and teaching guidance with qualified evidence.",https://arxiv.org/abs/1706.03762,the foundation for the language-model examples in this book,RESOLVED
2,Key Takeaways,788,MEDIUM,1.  **Architecture matters**: The transformer's attention mechanism enables capabilities that previous architectures couldn't achieve.,"Align summary, glossary, and teaching guidance with qualified evidence.",https://arxiv.org/abs/1706.03762,1.  **Architecture matters**: Attention provides direct context interactions and parallel training opportunities; it is not the only architecture capable of modeling language. [@vaswani2017attention],RESOLVED
3,Learning Objectives,23,MEDIUM,**Identify** and prevent prompt injection and safety vulnerabilities,"Align summary, glossary, and teaching guidance with qualified evidence.",https://arxiv.org/abs/2302.12173,**Identify** prompt-injection risks and evaluate layered mitigations,RESOLVED
3,Key Terminologies and Concepts,39,MEDIUM,"Adding ""Let's think step by step"" dramatically improves math problem accuracy","Align summary, glossary, and teaching guidance with qualified evidence.",https://arxiv.org/abs/2205.11916 ; https://arxiv.org/abs/2305.04388,Step-by-step prompts improved selected historical benchmarks; benefit and faithfulness must be evaluated [@zerocot; @unfaithful],RESOLVED
3,Connecting to Model Architecture,703,MEDIUM,Remember from Chapter 2 how attention mechanisms allow models to focus on relevant information? CoT leverages this: each reasoning step provides context that helps the attention mechanism focus on the right knowledge for subsequent steps.,Remove unsupported universality and specify the scope of the claim.,https://arxiv.org/abs/2201.11903 ; https://arxiv.org/abs/2305.04388,"Generated intermediate text changes the context for later token predictions. That is a useful mechanism-level intuition, but it does not prove that a trace is a faithful explanation of the computation or that the intermediate statements are correct. [@cot; @unfaithful]",RESOLVED
3,Step 6: Decision and Rollout,1755,MEDIUM,-   Significant improvement + no downsides → Deploy B,"Align summary, glossary, and teaching guidance with qualified evidence.",https://arxiv.org/abs/2211.09110,-   Practically meaningful improvement + acceptable uncertainty and safety results → Consider a monitored rollout,RESOLVED
3,Connecting to Your Research Assistant,1801,MEDIUM,-   Deploy winners after significance validation,"Align summary, glossary, and teaching guidance with qualified evidence.",https://arxiv.org/abs/2211.09110,"-   Review effect size, uncertainty, safety, and rollout criteria before deployment",RESOLVED
3,Key Takeaways,1919,MEDIUM,"2.  **Systematic beats intuitive**: the CLEAR framework, template design, and evaluation habits outperform ad-hoc prompting.","Align summary, glossary, and teaching guidance with qualified evidence.",https://developers.openai.com/api/docs/guides/prompt-engineering,"2.  **Test systematically**: CLEAR is a teaching checklist, not a proven universally superior method; compare prompt designs on held-out tasks.",RESOLVED
10,Defining Success Before You Measure Anything {#sec-10-2},48,MEDIUM,"The single most common evaluation mistake is picking a metric before clearly defining what success actually means for the specific application. Start instead from the business or user outcome you actually care about, then work backward to something measurable, resisting the pull toward whatever's easiest to compute.",Remove unsupported universality and specify the scope of the claim.,https://arxiv.org/abs/2211.09110,"A consequential evaluation mistake is choosing a convenient metric before defining success. Start from the user outcome, identify relevant failure types, and select measures that expose those failures rather than hiding them in an aggregate score. [@helm]",RESOLVED
