equation_id,source,PDF,HTML,EPUB,status,notes
MATH-0533,chapters/03-Data-Structures-for-Efficiency.qmd:856,PASS,PASS,PASS,PASS,native semantic math
MATH-0534,chapters/03-Data-Structures-for-Efficiency.qmd:1094,PASS,PASS,PASS,PASS,native semantic math
MATH-0535,chapters/03-Data-Structures-for-Efficiency.qmd:1249,PASS,PASS,PASS,PASS,native semantic math
MATH-0536,chapters/03-Data-Structures-for-Efficiency.qmd:1250,PASS,PASS,PASS,PASS,native semantic math
MATH-0537,chapters/03-Data-Structures-for-Efficiency.qmd:1251,PASS,PASS,PASS,PASS,native semantic math
MATH-0538,chapters/03-Data-Structures-for-Efficiency.qmd:2057,PASS,PASS,PASS,PASS,native semantic math
MATH-0539,chapters/03-Data-Structures-for-Efficiency.qmd:2057,PASS,PASS,PASS,PASS,native semantic math
MATH-0540,chapters/03-Data-Structures-for-Efficiency.qmd:2057,PASS,PASS,PASS,PASS,native semantic math
MATH-0541,chapters/03-Data-Structures-for-Efficiency.qmd:2057,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0542,chapters/03-Data-Structures-for-Efficiency.qmd:2121,PASS,PASS,PASS,PASS,native semantic math
MATH-0543,chapters/03-Data-Structures-for-Efficiency.qmd:2121,PASS,PASS,PASS,PASS,native semantic math
MATH-0544,chapters/03-Data-Structures-for-Efficiency.qmd:2121,PASS,PASS,PASS,PASS,native semantic math
MATH-0545,chapters/03-Data-Structures-for-Efficiency.qmd:2135,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0546,chapters/03-Data-Structures-for-Efficiency.qmd:2136,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0547,chapters/03-Data-Structures-for-Efficiency.qmd:2137,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0548,chapters/04-Greedy-Algorithms.qmd:15,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0549,chapters/04-Greedy-Algorithms.qmd:16,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0550,chapters/04-Greedy-Algorithms.qmd:17,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0551,chapters/04-Greedy-Algorithms.qmd:18,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0552,chapters/04-Greedy-Algorithms.qmd:19,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0553,chapters/04-Greedy-Algorithms.qmd:20,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0554,chapters/04-Greedy-Algorithms.qmd:54,PASS,PASS,PASS,PASS,native semantic math
MATH-0555,chapters/04-Greedy-Algorithms.qmd:56,PASS,PASS,PASS,PASS,native semantic math
MATH-0556,chapters/05-Dynamic-Programming.qmd:153,PASS,PASS,PASS,PASS,native semantic math
MATH-0557,chapters/05-Dynamic-Programming.qmd:153,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0558,chapters/05-Dynamic-Programming.qmd:155,PASS,PASS,PASS,PASS,native semantic math
MATH-0559,chapters/05-Dynamic-Programming.qmd:166,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0560,chapters/05-Dynamic-Programming.qmd:230,PASS,PASS,PASS,PASS,native semantic math
MATH-0561,chapters/05-Dynamic-Programming.qmd:230,PASS,PASS,PASS,PASS,native semantic math
MATH-0562,chapters/05-Dynamic-Programming.qmd:361,PASS,PASS,PASS,PASS,native semantic math
MATH-0563,chapters/05-Dynamic-Programming.qmd:361,PASS,PASS,PASS,PASS,native semantic math
MATH-0564,chapters/05-Dynamic-Programming.qmd:371,PASS,PASS,PASS,PASS,native semantic math
MATH-0565,chapters/05-Dynamic-Programming.qmd:371,PASS,PASS,PASS,PASS,native semantic math
MATH-0566,chapters/05-Dynamic-Programming.qmd:372,PASS,PASS,PASS,PASS,native semantic math
MATH-0567,chapters/05-Dynamic-Programming.qmd:373,PASS,PASS,PASS,PASS,native semantic math
MATH-0568,chapters/05-Dynamic-Programming.qmd:374,PASS,PASS,PASS,PASS,native semantic math
MATH-0569,chapters/05-Dynamic-Programming.qmd:374,PASS,PASS,PASS,PASS,native semantic math
MATH-0570,chapters/05-Dynamic-Programming.qmd:653,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0571,chapters/05-Dynamic-Programming.qmd:738,PASS,PASS,PASS,PASS,native semantic math
MATH-0572,chapters/05-Dynamic-Programming.qmd:742,PASS,PASS,PASS,PASS,native semantic math
MATH-0573,chapters/05-Dynamic-Programming.qmd:746,PASS,PASS,PASS,PASS,native semantic math
MATH-0574,chapters/05-Dynamic-Programming.qmd:747,PASS,PASS,PASS,PASS,native semantic math
MATH-0575,chapters/05-Dynamic-Programming.qmd:748,PASS,PASS,PASS,PASS,native semantic math
MATH-0576,chapters/05-Dynamic-Programming.qmd:823,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0577,chapters/05-Dynamic-Programming.qmd:825,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0578,chapters/05-Dynamic-Programming.qmd:826,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0579,chapters/05-Dynamic-Programming.qmd:828,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0580,chapters/05-Dynamic-Programming.qmd:836,PASS,PASS,PASS,PASS,native semantic math
MATH-0581,chapters/05-Dynamic-Programming.qmd:844,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0582,chapters/05-Dynamic-Programming.qmd:952,PASS,PASS,PASS,PASS,native semantic math
MATH-0583,chapters/05-Dynamic-Programming.qmd:954,PASS,PASS,PASS,PASS,native semantic math
MATH-0584,chapters/05-Dynamic-Programming.qmd:955,PASS,PASS,PASS,PASS,native semantic math
MATH-0585,chapters/05-Dynamic-Programming.qmd:957,PASS,PASS,PASS,PASS,native semantic math
MATH-0586,chapters/05-Dynamic-Programming.qmd:963,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0587,chapters/05-Dynamic-Programming.qmd:1862,PASS,PASS,PASS,PASS,native semantic math
MATH-0588,chapters/05-Dynamic-Programming.qmd:1862,PASS,PASS,PASS,PASS,native semantic math
MATH-0589,chapters/06-Randomized-Algorithms.qmd:169,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0590,chapters/06-Randomized-Algorithms.qmd:170,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0591,chapters/06-Randomized-Algorithms.qmd:175,PASS,PASS,PASS,PASS,native semantic math
MATH-0592,chapters/06-Randomized-Algorithms.qmd:199,PASS,PASS,PASS,PASS,native semantic math
MATH-0593,chapters/06-Randomized-Algorithms.qmd:200,PASS,PASS,PASS,PASS,native semantic math
MATH-0594,chapters/06-Randomized-Algorithms.qmd:207,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0595,chapters/06-Randomized-Algorithms.qmd:212,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0596,chapters/06-Randomized-Algorithms.qmd:216,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0597,chapters/06-Randomized-Algorithms.qmd:261,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0598,chapters/06-Randomized-Algorithms.qmd:262,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0599,chapters/06-Randomized-Algorithms.qmd:278,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0600,chapters/06-Randomized-Algorithms.qmd:302,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0601,chapters/06-Randomized-Algorithms.qmd:399,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0602,chapters/06-Randomized-Algorithms.qmd:467,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0603,chapters/06-Randomized-Algorithms.qmd:517,PASS,PASS,PASS,PASS,native semantic math
MATH-0604,chapters/06-Randomized-Algorithms.qmd:518,PASS,PASS,PASS,PASS,native semantic math
MATH-0605,chapters/06-Randomized-Algorithms.qmd:519,PASS,PASS,PASS,PASS,native semantic math
MATH-0606,chapters/06-Randomized-Algorithms.qmd:554,PASS,PASS,PASS,PASS,native semantic math
MATH-0607,chapters/06-Randomized-Algorithms.qmd:556,PASS,PASS,PASS,PASS,native semantic math
MATH-0608,chapters/06-Randomized-Algorithms.qmd:604,PASS,PASS,PASS,PASS,native semantic math
MATH-0609,chapters/06-Randomized-Algorithms.qmd:604,PASS,PASS,PASS,PASS,native semantic math
MATH-0610,chapters/06-Randomized-Algorithms.qmd:639,PASS,PASS,PASS,PASS,native semantic math
MATH-0611,chapters/06-Randomized-Algorithms.qmd:639,PASS,PASS,PASS,PASS,native semantic math
MATH-0612,chapters/06-Randomized-Algorithms.qmd:653,PASS,PASS,PASS,PASS,native semantic math
MATH-0613,chapters/06-Randomized-Algorithms.qmd:653,PASS,PASS,PASS,PASS,native semantic math
MATH-0614,chapters/06-Randomized-Algorithms.qmd:655,PASS,PASS,PASS,PASS,native semantic math
MATH-0615,chapters/06-Randomized-Algorithms.qmd:659,PASS,PASS,PASS,PASS,native semantic math
MATH-0616,chapters/06-Randomized-Algorithms.qmd:659,PASS,PASS,PASS,PASS,native semantic math
MATH-0617,chapters/06-Randomized-Algorithms.qmd:667,PASS,PASS,PASS,PASS,native semantic math
MATH-0618,chapters/06-Randomized-Algorithms.qmd:671,PASS,PASS,PASS,PASS,native semantic math
MATH-0619,chapters/06-Randomized-Algorithms.qmd:671,PASS,PASS,PASS,PASS,native semantic math
MATH-0620,chapters/06-Randomized-Algorithms.qmd:671,PASS,PASS,PASS,PASS,native semantic math
MATH-0621,chapters/06-Randomized-Algorithms.qmd:671,PASS,PASS,PASS,PASS,native semantic math
MATH-0622,chapters/06-Randomized-Algorithms.qmd:671,PASS,PASS,PASS,PASS,native semantic math
MATH-0623,chapters/06-Randomized-Algorithms.qmd:817,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0624,chapters/06-Randomized-Algorithms.qmd:1274,PASS,PASS,PASS,PASS,native semantic math
MATH-0625,chapters/06-Randomized-Algorithms.qmd:1274,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0626,chapters/06-Randomized-Algorithms.qmd:1288,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0627,chapters/06-Randomized-Algorithms.qmd:1295,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0628,chapters/06-Randomized-Algorithms.qmd:1296,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0629,chapters/06-Randomized-Algorithms.qmd:1304,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0630,chapters/06-Randomized-Algorithms.qmd:1305,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0631,chapters/06-Randomized-Algorithms.qmd:1458,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0632,chapters/06-Randomized-Algorithms.qmd:1459,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0633,chapters/06-Randomized-Algorithms.qmd:1601,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0634,chapters/06-Randomized-Algorithms.qmd:1607,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0635,chapters/06-Randomized-Algorithms.qmd:1611,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0636,chapters/06-Randomized-Algorithms.qmd:1612,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0637,chapters/06-Randomized-Algorithms.qmd:1617,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0638,chapters/06-Randomized-Algorithms.qmd:1697,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0639,chapters/06-Randomized-Algorithms.qmd:1698,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0640,chapters/07-Computational-Complexity.qmd:80,PASS,PASS,PASS,PASS,native semantic math
MATH-0641,chapters/07-Computational-Complexity.qmd:86,PASS,PASS,PASS,PASS,native semantic math
MATH-0642,chapters/07-Computational-Complexity.qmd:92,PASS,PASS,PASS,PASS,native semantic math
MATH-0643,chapters/07-Computational-Complexity.qmd:96,PASS,PASS,PASS,PASS,native semantic math
MATH-0644,chapters/07-Computational-Complexity.qmd:96,PASS,PASS,PASS,PASS,native semantic math
MATH-0645,chapters/07-Computational-Complexity.qmd:96,PASS,PASS,PASS,PASS,native semantic math
MATH-0646,chapters/07-Computational-Complexity.qmd:100,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0647,chapters/07-Computational-Complexity.qmd:112,PASS,PASS,PASS,PASS,native semantic math
MATH-0648,chapters/07-Computational-Complexity.qmd:112,PASS,PASS,PASS,PASS,native semantic math
MATH-0649,chapters/07-Computational-Complexity.qmd:112,PASS,PASS,PASS,PASS,native semantic math
MATH-0650,chapters/07-Computational-Complexity.qmd:112,PASS,PASS,PASS,PASS,native semantic math
MATH-0651,chapters/07-Computational-Complexity.qmd:113,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0652,chapters/07-Computational-Complexity.qmd:117,PASS,PASS,PASS,PASS,native semantic math
MATH-0653,chapters/07-Computational-Complexity.qmd:117,PASS,PASS,PASS,PASS,native semantic math
MATH-0654,chapters/07-Computational-Complexity.qmd:117,PASS,PASS,PASS,PASS,native semantic math
MATH-0655,chapters/07-Computational-Complexity.qmd:151,PASS,PASS,PASS,PASS,native semantic math
MATH-0656,chapters/07-Computational-Complexity.qmd:156,PASS,PASS,PASS,PASS,native semantic math
MATH-0657,chapters/07-Computational-Complexity.qmd:161,PASS,PASS,PASS,PASS,native semantic math
MATH-0658,chapters/07-Computational-Complexity.qmd:166,PASS,PASS,PASS,PASS,native semantic math
MATH-0659,chapters/07-Computational-Complexity.qmd:210,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0660,chapters/07-Computational-Complexity.qmd:212,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0661,chapters/07-Computational-Complexity.qmd:249,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0662,chapters/07-Computational-Complexity.qmd:270,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0663,chapters/07-Computational-Complexity.qmd:306,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0664,chapters/07-Computational-Complexity.qmd:377,PASS,PASS,PASS,PASS,native semantic math
MATH-0665,chapters/07-Computational-Complexity.qmd:478,PASS,PASS,PASS,PASS,native semantic math
MATH-0666,chapters/07-Computational-Complexity.qmd:479,PASS,PASS,PASS,PASS,native semantic math
MATH-0667,chapters/07-Computational-Complexity.qmd:529,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0668,chapters/07-Computational-Complexity.qmd:650,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0669,chapters/07-Computational-Complexity.qmd:651,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0670,chapters/07-Computational-Complexity.qmd:652,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0671,chapters/07-Computational-Complexity.qmd:671,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0672,chapters/07-Computational-Complexity.qmd:699,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0673,chapters/07-Computational-Complexity.qmd:728,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0674,chapters/07-Computational-Complexity.qmd:746,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0675,chapters/07-Computational-Complexity.qmd:911,PASS,PASS,PASS,PASS,native semantic math
MATH-0676,chapters/07-Computational-Complexity.qmd:912,PASS,PASS,PASS,PASS,native semantic math
MATH-0677,chapters/07-Computational-Complexity.qmd:913,PASS,PASS,PASS,PASS,native semantic math
MATH-0678,chapters/07-Computational-Complexity.qmd:961,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0679,chapters/08-Approximation-Algorithms.qmd:38,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0680,chapters/08-Approximation-Algorithms.qmd:41,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0681,chapters/08-Approximation-Algorithms.qmd:43,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0682,chapters/08-Approximation-Algorithms.qmd:46,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0683,chapters/08-Approximation-Algorithms.qmd:47,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0684,chapters/08-Approximation-Algorithms.qmd:119,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0685,chapters/08-Approximation-Algorithms.qmd:128,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0686,chapters/08-Approximation-Algorithms.qmd:136,PASS,PASS,PASS,PASS,native semantic math
MATH-0687,chapters/08-Approximation-Algorithms.qmd:137,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0688,chapters/08-Approximation-Algorithms.qmd:145,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0689,chapters/08-Approximation-Algorithms.qmd:146,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0690,chapters/08-Approximation-Algorithms.qmd:147,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0691,chapters/08-Approximation-Algorithms.qmd:148,PASS,PASS,PASS,PASS,native semantic math
MATH-0692,chapters/08-Approximation-Algorithms.qmd:148,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0693,chapters/08-Approximation-Algorithms.qmd:164,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0694,chapters/08-Approximation-Algorithms.qmd:223,PASS,PASS,PASS,PASS,native semantic math
MATH-0695,chapters/08-Approximation-Algorithms.qmd:283,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0696,chapters/08-Approximation-Algorithms.qmd:286,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0697,chapters/08-Approximation-Algorithms.qmd:288,PASS,PASS,PASS,PASS,native semantic math
MATH-0698,chapters/08-Approximation-Algorithms.qmd:290,PASS,PASS,PASS,PASS,native semantic math
MATH-0699,chapters/08-Approximation-Algorithms.qmd:319,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0700,chapters/08-Approximation-Algorithms.qmd:365,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0701,chapters/08-Approximation-Algorithms.qmd:465,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0702,chapters/08-Approximation-Algorithms.qmd:468,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0703,chapters/08-Approximation-Algorithms.qmd:476,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0704,chapters/08-Approximation-Algorithms.qmd:479,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0705,chapters/08-Approximation-Algorithms.qmd:594,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0706,chapters/08-Approximation-Algorithms.qmd:595,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0707,chapters/08-Approximation-Algorithms.qmd:596,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0708,chapters/08-Approximation-Algorithms.qmd:597,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0709,chapters/08-Approximation-Algorithms.qmd:669,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0710,chapters/08-Approximation-Algorithms.qmd:673,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0711,chapters/08-Approximation-Algorithms.qmd:679,PASS,PASS,PASS,PASS,native semantic math
MATH-0712,chapters/08-Approximation-Algorithms.qmd:826,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0713,chapters/08-Approximation-Algorithms.qmd:827,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0714,chapters/08-Approximation-Algorithms.qmd:1065,PASS,PASS,PASS,PASS,native semantic math
MATH-0715,chapters/08-Approximation-Algorithms.qmd:1160,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0716,chapters/08-Approximation-Algorithms.qmd:1161,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0717,chapters/08-Approximation-Algorithms.qmd:1162,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0718,chapters/08-Approximation-Algorithms.qmd:1471,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0719,chapters/08-Approximation-Algorithms.qmd:1472,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0720,chapters/08-Approximation-Algorithms.qmd:1593,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0721,chapters/08-Approximation-Algorithms.qmd:1594,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0722,chapters/08-Approximation-Algorithms.qmd:1595,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0723,chapters/08-Approximation-Algorithms.qmd:1596,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0724,chapters/09-Advanced-Graph-Algorithms.qmd:57,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0725,chapters/09-Advanced-Graph-Algorithms.qmd:65,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0726,chapters/09-Advanced-Graph-Algorithms.qmd:77,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0727,chapters/09-Advanced-Graph-Algorithms.qmd:82,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0728,chapters/09-Advanced-Graph-Algorithms.qmd:83,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0729,chapters/09-Advanced-Graph-Algorithms.qmd:121,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0730,chapters/09-Advanced-Graph-Algorithms.qmd:183,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0731,chapters/09-Advanced-Graph-Algorithms.qmd:187,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0732,chapters/09-Advanced-Graph-Algorithms.qmd:190,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0733,chapters/09-Advanced-Graph-Algorithms.qmd:192,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0734,chapters/09-Advanced-Graph-Algorithms.qmd:197,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0735,chapters/09-Advanced-Graph-Algorithms.qmd:200,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0736,chapters/09-Advanced-Graph-Algorithms.qmd:204,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0737,chapters/09-Advanced-Graph-Algorithms.qmd:229,PASS,PASS,PASS,PASS,native semantic math
MATH-0738,chapters/09-Advanced-Graph-Algorithms.qmd:232,PASS,PASS,PASS,PASS,native semantic math
MATH-0739,chapters/09-Advanced-Graph-Algorithms.qmd:431,PASS,PASS,PASS,PASS,native semantic math
MATH-0740,chapters/09-Advanced-Graph-Algorithms.qmd:447,PASS,PASS,PASS,PASS,native semantic math
MATH-0741,chapters/09-Advanced-Graph-Algorithms.qmd:447,PASS,PASS,PASS,PASS,native semantic math
MATH-0742,chapters/09-Advanced-Graph-Algorithms.qmd:455,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0743,chapters/09-Advanced-Graph-Algorithms.qmd:489,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0744,chapters/09-Advanced-Graph-Algorithms.qmd:661,PASS,PASS,PASS,PASS,native semantic math
MATH-0745,chapters/09-Advanced-Graph-Algorithms.qmd:664,PASS,PASS,PASS,PASS,native semantic math
MATH-0746,chapters/09-Advanced-Graph-Algorithms.qmd:683,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0747,chapters/09-Advanced-Graph-Algorithms.qmd:684,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0748,chapters/09-Advanced-Graph-Algorithms.qmd:685,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0749,chapters/09-Advanced-Graph-Algorithms.qmd:686,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0750,chapters/09-Advanced-Graph-Algorithms.qmd:825,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0751,chapters/09-Advanced-Graph-Algorithms.qmd:832,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0752,chapters/09-Advanced-Graph-Algorithms.qmd:866,PASS,PASS,PASS,PASS,native semantic math
MATH-0753,chapters/09-Advanced-Graph-Algorithms.qmd:870,PASS,PASS,PASS,PASS,native semantic math
MATH-0754,chapters/09-Advanced-Graph-Algorithms.qmd:870,PASS,PASS,PASS,PASS,native semantic math
MATH-0755,chapters/09-Advanced-Graph-Algorithms.qmd:870,PASS,PASS,PASS,PASS,native semantic math
MATH-0756,chapters/09-Advanced-Graph-Algorithms.qmd:1754,PASS,PASS,PASS,PASS,native semantic math
MATH-0757,chapters/09-Advanced-Graph-Algorithms.qmd:1754,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0758,chapters/09-Advanced-Graph-Algorithms.qmd:1755,PASS,PASS,PASS,PASS,native semantic math
MATH-0759,chapters/09-Advanced-Graph-Algorithms.qmd:1755,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0760,chapters/09-Advanced-Graph-Algorithms.qmd:1795,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0761,chapters/09-Advanced-Graph-Algorithms.qmd:1801,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0762,chapters/09-Advanced-Graph-Algorithms.qmd:1824,PASS,PASS,PASS,PASS,native semantic math
MATH-0763,chapters/10-String-Processing-Algorithms.qmd:27,PASS,PASS,PASS,PASS,native semantic math
MATH-0764,chapters/10-String-Processing-Algorithms.qmd:27,PASS,PASS,PASS,PASS,native semantic math
MATH-0765,chapters/10-String-Processing-Algorithms.qmd:82,PASS,PASS,PASS,PASS,native semantic math
MATH-0766,chapters/10-String-Processing-Algorithms.qmd:84,PASS,PASS,PASS,PASS,native semantic math
MATH-0767,chapters/10-String-Processing-Algorithms.qmd:214,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0768,chapters/10-String-Processing-Algorithms.qmd:239,PASS,PASS,PASS,PASS,native semantic math
MATH-0769,chapters/10-String-Processing-Algorithms.qmd:341,PASS,PASS,PASS,PASS,native semantic math
MATH-0770,chapters/10-String-Processing-Algorithms.qmd:536,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0771,chapters/10-String-Processing-Algorithms.qmd:541,PASS,PASS,PASS,PASS,native semantic math
MATH-0772,chapters/10-String-Processing-Algorithms.qmd:545,PASS,PASS,PASS,PASS,native semantic math
MATH-0773,chapters/10-String-Processing-Algorithms.qmd:549,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0774,chapters/10-String-Processing-Algorithms.qmd:558,PASS,PASS,PASS,PASS,short inline/text notation visually verified
MATH-0775,chapters/10-String-Processing-Algorithms.qmd:568,PASS,PASS,PASS,PASS,native semantic math
MATH-0776,chapters/10-String-Processing-Algorithms.qmd:576,PASS,PASS,PASS,PASS,native semantic math
MATH-0777,chapters/10-String-Processing-Algorithms.qmd:580,PASS,PASS,PASS,PASS,native semantic math
MATH-0778,chapters/10-String-Processing-Algorithms.qmd:580,PASS,PASS,PASS,PASS,native semantic math
MATH-0779,chapters/10-String-Processing-Algorithms.qmd:580,PASS,PASS,PASS,PASS,native semantic math
MATH-0780,chapters/10-String-Processing-Algorithms.qmd:830,PASS,PASS,PASS,PASS,native semantic math
MATH-0781,chapters/10-String-Processing-Algorithms.qmd:867,PASS,PASS,PASS,PASS,native semantic math
MATH-0782,chapters/10-String-Processing-Algorithms.qmd:896,PASS,PASS,PASS,PASS,native semantic math
