block_id,chapter,section,semantic_type,source_file,source_lines,expected_to_render,pdf_start_page,pdf_end_page,first_meaningful_line_found,last_meaningful_line_found,visible_content_found,verification_method,status
ch10-b030,10,Text Compression Application,program-code,chapters/10-String-Processing-Algorithms.qmd,1686-1850,YES,424,427,YES,YES,YES,first and last source signatures,PASS
ch10-b031,10,Command-Line Tool,program-code,chapters/10-String-Processing-Algorithms.qmd,1854-1997,YES,427,429,YES,YES,YES,first and last source signatures,PASS
ch11-b001,11,The Big Idea,data-example,chapters/11-Numerical-Algorithms.qmd,46-50,YES,434,434,YES,YES,YES,first and last source signatures,PASS
ch11-b002,11,The Mathematical Foundation,technical-other,chapters/11-Numerical-Algorithms.qmd,64-72,YES,435,435,YES,YES,YES,first and last source signatures,PASS
ch11-b003,11,The Naive DFT: O(N²),program-code,chapters/11-Numerical-Algorithms.qmd,82-99,YES,435,435,YES,YES,YES,first and last source signatures,PASS
ch11-b004,11,The Key Insight,algorithm,chapters/11-Numerical-Algorithms.qmd,113-125,YES,436,436,YES,YES,YES,first and last source signatures,PASS
ch11-b005,11,The Recursive Algorithm,algorithm,chapters/11-Numerical-Algorithms.qmd,138-141,YES,436,436,YES,YES,YES,first and last source signatures,PASS
ch11-b006,11,Implementation: Recursive FFT,program-code,chapters/11-Numerical-Algorithms.qmd,152-196,YES,51,437,YES,YES,YES,first and last source signatures,PASS
ch11-b007,11,Implementation: Recursive FFT,program-code,chapters/11-Numerical-Algorithms.qmd,200-228,YES,437,438,YES,YES,YES,first and last source signatures,PASS
ch11-b008,11,Iterative FFT (Cooley-Tukey),program-code,chapters/11-Numerical-Algorithms.qmd,234-287,YES,438,439,YES,YES,YES,first and last source signatures,PASS
ch11-b009,11,Iterative FFT (Cooley-Tukey),technical-other,chapters/11-Numerical-Algorithms.qmd,291-296,YES,439,439,YES,YES,YES,first and last source signatures,PASS
ch11-b010,11,Complete FFT Implementation,program-code,chapters/11-Numerical-Algorithms.qmd,302-543,YES,439,443,YES,YES,YES,first and last source signatures,PASS
ch11-b011,11,The Problem,inline-example,chapters/11-Numerical-Algorithms.qmd,550-553,YES,444,444,YES,YES,YES,first and last lines manually confirmed in page raster and PDF extraction,PASS
ch11-b012,11,The Problem,program-code,chapters/11-Numerical-Algorithms.qmd,559-574,YES,444,575,YES,YES,YES,first and last source signatures,PASS
ch11-b013,11,The Problem,technical-other,chapters/11-Numerical-Algorithms.qmd,577-584,YES,444,446,YES,YES,YES,first and last source signatures,PASS
ch11-b014,11,The FFT Trick,inline-example,chapters/11-Numerical-Algorithms.qmd,596-598,YES,445,445,YES,YES,YES,first and last source signatures,PASS
ch11-b015,11,Implementation,program-code,chapters/11-Numerical-Algorithms.qmd,608-703,YES,444,447,YES,YES,YES,first and last source signatures,PASS
ch11-b016,11,Application: Big Integer Multiplication,program-code,chapters/11-Numerical-Algorithms.qmd,709-762,YES,447,448,YES,YES,YES,first and last source signatures,PASS
ch11-b017,11,Matrix Multiplication: The Naive Way,program-code,chapters/11-Numerical-Algorithms.qmd,787-805,YES,448,453,YES,YES,YES,first and last source signatures,PASS
ch11-b018,11,Strassen's Algorithm: O(n^2.807),algorithm,chapters/11-Numerical-Algorithms.qmd,818-821,YES,122,449,YES,YES,YES,first and last source signatures,PASS
ch11-b019,11,Strassen's Algorithm: O(n^2.807),technical-other,chapters/11-Numerical-Algorithms.qmd,824-838,YES,136,136,NO,NO,YES,section anchor plus full contact-sheet visual sweep; signatures extraction-limited,PASS
ch11-b020,11,Strassen's Algorithm: O(n^2.807),program-code,chapters/11-Numerical-Algorithms.qmd,842-894,YES,449,450,YES,YES,YES,first and last source signatures,PASS
ch11-b021,11,Cache-Efficient Matrix Multiplication,program-code,chapters/11-Numerical-Algorithms.qmd,912-942,YES,450,451,YES,YES,YES,first and last source signatures,PASS
ch11-b022,11,Matrix Operations Library,program-code,chapters/11-Numerical-Algorithms.qmd,953-1176,YES,451,455,YES,YES,YES,first and last source signatures,PASS
ch11-b023,11,The Floating-Point Problem,program-code,chapters/11-Numerical-Algorithms.qmd,1184-1210,YES,455,456,YES,YES,YES,first and last source signatures,PASS
ch11-b024,11,Condition Numbers,inline-example,chapters/11-Numerical-Algorithms.qmd,1217-1222,YES,456,456,YES,YES,YES,first and last source signatures,PASS
ch11-b025,11,Condition Numbers,program-code,chapters/11-Numerical-Algorithms.qmd,1224-1270,YES,456,457,YES,YES,YES,first and last source signatures,PASS
ch11-b026,11,Numerically Stable Algorithms,program-code,chapters/11-Numerical-Algorithms.qmd,1276-1330,YES,457,458,YES,YES,YES,first and last source signatures,PASS
ch11-b027,11,Best Practices for Numerical Computing,program-code,chapters/11-Numerical-Algorithms.qmd,1334-1441,YES,458,460,YES,YES,YES,first and last source signatures,PASS
ch11-b028,11,Audio Processing,program-code,chapters/11-Numerical-Algorithms.qmd,1447-1686,YES,460,464,YES,YES,YES,first and last source signatures,PASS
ch11-b029,11,Image Processing with FFT,program-code,chapters/11-Numerical-Algorithms.qmd,1690-1831,YES,465,467,YES,YES,YES,first and last source signatures,PASS
ch11-b030,11,Project Structure,text-diagram,chapters/11-Numerical-Algorithms.qmd,1839-1865,YES,467,468,YES,YES,YES,first and last source signatures,PASS
ch11-b031,11,Core FFT Module,program-code,chapters/11-Numerical-Algorithms.qmd,1869-1902,YES,467,469,YES,YES,YES,first and last source signatures,PASS
ch11-b032,11,Signal Generator Module,program-code,chapters/11-Numerical-Algorithms.qmd,1906-2122,YES,469,472,YES,YES,YES,first and last source signatures,PASS
ch11-b033,11,Complete Audio Processor Application,program-code,chapters/11-Numerical-Algorithms.qmd,2126-2357,YES,473,477,YES,YES,YES,first and last source signatures,PASS
ch11-b034,11,Command-Line Interface,program-code,chapters/11-Numerical-Algorithms.qmd,2361-2417,YES,468,478,YES,YES,YES,first and last source signatures,PASS
ch12-b001,12,Building a Segment Tree,program-code,chapters/12-Advanced-Data-Structures.qmd,74-212,YES,482,485,YES,YES,YES,first and last source signatures,PASS
ch12-b002,12,Step-by-Step Example,program-code,chapters/12-Advanced-Data-Structures.qmd,218-259,YES,485,485,YES,YES,YES,first and last source signatures,PASS
ch12-b003,12,Lazy Propagation: Range Updates,program-code,chapters/12-Advanced-Data-Structures.qmd,271-422,YES,486,488,YES,YES,YES,first and last source signatures,PASS
ch12-b004,12,Applications and Variants,program-code,chapters/12-Advanced-Data-Structures.qmd,433-498,YES,489,490,YES,YES,YES,first and last source signatures,PASS
ch12-b005,12,The Brilliant Idea,technical-other,chapters/12-Advanced-Data-Structures.qmd,520-529,YES,490,490,YES,YES,YES,first and last source signatures,PASS
ch12-b006,12,Implementation,program-code,chapters/12-Advanced-Data-Structures.qmd,551-714,YES,491,494,YES,YES,YES,first and last source signatures,PASS
ch12-b007,12,The Magic of Bit Manipulation,program-code,chapters/12-Advanced-Data-Structures.qmd,720-771,YES,494,495,YES,YES,YES,first and last source signatures,PASS
ch12-b008,12,2D Fenwick Tree,program-code,chapters/12-Advanced-Data-Structures.qmd,777-885,YES,491,497,YES,YES,YES,first and last source signatures,PASS
ch12-b009,12,Fenwick Tree vs Segment Tree,program-code,chapters/12-Advanced-Data-Structures.qmd,889-970,YES,497,498,YES,YES,YES,first and last source signatures,PASS
ch12-b010,12,Persistent Array,program-code,chapters/12-Advanced-Data-Structures.qmd,986-1149,YES,499,502,YES,YES,YES,first and last source signatures,PASS
ch12-b011,12,Persistent Segment Tree,program-code,chapters/12-Advanced-Data-Structures.qmd,1153-1310,YES,502,505,YES,YES,YES,first and last source signatures,PASS
ch12-b012,12,Applications of Persistence,program-code,chapters/12-Advanced-Data-Structures.qmd,1314-1402,YES,505,506,YES,YES,YES,first and last source signatures,PASS
ch12-b013,12,Succinct Bit Vector,program-code,chapters/12-Advanced-Data-Structures.qmd,1419-1586,YES,507,510,YES,YES,YES,first and last source signatures,PASS
ch12-b014,12,Wavelet Tree,program-code,chapters/12-Advanced-Data-Structures.qmd,1597-1729,YES,510,512,YES,YES,YES,first and last source signatures,PASS
ch12-b015,12,Applications of Succinct Structures,program-code,chapters/12-Advanced-Data-Structures.qmd,1733-1840,YES,512,514,YES,YES,YES,first and last source signatures,PASS
ch12-b016,12,Cache-Oblivious Matrix Transpose,program-code,chapters/12-Advanced-Data-Structures.qmd,1854-2026,YES,51,518,YES,YES,YES,first and last source signatures,PASS
ch12-b017,12,Van Emde Boas Layout,program-code,chapters/12-Advanced-Data-Structures.qmd,2030-2100,YES,518,519,YES,YES,YES,first and last source signatures,PASS
ch12-b018,12,Project Structure,text-diagram,chapters/12-Advanced-Data-Structures.qmd,2108-2133,YES,3,604,YES,YES,YES,first and last source signatures,PASS
ch12-b019,12,Unified Interface,program-code,chapters/12-Advanced-Data-Structures.qmd,2137-2181,YES,3,527,YES,YES,YES,first and last source signatures,PASS
ch12-b020,12,Range Query Solver Application,program-code,chapters/12-Advanced-Data-Structures.qmd,2185-2314,YES,521,523,YES,YES,YES,first and last source signatures,PASS
ch12-b021,12,Comprehensive Benchmarking Suite,program-code,chapters/12-Advanced-Data-Structures.qmd,2318-2440,YES,523,526,YES,YES,YES,first and last source signatures,PASS
ch13-b001,13,Smoothed Analysis,program-code,chapters/13-Research-Industry-Applications.qmd,43-104,YES,31,531,YES,YES,YES,first and last source signatures,PASS
ch13-b002,13,Learned Index Structures,inline-example,chapters/13-Research-Industry-Applications.qmd,212-216,YES,534,534,YES,YES,YES,first and last source signatures,PASS
ch13-b003,13,Differential Privacy,technical-other,chapters/13-Research-Industry-Applications.qmd,284-291,YES,535,535,YES,YES,YES,first and last source signatures,PASS
ch13-b004,13,The Algorithms,algorithm,chapters/13-Research-Industry-Applications.qmd,300-303,YES,536,536,YES,YES,YES,first and last source signatures,PASS
ch13-b005,13,The Algorithms,inline-example,chapters/13-Research-Industry-Applications.qmd,306-309,YES,536,536,YES,YES,YES,first and last source signatures,PASS
ch13-b006,13,Backpropagation: The Learning Algorithm,inline-example,chapters/13-Research-Industry-Applications.qmd,417-419,YES,538,538,NO,NO,YES,section anchor plus full contact-sheet visual sweep; signatures extraction-limited,PASS
ch13-b007,13,Backpropagation: The Learning Algorithm,program-output,chapters/13-Research-Industry-Applications.qmd,427-433,YES,538,538,NO,NO,YES,section anchor plus full contact-sheet visual sweep; signatures extraction-limited,PASS
ch13-b008,13,Backpropagation: The Learning Algorithm,technical-other,chapters/13-Research-Industry-Applications.qmd,436-441,YES,539,539,YES,YES,YES,first and last source signatures,PASS
ch13-b009,13,Stochastic Gradient Descent: The Optimization Workhorse,algorithm,chapters/13-Research-Industry-Applications.qmd,458-462,YES,539,539,YES,YES,YES,first and last source signatures,PASS
ch13-b010,13,Modern Optimizers,algorithm,chapters/13-Research-Industry-Applications.qmd,474-477,YES,540,540,YES,YES,YES,first and last source signatures,PASS
ch13-b011,13,Modern Optimizers,algorithm,chapters/13-Research-Industry-Applications.qmd,481-486,YES,540,540,YES,YES,YES,first and last source signatures,PASS
ch13-b012,13,The Self-Attention Mechanism,inline-example,chapters/13-Research-Industry-Applications.qmd,510-514,YES,540,540,YES,YES,YES,first and last source signatures,PASS
ch13-b013,13,The Self-Attention Mechanism,inline-example,chapters/13-Research-Industry-Applications.qmd,517-519,YES,541,541,YES,YES,YES,first and last source signatures,PASS
ch13-b014,13,The Self-Attention Mechanism,inline-example,chapters/13-Research-Industry-Applications.qmd,522-524,YES,541,541,YES,YES,YES,first and last source signatures,PASS
ch13-b015,13,The Self-Attention Mechanism,program-output,chapters/13-Research-Industry-Applications.qmd,527-529,YES,540,540,NO,NO,YES,section anchor plus full contact-sheet visual sweep; signatures extraction-limited,PASS
ch13-b016,13,Multi-Head Attention,technical-other,chapters/13-Research-Industry-Applications.qmd,540-545,YES,541,541,YES,YES,YES,first and last source signatures,PASS
ch13-b017,13,Positional Encoding,inline-example,chapters/13-Research-Industry-Applications.qmd,556-559,YES,541,541,YES,YES,YES,first and last source signatures,PASS
ch13-b018,13,The Full Transformer Architecture,technical-other,chapters/13-Research-Industry-Applications.qmd,566-573,YES,542,542,YES,YES,YES,first and last source signatures,PASS
ch13-b019,13,The Full Transformer Architecture,inline-example,chapters/13-Research-Industry-Applications.qmd,576-579,YES,542,542,YES,YES,YES,first and last source signatures,PASS
ch13-b020,13,The Full Transformer Architecture,inline-example,chapters/13-Research-Industry-Applications.qmd,582-585,YES,542,542,YES,YES,YES,first and last source signatures,PASS
ch13-b021,13,The RL Framework,inline-example,chapters/13-Research-Industry-Applications.qmd,636-640,YES,543,543,YES,YES,YES,first and last source signatures,PASS
ch13-b022,13,Q-Learning: The Classic Algorithm,algorithm,chapters/13-Research-Industry-Applications.qmd,649-656,YES,543,543,YES,YES,YES,first and last source signatures,PASS
ch13-b023,13,Deep Q-Networks (DQN),inline-example,chapters/13-Research-Industry-Applications.qmd,669-671,YES,543,543,NO,NO,YES,section anchor plus full contact-sheet visual sweep; signatures extraction-limited,PASS
ch13-b024,13,Deep Q-Networks (DQN),inline-example,chapters/13-Research-Industry-Applications.qmd,674-677,YES,544,544,YES,YES,YES,first and last source signatures,PASS
ch13-b025,13,Policy Gradient Methods,inline-example,chapters/13-Research-Industry-Applications.qmd,696-699,YES,544,544,YES,YES,YES,first and last source signatures,PASS
ch13-b026,13,Policy Gradient Methods,inline-example,chapters/13-Research-Industry-Applications.qmd,704-708,YES,544,544,YES,YES,YES,first and last source signatures,PASS
ch13-b027,13,Proximal Policy Optimization (PPO),technical-other,chapters/13-Research-Industry-Applications.qmd,719-724,YES,544,544,YES,YES,YES,first and last source signatures,PASS
ch13-b028,13,AlphaGo: Putting It All Together,inline-example,chapters/13-Research-Industry-Applications.qmd,738-741,YES,545,545,YES,YES,YES,first and last source signatures,PASS
ch13-b029,13,AlphaGo: Putting It All Together,inline-example,chapters/13-Research-Industry-Applications.qmd,744-747,YES,545,545,YES,YES,YES,first and last source signatures,PASS
ch13-b030,13,AlphaGo: Putting It All Together,technical-other,chapters/13-Research-Industry-Applications.qmd,750-755,YES,545,545,YES,YES,YES,first and last source signatures,PASS
ch13-b031,13,The MapReduce Paradigm,technical-other,chapters/13-Research-Industry-Applications.qmd,791-808,YES,546,546,YES,YES,YES,first and last source signatures,PASS
ch13-b032,13,MapReduce Algorithms,algorithm,chapters/13-Research-Industry-Applications.qmd,833-837,YES,546,546,YES,YES,YES,first and last source signatures,PASS
ch13-b033,13,MapReduce Algorithms,inline-example,chapters/13-Research-Industry-Applications.qmd,840-843,YES,546,546,YES,YES,YES,first and last source signatures,PASS
ch13-b034,13,MapReduce Algorithms,inline-example,chapters/13-Research-Industry-Applications.qmd,846-849,YES,547,547,YES,YES,YES,first and last source signatures,PASS
ch13-b035,13,MapReduce Algorithms,inline-example,chapters/13-Research-Industry-Applications.qmd,852-857,YES,547,547,YES,YES,YES,first and last source signatures,PASS
ch13-b036,13,Count-Min Sketch,algorithm,chapters/13-Research-Industry-Applications.qmd,893-903,YES,548,548,YES,YES,YES,first and last source signatures,PASS
ch13-b037,13,HyperLogLog,technical-other,chapters/13-Research-Industry-Applications.qmd,924-935,YES,548,548,YES,YES,YES,first and last source signatures,PASS
ch13-b038,13,Bloom Filters,algorithm,chapters/13-Research-Industry-Applications.qmd,950-963,YES,549,549,YES,YES,YES,first and last source signatures,PASS
ch13-b039,13,Pregel: Thinking Like a Vertex,technical-other,chapters/13-Research-Industry-Applications.qmd,988-1000,YES,549,549,YES,YES,YES,first and last source signatures,PASS
ch13-b040,13,Pregel: Thinking Like a Vertex,algorithm,chapters/13-Research-Industry-Applications.qmd,1003-1013,YES,549,550,YES,YES,YES,first and last source signatures,PASS
ch13-b041,13,RSA and Its Security Assumption,technical-other,chapters/13-Research-Industry-Applications.qmd,1065-1074,YES,551,551,YES,YES,YES,first and last source signatures,PASS
ch13-b042,13,RSA and Its Security Assumption,inline-example,chapters/13-Research-Industry-Applications.qmd,1081-1085,YES,551,551,YES,YES,YES,first and last source signatures,PASS
ch13-b043,13,Bitcoin's Proof-of-Work,algorithm,chapters/13-Research-Industry-Applications.qmd,1123-1136,YES,552,552,YES,YES,YES,first and last source signatures,PASS
ch13-b044,13,Alternative Consensus: Proof-of-Stake,algorithm,chapters/13-Research-Industry-Applications.qmd,1160-1165,YES,553,553,YES,YES,YES,first and last source signatures,PASS
ch13-b045,13,Interactive Zero-Knowledge,algorithm,chapters/13-Research-Industry-Applications.qmd,1193-1206,YES,554,554,YES,YES,YES,first and last source signatures,PASS
ch13-b046,13,Non-Interactive Zero-Knowledge (SNARKs),technical-other,chapters/13-Research-Industry-Applications.qmd,1224-1229,YES,554,554,YES,YES,YES,first and last source signatures,PASS
ch13-b047,13,Analysis Template,configuration,chapters/13-Research-Industry-Applications.qmd,1617-1690,YES,6,562,YES,YES,YES,first and last source signatures,PASS
ch14-b001,14,The Adapter Pattern,program-code,chapters/14-Project-Development.qmd,67-83,YES,568,568,YES,YES,YES,first and last source signatures,PASS
ch14-b002,14,The Facade Pattern,program-code,chapters/14-Project-Development.qmd,94-123,YES,568,569,YES,YES,YES,first and last source signatures,PASS
ch14-b003,14,The Builder Pattern,program-code,chapters/14-Project-Development.qmd,134-169,YES,569,570,YES,YES,YES,first and last source signatures,PASS
ch14-b004,14,Dependency Management,technical-other,chapters/14-Project-Development.qmd,180-188,YES,570,570,YES,YES,YES,first and last source signatures,PASS
ch14-b005,14,Dependency Management,program-code,chapters/14-Project-Development.qmd,195-199,YES,570,570,YES,YES,YES,first and last source signatures,PASS
ch14-b006,14,Dependency Management,program-code,chapters/14-Project-Development.qmd,202-206,YES,570,570,YES,YES,YES,first and last source signatures,PASS
ch14-b007,14,Dependency Management,configuration,chapters/14-Project-Development.qmd,213-227,YES,431,571,YES,YES,YES,first and last source signatures,PASS
ch14-b008,14,Integration Testing,program-code,chapters/14-Project-Development.qmd,236-265,YES,571,572,YES,YES,YES,first and last source signatures,PASS
ch14-b009,14,Python's cProfile,program-code,chapters/14-Project-Development.qmd,319-337,YES,573,573,YES,YES,YES,first and last source signatures,PASS
ch14-b010,14,Line-by-Line Profiling,program-code,chapters/14-Project-Development.qmd,351-363,YES,574,574,YES,YES,YES,first and last source signatures,PASS
ch14-b011,14,Memory Profiling,program-code,chapters/14-Project-Development.qmd,369-376,YES,574,574,YES,YES,YES,first and last source signatures,PASS
ch14-b012,14,1. Avoid Redundant Work,program-code,chapters/14-Project-Development.qmd,388-395,YES,574,574,YES,YES,YES,first and last source signatures,PASS
ch14-b013,14,1. Avoid Redundant Work,program-code,chapters/14-Project-Development.qmd,398-404,YES,574,574,YES,YES,YES,first and last source signatures,PASS
ch14-b014,14,2. Use Appropriate Data Structures,program-code,chapters/14-Project-Development.qmd,409-413,YES,575,575,YES,YES,YES,first and last source signatures,PASS
ch14-b015,14,2. Use Appropriate Data Structures,program-code,chapters/14-Project-Development.qmd,416-420,YES,575,575,YES,YES,YES,first and last source signatures,PASS
ch14-b016,14,3. Vectorize with NumPy,program-code,chapters/14-Project-Development.qmd,427-431,YES,45,575,YES,YES,YES,first and last source signatures,PASS
ch14-b017,14,3. Vectorize with NumPy,program-code,chapters/14-Project-Development.qmd,434-436,YES,575,575,YES,YES,YES,first and last source signatures,PASS
ch14-b018,14,4. Cache Expensive Computations,program-code,chapters/14-Project-Development.qmd,444-451,YES,575,575,YES,YES,YES,first and last source signatures,PASS
ch14-b019,14,5. Use Generators for Large Data,program-code,chapters/14-Project-Development.qmd,460-466,YES,576,576,YES,YES,YES,first and last source signatures,PASS
ch14-b020,14,5. Use Generators for Large Data,program-code,chapters/14-Project-Development.qmd,469-477,YES,576,576,YES,YES,YES,first and last source signatures,PASS
ch14-b021,14,6. Parallelize Independent Work,program-code,chapters/14-Project-Development.qmd,481-494,YES,576,576,YES,YES,YES,first and last source signatures,PASS
ch14-b022,14,The Documentation Pyramid,program-code,chapters/14-Project-Development.qmd,537-553,YES,577,577,YES,YES,YES,first and last source signatures,PASS
ch14-b023,14,The Documentation Pyramid,program-code,chapters/14-Project-Development.qmd,556-579,YES,577,578,YES,YES,YES,first and last source signatures,PASS
ch14-b024,14,The Documentation Pyramid,configuration,chapters/14-Project-Development.qmd,582-621,YES,3,579,YES,YES,YES,first and last source signatures,PASS
ch14-b025,14,The Documentation Pyramid,configuration,chapters/14-Project-Development.qmd,624-651,YES,579,579,YES,YES,YES,first and last source signatures,PASS
ch14-b026,14,The Documentation Pyramid,configuration,chapters/14-Project-Development.qmd,654-692,YES,485,580,YES,YES,YES,first and last source signatures,PASS
ch14-b027,14,Documentation Best Practices,program-code,chapters/14-Project-Development.qmd,709-720,YES,581,581,YES,YES,YES,first and last source signatures,PASS
ch14-b028,14,Documentation Best Practices,program-code,chapters/14-Project-Development.qmd,733-749,YES,581,581,YES,YES,YES,first and last source signatures,PASS
ch14-b029,14,README Template,configuration,chapters/14-Project-Development.qmd,755-843,YES,581,583,YES,YES,YES,first and last source signatures,PASS
ch14-b030,14,Writing Good Tests,program-code,chapters/14-Project-Development.qmd,869-886,YES,584,584,YES,YES,YES,first and last source signatures,PASS
ch14-b031,14,Writing Good Tests,program-code,chapters/14-Project-Development.qmd,889-900,YES,584,584,YES,YES,YES,first and last source signatures,PASS
ch14-b032,14,Writing Good Tests,program-code,chapters/14-Project-Development.qmd,903-914,YES,584,584,YES,YES,YES,first and last source signatures,PASS
ch14-b033,14,Writing Good Tests,program-code,chapters/14-Project-Development.qmd,917-927,YES,585,585,YES,YES,YES,first and last source signatures,PASS
ch14-b034,14,Writing Good Tests,program-code,chapters/14-Project-Development.qmd,930-942,YES,585,585,YES,YES,YES,first and last source signatures,PASS
ch14-b035,14,Test-Driven Development (TDD),program-code,chapters/14-Project-Development.qmd,952-969,YES,585,585,YES,YES,YES,first and last source signatures,PASS
ch14-b036,14,Code Review Best Practices,technical-other,chapters/14-Project-Development.qmd,987-993,YES,586,586,YES,YES,YES,first and last source signatures,PASS
ch14-b037,14,Code Review Best Practices,technical-other,chapters/14-Project-Development.qmd,1008-1013,YES,586,586,YES,YES,YES,first and last source signatures,PASS
ch14-b038,14,Code Review Best Practices,inline-example,chapters/14-Project-Development.qmd,1016-1020,YES,586,586,YES,YES,YES,first and last source signatures,PASS
ch14-b039,14,Code Review Best Practices,inline-example,chapters/14-Project-Development.qmd,1029-1032,YES,586,586,YES,YES,YES,first and last source signatures,PASS
ch14-b040,14,Slide Design Principles,technical-other,chapters/14-Project-Development.qmd,1126-1138,YES,588,588,YES,YES,YES,first and last source signatures,PASS
ch14-b041,14,Slide Design Principles,data-example,chapters/14-Project-Development.qmd,1141-1151,YES,588,588,YES,YES,YES,first and last source signatures,PASS
ch14-b042,14,Presentation Delivery,data-example,chapters/14-Project-Development.qmd,1200-1203,YES,589,589,YES,YES,YES,first and last source signatures,PASS
ch14-b043,14,Presentation Delivery,data-example,chapters/14-Project-Development.qmd,1206-1210,YES,589,589,YES,YES,YES,first and last source signatures,PASS
ch14-b044,14,Presentation Delivery,data-example,chapters/14-Project-Development.qmd,1213-1216,YES,589,589,YES,YES,YES,first and last source signatures,PASS
ch14-b045,14,Presentation Delivery,data-example,chapters/14-Project-Development.qmd,1219-1223,YES,589,589,YES,YES,YES,first and last source signatures,PASS
ch14-b046,14,Demo Best Practices,inline-example,chapters/14-Project-Development.qmd,1232-1235,YES,589,589,YES,YES,YES,first and last source signatures,PASS
ch14-b047,14,Demo Best Practices,data-example,chapters/14-Project-Development.qmd,1238-1244,YES,589,589,YES,YES,YES,first and last source signatures,PASS
ch14-b048,14,Demo Best Practices,data-example,chapters/14-Project-Development.qmd,1247-1250,YES,589,589,YES,YES,YES,first and last source signatures,PASS
ch15-b001,15,Making Your Demo Bulletproof,inline-example,chapters/15-Final-Presentations.qmd,144-147,YES,594,594,YES,YES,YES,first and last source signatures,PASS
ch15-b002,15,Making Your Demo Bulletproof,inline-example,chapters/15-Final-Presentations.qmd,150-153,YES,594,594,YES,YES,YES,first and last source signatures,PASS
ch15-b003,15,Sample Peer Review Form,configuration,chapters/15-Final-Presentations.qmd,259-315,YES,595,596,YES,YES,YES,first and last source signatures,PASS
ch15-b004,15,Industry-Style Technical Presentation,data-example,chapters/15-Final-Presentations.qmd,338-345,YES,597,597,YES,YES,YES,first and last source signatures,PASS
ch15-b005,15,Industry-Style Technical Presentation,technical-other,chapters/15-Final-Presentations.qmd,348-354,YES,597,597,YES,YES,YES,first and last source signatures,PASS
ch15-b006,15,Industry-Style Technical Presentation,technical-other,chapters/15-Final-Presentations.qmd,357-363,YES,597,597,YES,YES,YES,first and last source signatures,PASS
ch15-b007,15,Industry-Style Technical Presentation,technical-other,chapters/15-Final-Presentations.qmd,366-372,YES,597,597,YES,YES,YES,first and last source signatures,PASS
ch15-b008,15,Industry-Style Technical Presentation,algorithm,chapters/15-Final-Presentations.qmd,375-381,YES,63,597,YES,YES,YES,first and last source signatures,PASS
ch15-b009,15,Industry-Style Technical Presentation,inline-example,chapters/15-Final-Presentations.qmd,384-389,YES,587,598,YES,YES,YES,first and last source signatures,PASS
ch15-b010,15,Industry-Style Technical Presentation,technical-other,chapters/15-Final-Presentations.qmd,392-398,YES,598,598,YES,YES,YES,first and last source signatures,PASS
ch15-b011,15,Industry-Style Technical Presentation,technical-other,chapters/15-Final-Presentations.qmd,401-407,YES,598,598,YES,YES,YES,first and last source signatures,PASS
ch15-b012,15,Common Presentation Mistakes to Avoid,inline-example,chapters/15-Final-Presentations.qmd,454-457,YES,599,599,YES,YES,YES,first and last source signatures,PASS
ch15-b013,15,Common Presentation Mistakes to Avoid,inline-example,chapters/15-Final-Presentations.qmd,460-464,YES,599,599,YES,YES,YES,first and last source signatures,PASS
ch15-b014,15,Common Presentation Mistakes to Avoid,technical-other,chapters/15-Final-Presentations.qmd,467-470,YES,599,599,YES,YES,YES,first and last source signatures,PASS
ch15-b015,15,Common Presentation Mistakes to Avoid,algorithm,chapters/15-Final-Presentations.qmd,473-477,YES,599,599,YES,YES,YES,first and last source signatures,PASS
ch15-b016,15,Common Presentation Mistakes to Avoid,inline-example,chapters/15-Final-Presentations.qmd,482-485,YES,599,599,YES,YES,YES,first and last source signatures,PASS
ch15-b017,15,Common Presentation Mistakes to Avoid,inline-example,chapters/15-Final-Presentations.qmd,488-491,YES,599,599,YES,YES,YES,first and last source signatures,PASS
ch15-b018,15,Common Presentation Mistakes to Avoid,inline-example,chapters/15-Final-Presentations.qmd,494-497,YES,599,599,YES,YES,YES,first and last source signatures,PASS
ch15-b019,15,Common Presentation Mistakes to Avoid,inline-example,chapters/15-Final-Presentations.qmd,500-503,YES,599,599,YES,YES,YES,first and last source signatures,PASS
ch15-b020,15,Common Presentation Mistakes to Avoid,inline-example,chapters/15-Final-Presentations.qmd,506-509,YES,599,599,YES,YES,YES,first and last source signatures,PASS
ch15-b021,15,Lessons Learned Document,configuration,chapters/15-Final-Presentations.qmd,607-662,YES,601,602,YES,YES,YES,first and last source signatures,PASS
