equation_id,chapter,section,source_file,source_line_or_anchor,content_type,current_representation,recommended_representation,inline_or_display,numbered,cross_referenced,variables_defined,assumptions_defined,render_pdf,render_html,render_epub,visual_status,notes
MATH-0525,3,Red-Black Trees: A Different Balance,chapters/03-Data-Structures-for-Efficiency.qmd,684,OTHER,text_or_ascii,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,- AVL: Stricter balance → faster search (1.44 log n height)
MATH-0526,3,Red-Black Trees: A Different Balance,chapters/03-Data-Structures-for-Efficiency.qmd,685,ALGORITHM_FORMULA,text_or_ascii,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,- Red-Black: Looser balance → faster insert/delete (fewer rotations)
MATH-0527,3,Hash Tables - $O(1)$ Average Case Magic,chapters/03-Data-Structures-for-Efficiency.qmd,836,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(1)
MATH-0528,3,The Dream of Constant Time,chapters/03-Data-Structures-for-Efficiency.qmd,840,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(1)
MATH-0529,3,The Dream of Constant Time,chapters/03-Data-Structures-for-Efficiency.qmd,844,ALGORITHM_FORMULA,native_math,native_math,display,NO,UNKNOWN,PASS,PASS,PASS,PASS,PASS,PASS,"\operatorname{address}(k)=h(k)\bmod m,"
MATH-0530,3,The Dream of Constant Time,chapters/03-Data-Structures-for-Efficiency.qmd,848,OTHER,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,h
MATH-0531,3,The Dream of Constant Time,chapters/03-Data-Structures-for-Efficiency.qmd,848,OTHER,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,m
MATH-0532,3,Hash Function Design,chapters/03-Data-Structures-for-Efficiency.qmd,854,ALGORITHM_FORMULA,text_or_ascii,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,1. **Deterministic**: Same input → same output
MATH-0533,3,Hash Function Design,chapters/03-Data-Structures-for-Efficiency.qmd,856,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(1)
MATH-0534,3,Cuckoo Hashing - Worst-Case $O(1)$ Lookup,chapters/03-Data-Structures-for-Efficiency.qmd,1094,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(1)
MATH-0535,3,Beyond Worst-Case,chapters/03-Data-Structures-for-Efficiency.qmd,1249,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(1)
MATH-0536,3,Beyond Worst-Case,chapters/03-Data-Structures-for-Efficiency.qmd,1250,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(n)
MATH-0537,3,Beyond Worst-Case,chapters/03-Data-Structures-for-Efficiency.qmd,1251,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(1)
MATH-0538,3,Theoretical Problems,chapters/03-Data-Structures-for-Efficiency.qmd,2057,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(log* n)
MATH-0539,3,Theoretical Problems,chapters/03-Data-Structures-for-Efficiency.qmd,2057,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(log n)
MATH-0540,3,Theoretical Problems,chapters/03-Data-Structures-for-Efficiency.qmd,2057,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(1)
MATH-0541,3,Theoretical Problems,chapters/03-Data-Structures-for-Efficiency.qmd,2057,APPROXIMATION_RATIO,text_or_ascii,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,**3.3 Amortized Proofs** Prove using potential method: a) Union-Find with path compression is b) Splay tree operations are amortized c) Dynamic table with α-expansion has amortized insert
MATH-0542,3,Key Takeaways,chapters/03-Data-Structures-for-Efficiency.qmd,2121,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(n)
MATH-0543,3,Key Takeaways,chapters/03-Data-Structures-for-Efficiency.qmd,2121,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(log n)
MATH-0544,3,Key Takeaways,chapters/03-Data-Structures-for-Efficiency.qmd,2121,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(1)
MATH-0545,3,Key Takeaways,chapters/03-Data-Structures-for-Efficiency.qmd,2135,APPROXIMATION_RATIO,text_or_ascii,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,- Read-heavy? → Optimize search
MATH-0546,3,Key Takeaways,chapters/03-Data-Structures-for-Efficiency.qmd,2136,APPROXIMATION_RATIO,text_or_ascii,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,- Write-heavy? → Optimize insertion
MATH-0547,3,Key Takeaways,chapters/03-Data-Structures-for-Efficiency.qmd,2137,OTHER,text_or_ascii,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,- Mixed? → Balance both
MATH-0548,4,Introduction: The Power of Greed,chapters/04-Greedy-Algorithms.qmd,15,OTHER,text_or_ascii,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,"- First, a dollar bill ($1) → Remaining: $2.63"
MATH-0549,4,Introduction: The Power of Greed,chapters/04-Greedy-Algorithms.qmd,16,OTHER,text_or_ascii,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,- Another dollar → Remaining: $1.63
MATH-0550,4,Introduction: The Power of Greed,chapters/04-Greedy-Algorithms.qmd,17,OTHER,text_or_ascii,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,- Another dollar → Remaining: $0.63
MATH-0551,4,Introduction: The Power of Greed,chapters/04-Greedy-Algorithms.qmd,18,OTHER,text_or_ascii,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,- A half-dollar (50¢) → Remaining: $0.13
MATH-0552,4,Introduction: The Power of Greed,chapters/04-Greedy-Algorithms.qmd,19,OTHER,text_or_ascii,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,- A dime (10¢) → Remaining: $0.03
MATH-0553,4,Introduction: The Power of Greed,chapters/04-Greedy-Algorithms.qmd,20,OTHER,text_or_ascii,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,- Three pennies (3¢) → Done!
MATH-0554,4,The Greedy Paradigm,chapters/04-Greedy-Algorithms.qmd,54,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(n log n)
MATH-0555,4,The Greedy Paradigm,chapters/04-Greedy-Algorithms.qmd,56,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(1)
MATH-0556,5,Counting the Catastrophe,chapters/05-Dynamic-Programming.qmd,153,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(φ^n)
MATH-0557,5,Counting the Catastrophe,chapters/05-Dynamic-Programming.qmd,153,APPROXIMATION_RATIO,text_or_ascii,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,**Solution:** This is approximately where φ ≈ 1.618 (the golden ratio)
MATH-0558,5,Counting the Catastrophe,chapters/05-Dynamic-Programming.qmd,155,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(2^n)
MATH-0559,5,Counting the Catastrophe,chapters/05-Dynamic-Programming.qmd,166,OTHER,text_or_ascii,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,|100|~1.77 × 10²¹|~56 million years!|
MATH-0560,5,Enter Dynamic Programming: Memoization,chapters/05-Dynamic-Programming.qmd,230,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(n)
MATH-0561,5,Enter Dynamic Programming: Memoization,chapters/05-Dynamic-Programming.qmd,230,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(2^n)
MATH-0562,5,Space Optimization: Using Only What You Need,chapters/05-Dynamic-Programming.qmd,361,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(1)
MATH-0563,5,Space Optimization: Using Only What You Need,chapters/05-Dynamic-Programming.qmd,361,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(n)
MATH-0564,5,Comparing All Approaches,chapters/05-Dynamic-Programming.qmd,371,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(2^n)
MATH-0565,5,Comparing All Approaches,chapters/05-Dynamic-Programming.qmd,371,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(n)
MATH-0566,5,Comparing All Approaches,chapters/05-Dynamic-Programming.qmd,372,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(n)
MATH-0567,5,Comparing All Approaches,chapters/05-Dynamic-Programming.qmd,373,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(n)
MATH-0568,5,Comparing All Approaches,chapters/05-Dynamic-Programming.qmd,374,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(n)
MATH-0569,5,Comparing All Approaches,chapters/05-Dynamic-Programming.qmd,374,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(1)
MATH-0570,5,Step 5: Extract the Solution (Which Items to Take),chapters/05-Dynamic-Programming.qmd,653,FLOW_CONSTRAINT,technical_block,native_math,display,NO,UNKNOWN,PASS,PASS,PASS,PASS,PASS,PASS,"Start at dp[4][7] = 9 Step 1: dp[4][7] = 9, dp[3][7] = 9 → Same value, didn't take item 3 Step 2: dp[3][7] = 9, dp[2][7] = 5 → Different! Took item 2 (w=4, v=5) → New capacity: 7 - 4 = 3 Step 3: dp[2][3] = 4, dp[1][3] = 1 → Different! Took item 1 (w=3, v=4) → New capacity: 3 - 3 "
MATH-0571,5,Complexity Analysis,chapters/05-Dynamic-Programming.qmd,738,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(n × W)
MATH-0572,5,Complexity Analysis,chapters/05-Dynamic-Programming.qmd,742,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(1)
MATH-0573,5,Complexity Analysis,chapters/05-Dynamic-Programming.qmd,746,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(n × W)
MATH-0574,5,Complexity Analysis,chapters/05-Dynamic-Programming.qmd,747,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(W)
MATH-0575,5,Complexity Analysis,chapters/05-Dynamic-Programming.qmd,748,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(W)
MATH-0576,5,The Matrix Chain Problem,chapters/05-Dynamic-Programming.qmd,823,ALGORITHM_FORMULA,text_or_ascii,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,"**Given:** A chain of matrices A₁, A₂, ..., Aₙ with dimensions:"
MATH-0577,5,The Matrix Chain Problem,chapters/05-Dynamic-Programming.qmd,825,OTHER,text_or_ascii,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,- A₁: p₀ × p₁
MATH-0578,5,The Matrix Chain Problem,chapters/05-Dynamic-Programming.qmd,826,OTHER,text_or_ascii,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,- A₂: p₁ × p₂
MATH-0579,5,The Matrix Chain Problem,chapters/05-Dynamic-Programming.qmd,828,OTHER,text_or_ascii,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,- Aₙ: pₙ₋₁ × pₙ
MATH-0580,5,Developing the Solution,chapters/05-Dynamic-Programming.qmd,836,ALGORITHM_FORMULA,native_math,native_math,display,NO,UNKNOWN,PASS,PASS,PASS,PASS,PASS,PASS,A_{1:n}=\left(A_{1:k}\right)\left(A_{k+1:n}\right).
MATH-0581,5,Developing the Solution,chapters/05-Dynamic-Programming.qmd,844,ALGORITHM_FORMULA,text_or_ascii,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,"Let `M[i,j]` = minimum multiplications to compute Aᵢ through Aⱼ"
MATH-0582,5,Complexity Analysis,chapters/05-Dynamic-Programming.qmd,952,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(n^3)
MATH-0583,5,Complexity Analysis,chapters/05-Dynamic-Programming.qmd,954,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(n^2)
MATH-0584,5,Complexity Analysis,chapters/05-Dynamic-Programming.qmd,955,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(n)
MATH-0585,5,Complexity Analysis,chapters/05-Dynamic-Programming.qmd,957,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(n^2)
MATH-0586,5,Complexity Analysis,chapters/05-Dynamic-Programming.qmd,963,ALGORITHM_FORMULA,text_or_ascii,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,- Number of parenthesizations = Catalan number Cₙ₋₁ ≈ 4ⁿ/n^(3/2)
MATH-0587,5,Implementation Challenges,chapters/05-Dynamic-Programming.qmd,1862,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(n)
MATH-0588,5,Implementation Challenges,chapters/05-Dynamic-Programming.qmd,1862,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(n^2)
MATH-0589,6,Regular QuickSort: The Predictable Approach,chapters/06-Randomized-Algorithms.qmd,169,OTHER,text_or_ascii,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,"- First pivot: Ace (1) → Left pile: empty, Right pile: 51 cards"
MATH-0590,6,Regular QuickSort: The Predictable Approach,chapters/06-Randomized-Algorithms.qmd,170,OTHER,text_or_ascii,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,"- Next pivot: 2 → Left pile: empty, Right pile: 50 cards"
MATH-0591,6,Regular QuickSort: The Predictable Approach,chapters/06-Randomized-Algorithms.qmd,175,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(n^2)
MATH-0592,6,Why Random Pivots Save the Day,chapters/06-Randomized-Algorithms.qmd,199,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(log n)
MATH-0593,6,Why Random Pivots Save the Day,chapters/06-Randomized-Algorithms.qmd,200,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(n log n)
MATH-0594,6,Step-by-Step Example,chapters/06-Randomized-Algorithms.qmd,207,ALGORITHM_FORMULA,text_or_ascii,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,- Randomly choose position 3 → pivot = 9
MATH-0595,6,Step-by-Step Example,chapters/06-Randomized-Algorithms.qmd,212,ALGORITHM_FORMULA,text_or_ascii,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,- Random pivot: position 2 → pivot = 7
MATH-0596,6,Step-by-Step Example,chapters/06-Randomized-Algorithms.qmd,216,ALGORITHM_FORMULA,text_or_ascii,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,- Random pivot: position 1 → pivot = 3
MATH-0597,6,Why This Simple Change Is So Powerful,chapters/06-Randomized-Algorithms.qmd,261,PROBABILITY,text_or_ascii,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,- Expected depth of recursion ≈ 2 log₂ n (since we get good pivots half the time)
MATH-0598,6,Why This Simple Change Is So Powerful,chapters/06-Randomized-Algorithms.qmd,262,PROBABILITY,text_or_ascii,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,- Total expected comparisons ≈ 2n ln n ≈ 1.39n log₂ n
MATH-0599,6,Primality Testing: Is This Number Prime?,chapters/06-Randomized-Algorithms.qmd,278,ALGORITHM_FORMULA,text_or_ascii,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,**Naive Approach:** Try dividing by all numbers up to √n
MATH-0600,6,How Miller-Rabin Works (Intuitive Explanation),chapters/06-Randomized-Algorithms.qmd,302,PROBABILITY,text_or_ascii,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,"- After k tests, probability of being fooled ≤ (1/4)^k"
MATH-0601,6,The Birthday Paradox: When Intuition Fails,chapters/06-Randomized-Algorithms.qmd,399,OTHER,text_or_ascii,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,"- ""23 out of 365 days ≈ 6%? Very unlikely!"""
MATH-0602,6,Amplification: Making Algorithms More Reliable,chapters/06-Randomized-Algorithms.qmd,467,PROBABILITY,text_or_ascii,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,- Error probability ≤ p^(k/2) (approximately)
MATH-0603,6,The Naive Approach,chapters/06-Randomized-Algorithms.qmd,517,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(n log n)
MATH-0604,6,The Naive Approach,chapters/06-Randomized-Algorithms.qmd,518,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(1)
MATH-0605,6,The Naive Approach,chapters/06-Randomized-Algorithms.qmd,519,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(n log n)
MATH-0606,6,Why It's Fast,chapters/06-Randomized-Algorithms.qmd,554,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(n)
MATH-0607,6,Why It's Fast,chapters/06-Randomized-Algorithms.qmd,556,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(n log n)
MATH-0608,6,Practical Applications of QuickSelect,chapters/06-Randomized-Algorithms.qmd,604,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(n)
MATH-0609,6,Practical Applications of QuickSelect,chapters/06-Randomized-Algorithms.qmd,604,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(n log n)
MATH-0610,6,The Problem: Collisions,chapters/06-Randomized-Algorithms.qmd,639,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(1)
MATH-0611,6,The Problem: Collisions,chapters/06-Randomized-Algorithms.qmd,639,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(n)
MATH-0612,6,"What Makes a Hash Family ""Universal""?",chapters/06-Randomized-Algorithms.qmd,653,OTHER,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,x
MATH-0613,6,"What Makes a Hash Family ""Universal""?",chapters/06-Randomized-Algorithms.qmd,653,OTHER,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,y
MATH-0614,6,"What Makes a Hash Family ""Universal""?",chapters/06-Randomized-Algorithms.qmd,655,PROBABILITY,native_math,native_math,display,NO,UNKNOWN,PASS,PASS,PASS,PASS,PASS,PASS,"\Pr_{h}[h(x)=h(y)]\le\frac1m,"
MATH-0615,6,"What Makes a Hash Family ""Universal""?",chapters/06-Randomized-Algorithms.qmd,659,OTHER,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,m
MATH-0616,6,"What Makes a Hash Family ""Universal""?",chapters/06-Randomized-Algorithms.qmd,659,OTHER,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,h
MATH-0617,6,The Carter-Wegman Construction,chapters/06-Randomized-Algorithms.qmd,667,ALGORITHM_FORMULA,native_math,native_math,display,YES,UNKNOWN,PASS,PASS,PASS,PASS,PASS,PASS,"h_{a,b}(x)=\bigl((ax+b)\bmod p\bigr)\bmod m. $$ {#eq-universal-hash-family}"
MATH-0618,6,The Carter-Wegman Construction,chapters/06-Randomized-Algorithms.qmd,671,OTHER,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,p
MATH-0619,6,The Carter-Wegman Construction,chapters/06-Randomized-Algorithms.qmd,671,OTHER,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,a
MATH-0620,6,The Carter-Wegman Construction,chapters/06-Randomized-Algorithms.qmd,671,OTHER,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,"\{1,2,\ldots,p-1\}"
MATH-0621,6,The Carter-Wegman Construction,chapters/06-Randomized-Algorithms.qmd,671,OTHER,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,b
MATH-0622,6,The Carter-Wegman Construction,chapters/06-Randomized-Algorithms.qmd,671,OTHER,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,"\{0,1,\ldots,p-1\}"
MATH-0623,6,Understanding Bloom Filter Parameters,chapters/06-Randomized-Algorithms.qmd,817,ALGORITHM_FORMULA,text_or_ascii,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,- Bits needed: m = -n × ln(p) / (ln(2)²)
MATH-0624,6,High Probability Bounds,chapters/06-Randomized-Algorithms.qmd,1274,ASYMPTOTIC_BOUND,native_math,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,O(n log n)
MATH-0625,6,High Probability Bounds,chapters/06-Randomized-Algorithms.qmd,1274,PROBABILITY,text_or_ascii,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,"**High Probability Statement:** ""The algorithm finishes in time with probability ≥ 1 - 1/n²"""
MATH-0626,6,Markov's Inequality: The Weakest Bound,chapters/06-Randomized-Algorithms.qmd,1288,PROBABILITY,text_or_ascii,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,P(X ≥ k × E[X]) ≤ 1/k
MATH-0627,6,Markov's Inequality: The Weakest Bound,chapters/06-Randomized-Algorithms.qmd,1295,PROBABILITY,text_or_ascii,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,- P(≥ 1000 comparisons) ≤ 1/10 = 10%
MATH-0628,6,Markov's Inequality: The Weakest Bound,chapters/06-Randomized-Algorithms.qmd,1296,PROBABILITY,text_or_ascii,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,- P(≥ 10000 comparisons) ≤ 1/100 = 1%
MATH-0629,6,Chernoff Bounds: Much Stronger Guarantees,chapters/06-Randomized-Algorithms.qmd,1304,PROBABILITY,text_or_ascii,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,- Probability of ≥ 600 heads ≈ 0.0000000002%
MATH-0630,6,Chernoff Bounds: Much Stronger Guarantees,chapters/06-Randomized-Algorithms.qmd,1305,PROBABILITY,text_or_ascii,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,- Probability of ≥ 700 heads ≈ 10^-88 (essentially impossible!)
MATH-0631,6,The Elegant Randomized Solution,chapters/06-Randomized-Algorithms.qmd,1458,INEQUALITY,text_or_ascii,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,- Single run: ≥ 2/n² (seems small!)
MATH-0632,6,The Elegant Randomized Solution,chapters/06-Randomized-Algorithms.qmd,1459,PROBABILITY,text_or_ascii,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,- But run n² log n times: Success probability > 1 - 1/n
MATH-0633,6,The Problem,chapters/06-Randomized-Algorithms.qmd,1601,COMPLEXITY_EXPRESSION,text_or_ascii,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,Calculate the area under a complex curve or the value of π.
MATH-0634,6,Estimating π with Random Points,chapters/06-Randomized-Algorithms.qmd,1607,OTHER,text_or_ascii,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,#### Estimating π with Random Points
MATH-0635,6,Estimating π with Random Points,chapters/06-Randomized-Algorithms.qmd,1611,ALGORITHM_FORMULA,text_or_ascii,native_math,inline,NO,UNKNOWN,REVIEW,REVIEW,PASS,PASS,PASS,PASS,- Circle of radius 1 inside (area = π)
