chapter,section,source_file,item_type,description,claimed_algorithm,claimed_complexity,implementation_language,implementation_present,runnable,verification_status,citation_required,source_required,severity,recommended_action,notes
7,Conceptual Understanding,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/07-Computational-Complexity.qmd,MATHEMATICAL_CLAIM,Show that the following problems are NP-complete:,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 844
7,Implementation Exercises,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/07-Computational-Complexity.qmd,MATHEMATICAL_CLAIM,Implement polynomial-time verifiers for:,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 861
7,Implementation Exercises,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/07-Computational-Complexity.qmd,CODE,Fenced block at lines 864-883,,O(n) O(E) O(n),python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
7,Implementation Exercises,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/07-Computational-Complexity.qmd,CODE,Fenced block at lines 890-906,,,python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
7,Implementation Exercises,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/07-Computational-Complexity.qmd,CODE,Fenced block at lines 913-919,,,python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
7,Analysis Problems,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/07-Computational-Complexity.qmd,MATHEMATICAL_CLAIM,7.7 Complexity Analysis,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 924
7,Analysis Problems,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/07-Computational-Complexity.qmd,COMPLEXITY,a) O(n^100) algorithm for 3-SAT,,O(n^100),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 927
7,Analysis Problems,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/07-Computational-Complexity.qmd,COMPLEXITY,b) O(2^√n) algorithm for TSP,,O(2^√n),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 928
7,Analysis Problems,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/07-Computational-Complexity.qmd,COMPLEXITY,c) O(n^log n) algorithm for Clique,,O(n^log n),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 929
7,Analysis Problems,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/07-Computational-Complexity.qmd,MATHEMATICAL_CLAIM,d) Quantum polynomial algorithm for Factoring,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 930
7,Analysis Problems,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/07-Computational-Complexity.qmd,MATHEMATICAL_CLAIM,Identify special cases where NP-complete problems become easy:,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 933
7,Analysis Problems,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/07-Computational-Complexity.qmd,MATHEMATICAL_CLAIM,Model these real problems and identify their complexity:,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 941
7,Key Takeaways,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/07-Computational-Complexity.qmd,MATHEMATICAL_CLAIM,1. The Complexity Hierarchy,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 954
7,Key Takeaways,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/07-Computational-Complexity.qmd,MATHEMATICAL_CLAIM,- NP-complete: The hardest problems in NP,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 957
7,Key Takeaways,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/07-Computational-Complexity.qmd,MATHEMATICAL_CLAIM,2. Recognizing NP-Completeness,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 960
7,Key Takeaways,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/07-Computational-Complexity.qmd,MATHEMATICAL_CLAIM,"- ""Find the best"" often means NP-hard",,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 962
7,Key Takeaways,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/07-Computational-Complexity.qmd,MATHEMATICAL_CLAIM,3. Proving NP-Completeness,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 965
7,Key Takeaways,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/07-Computational-Complexity.qmd,MATHEMATICAL_CLAIM,- Reduce from known NP-complete problem,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 967
7,Key Takeaways,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/07-Computational-Complexity.qmd,COMPLEXITY,- Ensure reduction is polynomial time,,polynomial time,,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 968
7,Key Takeaways,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/07-Computational-Complexity.qmd,MATHEMATICAL_CLAIM,- NP-complete ≠ impossible,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 977
7,Key Takeaways,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/07-Computational-Complexity.qmd,MATHEMATICAL_CLAIM,- Many NP-complete problems solved daily,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 978
7,Key Takeaways,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/07-Computational-Complexity.qmd,MATHEMATICAL_CLAIM,- Understanding complexity guides approach,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 979
7,The Big Picture,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/07-Computational-Complexity.qmd,MATHEMATICAL_CLAIM,Understanding computational complexity is like understanding physics:,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 984
7,The Big Picture,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/07-Computational-Complexity.qmd,COMPLEXITY,- You (probably) can't solve NP-complete problems in polynomial time,,polynomial time,,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 986
7,A Final Perspective,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/07-Computational-Complexity.qmd,MATHEMATICAL_CLAIM,"2. If it seems hard, check if it's NP-complete - Stop looking for perfect polynomial solution",,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 994
7,A Final Perspective,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/07-Computational-Complexity.qmd,MATHEMATICAL_CLAIM,"3. If NP-complete, choose your weapon:",,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 995
7,The Ongoing Quest,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/07-Computational-Complexity.qmd,MATHEMATICAL_CLAIM,"The P vs NP question remains open. But even without the answer, understanding computational complexity has revolutionized how we approach problems. We know what's possible, what's practical, and what's worth attempting.",,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1003
7,Next Chapter Preview,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/07-Computational-Complexity.qmd,MATHEMATICAL_CLAIM,"In Chapter 8, we'll explore Approximation Algorithms—the art of finding near-optimal solutions to NP-hard problems. Because in the real world, ""good enough"" often is!",,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1013
7,Final Thought,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/07-Computational-Complexity.qmd,MATHEMATICAL_CLAIM,"""The question of whether P equals NP is not just about complexity theory. It's about the nature of creativity, the limits of intelligence, and the fundamental capabilities of the universe to process information.""",,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1017
7,Final Thought,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/07-Computational-Complexity.qmd,MATHEMATICAL_CLAIM,"NP-completeness isn't a wall—it's a signpost. It tells us when to stop looking for perfect solutions and start looking for clever alternatives. Master this perspective, and you'll never waste time trying to solve the impossible!",,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1019
8,Introduction: The 99% Solution {.unnumbered},/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,MATHEMATICAL_CLAIM,"Imagine you're planning a road trip to visit 50 tourist attractions across the country. Finding the absolute shortest route is an NP-hard optimization problem and can require impractical computation. But what if I told you that in just a few seconds, we could find a route with a provable bound on how far it is from the shortest possible route? Would you take it?",,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 11
8,Introduction: The 99% Solution {.unnumbered},/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,MATHEMATICAL_CLAIM,This is the essence of approximation algorithms: trading perfection for practicality while maintaining mathematical guarantees about solution quality.,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 15
8,A Real-World Success Story {.unnumbered},/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,MATHEMATICAL_CLAIM,"UPS has used algorithmic route optimization for delivery routing, a family of problems related to the NP-hard Vehicle Routing Problem. Precise dates, guarantees, and savings figures require authoritative sourcing; they are deferred to the freshness and citation pass.",,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 19
8,A Real-World Success Story {.unnumbered},/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,MATHEMATICAL_CLAIM,"The key technical distinction is that an approximation algorithm comes with a proved worst-case quality guarantee, whereas a heuristic may work well empirically without such a guarantee.",,,,NO,NO,MANUAL REVIEW,YES,YES,MEDIUM,Verify assumptions and terminology,line 21
8,Why Approximation Algorithms Matter {.unnumbered},/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,MATHEMATICAL_CLAIM,"When faced with an NP-hard problem, you have several options:",,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 25
8,Why Approximation Algorithms Matter {.unnumbered},/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,MATHEMATICAL_CLAIM,2. Heuristics - Fast but no quality guarantee,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 28
8,Why Approximation Algorithms Matter {.unnumbered},/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,MATHEMATICAL_CLAIM,3. Approximation algorithms - Fast WITH quality guarantees ✨,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 29
8,The Approximation Guarantee {.unnumbered},/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,MATHEMATICAL_CLAIM,The Approximation Guarantee {.unnumbered},,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 33
8,The Approximation Guarantee {.unnumbered},/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,MATHEMATICAL_CLAIM,- Algorithm solution ≤ α × optimal solution,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 38
8,The Approximation Guarantee {.unnumbered},/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,MATHEMATICAL_CLAIM,- Algorithm solution ≥ (1/α) × optimal solution,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 41
8,The Approximation Guarantee {.unnumbered},/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,COMPLEXITY,Where α is the approximation ratio (α ≥ 1).,,o (α ≥ 1),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 43
8,What You'll Learn {.unnumbered},/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,MATHEMATICAL_CLAIM,1. Design approximation algorithms with provable guarantees,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 53
8,What You'll Learn {.unnumbered},/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,MATHEMATICAL_CLAIM,"By the end, you'll have a powerful toolkit for tackling NP-hard problems in the real world!",,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 59
8,The Lemonade Stand Location Problem,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,MATHEMATICAL_CLAIM,Optimal Solution: NP-hard to find!,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 73
8,The Lemonade Stand Location Problem,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,CODE,Fenced block at lines 81-109,,,python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
8,The Lemonade Stand Location Problem,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,PROOF,Proof intuition:,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 114
8,The Lemonade Stand Location Problem,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,MATHEMATICAL_CLAIM,- The optimal solution must also cover these houses,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 116
8,The Lemonade Stand Location Problem,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,MATHEMATICAL_CLAIM,"- In the worst case, optimal places stands perfectly between our stands",,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 117
8,The Lemonade Stand Location Problem,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,MATHEMATICAL_CLAIM,- But that means optimal needs at least half as many stands as we use,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 118
8,The Lemonade Stand Location Problem,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,MATHEMATICAL_CLAIM,- Therefore: our solution ≤ 2 × optimal,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 119
8,Types of Approximation Guarantees,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,MATHEMATICAL_CLAIM,Types of Approximation Guarantees,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 121
8,Constant Factor Approximation,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,MATHEMATICAL_CLAIM,Definition: Algorithm always within constant factor of optimal.,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 125
8,Constant Factor Approximation,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,MATHEMATICAL_CLAIM,- Your solution ≤ 2 × optimal,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 128
8,Logarithmic Approximation,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,COMPLEXITY,Example: O(log n)-approximation for Set Cover,,O(log n),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 136
8,Logarithmic Approximation,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,MATHEMATICAL_CLAIM,- Your solution ≤ (ln n) × optimal,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 137
8,Polynomial Approximation Schemes (PTAS),/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,MATHEMATICAL_CLAIM,Polynomial Approximation Schemes (PTAS),,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 141
8,Polynomial Approximation Schemes (PTAS),/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,MATHEMATICAL_CLAIM,"Definition: Get arbitrarily close to optimal, but time grows with accuracy.",,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 143
8,Polynomial Approximation Schemes (PTAS),/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,COMPLEXITY,- Runtime like O(n^(1/ε)) - polynomial for fixed ε,,O(n^(1/ε),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 148
8,The Traveling Salesman Problem (General),/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,MATHEMATICAL_CLAIM,- Even getting within 1000000 × optimal is NP-hard!,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 158
8,The Traveling Salesman Problem (General),/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,MATHEMATICAL_CLAIM,"Why? If we could approximate general TSP, we could solve Hamiltonian Cycle (NP-complete).",,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 160
8,Clique Problem,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,MATHEMATICAL_CLAIM,- Can't even guarantee finding a clique of size 10 when optimal is 100!,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 167
8,The Approximation Algorithm Design Process,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,COMPLEXITY,- Must run in polynomial time,,polynomial time,,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 177
8,The Approximation Algorithm Design Process,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,MATHEMATICAL_CLAIM,- Compare to optimal (without finding it!),,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 180
8,The Naive Approach,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,CODE,Fenced block at lines 203-220,,exponential time,python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
8,The Naive Approach,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,COMPLEXITY,Time: O(2^n × m) - Impossibly slow for n > 20!,,O(2^n × m),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 223
8,The Greedy 2-Approximation,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,CODE,Fenced block at lines 230-269,,O(V + E),python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
8,Why This is a 2-Approximation,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,PROOF,The Brilliant Proof:,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 274
8,Why This is a 2-Approximation,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,MATHEMATICAL_CLAIM,- Optimal cover needs at least |M| vertices,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 282
8,Why This is a 2-Approximation,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,PROOF,Visual Proof:,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 288
8,Why This is a 2-Approximation,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,PSEUDOCODE,Fenced block at lines 290-293,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
8,An Improved Algorithm: Maximum Matching,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,CODE,Fenced block at lines 299-316,,,python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
8,Can We Do Better Than 2?,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,CODE,Fenced block at lines 326-356,,polynomial time,python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
8,The 2-Approximation Algorithm,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,CODE,Fenced block at lines 379-460,,O(V² log V),python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
8,Why This is a 2-Approximation,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,PROOF,The Proof:,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 465
8,Why This is a 2-Approximation,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,MATHEMATICAL_CLAIM,- Optimal TSP tour minus one edge is a spanning tree,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 468
8,Christofides Algorithm: 1.5-Approximation,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,CODE,Fenced block at lines 488-591,,O(V³),python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
8,Christofides Algorithm: 1.5-Approximation,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,MATHEMATICAL_CLAIM,2. Matching weight ≤ OPT/2 (clever argument using optimal tour on odd vertices),,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 597
8,The Greedy Algorithm,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,CODE,Fenced block at lines 617-662,,O(|universe| × |sets| × |largest set|),python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
8,Why ln(n) Approximation?,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,MATHEMATICAL_CLAIM,- If k sets remain in optimal solution,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 670
8,Why ln(n) Approximation?,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,COMPLEXITY,- Total: O(OPT × ln(n)) sets,,O(OPT × ln(n),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 681
8,The Weighted Version,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,CODE,Fenced block at lines 686-723,,,python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
8,When Greedy is Optimal: Matroids,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,MATHEMATICAL_CLAIM,When Greedy is Optimal: Matroids,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 726
8,When Greedy is Optimal: Matroids,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,MATHEMATICAL_CLAIM,"For some problems, greedy gives OPTIMAL solutions!",,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 728
8,When Greedy is Optimal: Matroids,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,MATHEMATICAL_CLAIM,Examples where greedy is optimal:,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 734
8,MAX-CUT: A Simple Randomized Algorithm,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,CODE,Fenced block at lines 752-820,,,python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
8,MAX-CUT: A Simple Randomized Algorithm,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,MATHEMATICAL_CLAIM,- Expected edges in cut = 0.5 × |E|,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 827
8,MAX-CUT: A Simple Randomized Algorithm,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,MATHEMATICAL_CLAIM,- Therefore: expected cut ≥ 0.5 × MAX-CUT ✓,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 829
8,MAX-SAT: Randomized Rounding,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,CODE,Fenced block at lines 834-888,,,python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
8,The Method of Conditional Expectations,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,MATHEMATICAL_CLAIM,"2. At each step, choose option maximizing expected outcome",,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 897
8,The Method of Conditional Expectations,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,MATHEMATICAL_CLAIM,3. Final result at least as good as expected value of randomized algorithm,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 898
8,The Method of Conditional Expectations,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,CODE,Fenced block at lines 901-937,,,python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
8,Vertex Cover via LP Relaxation,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,CODE,Fenced block at lines 951-1009,,polynomial time,python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
