chapter,section,source_file,language,block_type,fenced_correctly,syntax_highlightable,line_length_issue,execution_possible,expected_output_present,formatting_problem,recommended_style,notes,phase5_block_id,phase5_status
7,Strategy 5: Randomization,chapters/07-Computational-Complexity.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 600-623; 22 content lines,ch07-b010,CLASSIFIED
7,The Complexity Hierarchy,chapters/07-Computational-Complexity.qmd,UNLABELED,TEXT_DIAGRAM,YES,NO,NO,NO,NO,NONE,text-diagram,lines 728-744; 15 content lines,ch07-b011,CLASSIFIED
7,Implementation Exercises,chapters/07-Computational-Complexity.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 847-868; 20 content lines,ch07-b012,CLASSIFIED
7,Implementation Exercises,chapters/07-Computational-Complexity.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 873-891; 17 content lines,ch07-b013,CLASSIFIED
7,Implementation Exercises,chapters/07-Computational-Complexity.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 896-904; 7 content lines,ch07-b014,CLASSIFIED
8,The Lemonade Stand Location Problem,chapters/08-Approximation-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 80-110; 29 content lines,ch08-b001,CLASSIFIED
8,The Naive Approach,chapters/08-Approximation-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 202-221; 18 content lines,ch08-b002,CLASSIFIED
8,The Greedy 2-Approximation,chapters/08-Approximation-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 229-270; 40 content lines,ch08-b003,CLASSIFIED
8,Why This is a 2-Approximation,chapters/08-Approximation-Algorithms.qmd,UNLABELED,OTHER,YES,NO,NO,NO,NO,NONE,technical-other,lines 289-294; 4 content lines,ch08-b004,CLASSIFIED
8,An Improved Algorithm: Maximum Matching,chapters/08-Approximation-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 298-317; 18 content lines,ch08-b005,CLASSIFIED
8,Can We Do Better Than 2?,chapters/08-Approximation-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 325-357; 31 content lines,ch08-b006,CLASSIFIED
8,The 2-Approximation Algorithm,chapters/08-Approximation-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 378-461; 82 content lines,ch08-b007,CLASSIFIED
8,Christofides Algorithm: 1.5-Approximation,chapters/08-Approximation-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 487-592; 104 content lines,ch08-b008,CLASSIFIED
8,The Greedy Algorithm,chapters/08-Approximation-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 616-663; 46 content lines,ch08-b009,CLASSIFIED
8,The Weighted Version,chapters/08-Approximation-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 685-724; 38 content lines,ch08-b010,CLASSIFIED
8,MAX-CUT: A Simple Randomized Algorithm,chapters/08-Approximation-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 751-821; 69 content lines,ch08-b011,CLASSIFIED
8,MAX-SAT: Randomized Rounding,chapters/08-Approximation-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 833-889; 55 content lines,ch08-b012,CLASSIFIED
8,The Method of Conditional Expectations,chapters/08-Approximation-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 900-938; 37 content lines,ch08-b013,CLASSIFIED
8,Vertex Cover via LP Relaxation,chapters/08-Approximation-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 950-1010; 59 content lines,ch08-b014,CLASSIFIED
8,Set Cover via LP Relaxation,chapters/08-Approximation-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1014-1059; 44 content lines,ch08-b015,CLASSIFIED
8,The Integrality Gap,chapters/08-Approximation-Algorithms.qmd,UNLABELED,OTHER,YES,NO,NO,NO,NO,NONE,technical-other,lines 1065-1067; 1 content lines,ch08-b016,CLASSIFIED
8,Knapsack: A Classic FPTAS,chapters/08-Approximation-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1086-1152; 65 content lines,ch08-b017,CLASSIFIED
8,Euclidean TSP: A PTAS,chapters/08-Approximation-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1163-1208; 44 content lines,ch08-b018,CLASSIFIED
8,Inapproximability Results,chapters/08-Approximation-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1232-1281; 48 content lines,ch08-b019,CLASSIFIED
8,The PCP Theorem,chapters/08-Approximation-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1287-1310; 22 content lines,ch08-b020,CLASSIFIED
8,APX-Completeness,chapters/08-Approximation-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1316-1347; 30 content lines,ch08-b021,CLASSIFIED
8,A Complete Approximation Algorithm Toolkit,chapters/08-Approximation-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1355-1448; 92 content lines,ch08-b022,CLASSIFIED
8,Implementation Problems,chapters/08-Approximation-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1482-1501; 18 content lines,ch08-b023,CLASSIFIED
8,Implementation Problems,chapters/08-Approximation-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1504-1519; 14 content lines,ch08-b024,CLASSIFIED
9,The Basic Idea,chapters/09-Advanced-Graph-Algorithms.qmd,UNLABELED,PSEUDOCODE,YES,NO,NO,NO,NO,NONE,algorithm,lines 162-171; 8 content lines,ch09-b001,CLASSIFIED
9,Edmonds-Karp: Breadth-First Augmenting Paths,chapters/09-Advanced-Graph-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 238-423; 184 content lines,ch09-b002,CLASSIFIED
9,The Algorithm,chapters/09-Advanced-Graph-Algorithms.qmd,UNLABELED,PSEUDOCODE,YES,NO,NO,NO,NO,NONE,algorithm,lines 467-486; 18 content lines,ch09-b003,CLASSIFIED
9,The Algorithm,chapters/09-Advanced-Graph-Algorithms.qmd,UNLABELED,OTHER,YES,NO,NO,NO,NO,NONE,technical-other,lines 489-494; 4 content lines,ch09-b004,CLASSIFIED
9,The Algorithm,chapters/09-Advanced-Graph-Algorithms.qmd,UNLABELED,INLINE_EXAMPLE,YES,NO,NO,NO,NO,NONE,inline-example,lines 497-499; 1 content lines,ch09-b005,CLASSIFIED
9,Why Does This Work?,chapters/09-Advanced-Graph-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 516-653; 136 content lines,ch09-b006,CLASSIFIED
9,Implementation,chapters/09-Advanced-Graph-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 712-817; 104 content lines,ch09-b007,CLASSIFIED
9,Hall's Marriage Theorem,chapters/09-Advanced-Graph-Algorithms.qmd,UNLABELED,INLINE_EXAMPLE,YES,NO,NO,NO,NO,NONE,inline-example,lines 832-836; 3 content lines,ch09-b008,CLASSIFIED
9,The Setup,chapters/09-Advanced-Graph-Algorithms.qmd,UNLABELED,INLINE_EXAMPLE,YES,NO,NO,NO,NO,NONE,inline-example,lines 865-867; 1 content lines,ch09-b009,CLASSIFIED
9,Successive Shortest Paths Algorithm,chapters/09-Advanced-Graph-Algorithms.qmd,UNLABELED,PSEUDOCODE,YES,NO,NO,NO,NO,NONE,algorithm,lines 873-883; 9 content lines,ch09-b010,CLASSIFIED
9,Implementation,chapters/09-Advanced-Graph-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 893-1043; 149 content lines,ch09-b011,CLASSIFIED
9,Cycle-Canceling Algorithm,chapters/09-Advanced-Graph-Algorithms.qmd,UNLABELED,PSEUDOCODE,YES,NO,NO,NO,NO,NONE,algorithm,lines 1049-1054; 4 content lines,ch09-b012,CLASSIFIED
9,Architecture,chapters/09-Advanced-Graph-Algorithms.qmd,UNLABELED,TEXT_DIAGRAM,YES,NO,NO,NO,NO,NONE,text-diagram,lines 1142-1160; 17 content lines,ch09-b013,CLASSIFIED
9,Core Network Class,chapters/09-Advanced-Graph-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1164-1299; 134 content lines,ch09-b014,CLASSIFIED
9,Algorithm Interface,chapters/09-Advanced-Graph-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1303-1331; 27 content lines,ch09-b015,CLASSIFIED
9,Application: Matching Solver,chapters/09-Advanced-Graph-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1335-1452; 116 content lines,ch09-b016,CLASSIFIED
9,Visualization Module,chapters/09-Advanced-Graph-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1456-1568; 111 content lines,ch09-b017,CLASSIFIED
9,Command-Line Interface,chapters/09-Advanced-Graph-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1572-1657; 84 content lines,ch09-b018,CLASSIFIED
9,Testing Suite,chapters/09-Advanced-Graph-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1661-1738; 76 content lines,ch09-b019,CLASSIFIED
9,Warm-Up Problems,chapters/09-Advanced-Graph-Algorithms.qmd,UNLABELED,TEXT_DIAGRAM,YES,NO,NO,NO,NO,NONE,text-diagram,lines 1784-1790; 5 content lines,ch09-b020,CLASSIFIED
10,The Setup,chapters/10-String-Processing-Algorithms.qmd,UNLABELED,OTHER,YES,NO,NO,NO,NO,NONE,technical-other,lines 42-50; 7 content lines,ch10-b001,CLASSIFIED
10,The Naive Approach,chapters/10-String-Processing-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 56-80; 23 content lines,ch10-b002,CLASSIFIED
10,The Naive Approach,chapters/10-String-Processing-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 88-95; 6 content lines,ch10-b003,CLASSIFIED
10,The Big Idea,chapters/10-String-Processing-Algorithms.qmd,UNLABELED,OTHER,YES,NO,NO,NO,NO,NONE,technical-other,lines 115-132; 16 content lines,ch10-b004,CLASSIFIED
10,The Failure Function (Longest Proper Prefix-Suffix),chapters/10-String-Processing-Algorithms.qmd,UNLABELED,OTHER,YES,NO,NO,NO,NO,NONE,technical-other,lines 146-156; 9 content lines,ch10-b005,CLASSIFIED
10,The Failure Function (Longest Proper Prefix-Suffix),chapters/10-String-Processing-Algorithms.qmd,UNLABELED,OTHER,YES,NO,NO,NO,NO,NONE,technical-other,lines 160-171; 10 content lines,ch10-b006,CLASSIFIED
10,Computing the Failure Function,chapters/10-String-Processing-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 177-210; 32 content lines,ch10-b007,CLASSIFIED
10,Computing the Failure Function,chapters/10-String-Processing-Algorithms.qmd,UNLABELED,OTHER,YES,NO,NO,NO,NO,NONE,technical-other,lines 214-237; 22 content lines,ch10-b008,CLASSIFIED
10,The KMP Search Algorithm,chapters/10-String-Processing-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 245-287; 41 content lines,ch10-b009,CLASSIFIED
10,Complete KMP Example Trace,chapters/10-String-Processing-Algorithms.qmd,UNLABELED,OTHER,YES,NO,NO,NO,NO,NONE,technical-other,lines 293-336; 42 content lines,ch10-b010,CLASSIFIED
10,Full Implementation with Examples,chapters/10-String-Processing-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 345-526; 180 content lines,ch10-b011,CLASSIFIED
10,Rolling Hash Function,chapters/10-String-Processing-Algorithms.qmd,UNLABELED,PSEUDOCODE,YES,NO,NO,NO,NO,NONE,algorithm,lines 549-555; 5 content lines,ch10-b012,CLASSIFIED
10,Rolling Hash Function,chapters/10-String-Processing-Algorithms.qmd,UNLABELED,OTHER,YES,NO,NO,NO,NO,NONE,technical-other,lines 558-564; 5 content lines,ch10-b013,CLASSIFIED
10,Rolling Hash Function,chapters/10-String-Processing-Algorithms.qmd,UNLABELED,INLINE_EXAMPLE,YES,NO,NO,NO,NO,NONE,inline-example,lines 567-569; 1 content lines,ch10-b014,CLASSIFIED
10,Dealing with Large Numbers,chapters/10-String-Processing-Algorithms.qmd,UNLABELED,INLINE_EXAMPLE,YES,NO,NO,NO,NO,NONE,inline-example,lines 575-577; 1 content lines,ch10-b015,CLASSIFIED
10,Implementation,chapters/10-String-Processing-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 585-818; 232 content lines,ch10-b016,CLASSIFIED
10,What's a Suffix?,chapters/10-String-Processing-Algorithms.qmd,UNLABELED,OTHER,YES,NO,NO,NO,NO,NONE,technical-other,lines 845-855; 9 content lines,ch10-b017,CLASSIFIED
10,Building a Suffix Array (Naive),chapters/10-String-Processing-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 875-893; 17 content lines,ch10-b018,CLASSIFIED
10,Building a Suffix Array Efficiently,chapters/10-String-Processing-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 903-1146; 242 content lines,ch10-b019,CLASSIFIED
10,Applications of Suffix Arrays,chapters/10-String-Processing-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1151-1157; 5 content lines,ch10-b020,CLASSIFIED
10,Applications of Suffix Arrays,chapters/10-String-Processing-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1160-1180; 19 content lines,ch10-b021,CLASSIFIED
10,What's a Suffix Tree?,chapters/10-String-Processing-Algorithms.qmd,UNLABELED,TERMINAL_COMMAND,YES,NO,NO,NO,NO,NONE,terminal,lines 1196-1206; 9 content lines,ch10-b022,CLASSIFIED
10,DNA Sequence Matching,chapters/10-String-Processing-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1233-1255; 21 content lines,ch10-b023,CLASSIFIED
10,DNA Sequence Matching,chapters/10-String-Processing-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1258-1267; 8 content lines,ch10-b024,CLASSIFIED
10,Read Alignment,chapters/10-String-Processing-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1273-1304; 30 content lines,ch10-b025,CLASSIFIED
10,Detecting Tandem Repeats,chapters/10-String-Processing-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1310-1340; 29 content lines,ch10-b026,CLASSIFIED
10,Project Structure,chapters/10-String-Processing-Algorithms.qmd,UNLABELED,TEXT_DIAGRAM,YES,NO,NO,NO,NO,NONE,text-diagram,lines 1348-1386; 37 content lines,ch10-b027,CLASSIFIED
10,Core Library Implementation,chapters/10-String-Processing-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1390-1415; 24 content lines,ch10-b028,CLASSIFIED
10,Core Library Implementation,chapters/10-String-Processing-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1417-1682; 264 content lines,ch10-b029,CLASSIFIED
10,Text Compression Application,chapters/10-String-Processing-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1686-1850; 163 content lines,ch10-b030,CLASSIFIED
10,Command-Line Tool,chapters/10-String-Processing-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1854-1997; 142 content lines,ch10-b031,CLASSIFIED
11,The Big Idea,chapters/11-Numerical-Algorithms.qmd,UNLABELED,DATA,YES,NO,NO,NO,NO,NONE,data-example,lines 46-50; 3 content lines,ch11-b001,CLASSIFIED
11,The Mathematical Foundation,chapters/11-Numerical-Algorithms.qmd,UNLABELED,OTHER,YES,NO,NO,NO,NO,NONE,technical-other,lines 64-72; 7 content lines,ch11-b002,CLASSIFIED
11,The Naive DFT: O(N²),chapters/11-Numerical-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 82-99; 16 content lines,ch11-b003,CLASSIFIED
11,The Key Insight,chapters/11-Numerical-Algorithms.qmd,UNLABELED,PSEUDOCODE,YES,NO,NO,NO,NO,NONE,algorithm,lines 113-125; 11 content lines,ch11-b004,CLASSIFIED
11,The Recursive Algorithm,chapters/11-Numerical-Algorithms.qmd,UNLABELED,PSEUDOCODE,YES,NO,NO,NO,NO,NONE,algorithm,lines 138-141; 2 content lines,ch11-b005,CLASSIFIED
11,Implementation: Recursive FFT,chapters/11-Numerical-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 152-196; 43 content lines,ch11-b006,CLASSIFIED
11,Implementation: Recursive FFT,chapters/11-Numerical-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 200-228; 27 content lines,ch11-b007,CLASSIFIED
11,Iterative FFT (Cooley-Tukey),chapters/11-Numerical-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 234-287; 52 content lines,ch11-b008,CLASSIFIED
11,Iterative FFT (Cooley-Tukey),chapters/11-Numerical-Algorithms.qmd,UNLABELED,OTHER,YES,NO,NO,NO,NO,NONE,technical-other,lines 291-296; 4 content lines,ch11-b009,CLASSIFIED
11,Complete FFT Implementation,chapters/11-Numerical-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 302-543; 240 content lines,ch11-b010,CLASSIFIED
11,The Problem,chapters/11-Numerical-Algorithms.qmd,UNLABELED,INLINE_EXAMPLE,YES,NO,NO,NO,NO,NONE,inline-example,lines 550-553; 2 content lines,ch11-b011,CLASSIFIED
11,The Problem,chapters/11-Numerical-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 559-574; 14 content lines,ch11-b012,CLASSIFIED
11,The Problem,chapters/11-Numerical-Algorithms.qmd,UNLABELED,OTHER,YES,NO,NO,NO,NO,NONE,technical-other,lines 577-584; 6 content lines,ch11-b013,CLASSIFIED
11,The FFT Trick,chapters/11-Numerical-Algorithms.qmd,UNLABELED,INLINE_EXAMPLE,YES,NO,NO,NO,NO,NONE,inline-example,lines 596-598; 1 content lines,ch11-b014,CLASSIFIED
11,Implementation,chapters/11-Numerical-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 608-703; 94 content lines,ch11-b015,CLASSIFIED
11,Application: Big Integer Multiplication,chapters/11-Numerical-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 709-762; 52 content lines,ch11-b016,CLASSIFIED
11,Matrix Multiplication: The Naive Way,chapters/11-Numerical-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 787-805; 17 content lines,ch11-b017,CLASSIFIED
11,Strassen's Algorithm: O(n^2.807),chapters/11-Numerical-Algorithms.qmd,UNLABELED,PSEUDOCODE,YES,NO,NO,NO,NO,NONE,algorithm,lines 818-821; 2 content lines,ch11-b018,CLASSIFIED
11,Strassen's Algorithm: O(n^2.807),chapters/11-Numerical-Algorithms.qmd,UNLABELED,OTHER,YES,NO,NO,NO,NO,NONE,technical-other,lines 824-838; 13 content lines,ch11-b019,CLASSIFIED
11,Strassen's Algorithm: O(n^2.807),chapters/11-Numerical-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 842-894; 51 content lines,ch11-b020,CLASSIFIED
11,Cache-Efficient Matrix Multiplication,chapters/11-Numerical-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 912-942; 29 content lines,ch11-b021,CLASSIFIED
11,Matrix Operations Library,chapters/11-Numerical-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 953-1176; 222 content lines,ch11-b022,CLASSIFIED
11,The Floating-Point Problem,chapters/11-Numerical-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1184-1210; 25 content lines,ch11-b023,CLASSIFIED
11,Condition Numbers,chapters/11-Numerical-Algorithms.qmd,UNLABELED,INLINE_EXAMPLE,YES,NO,NO,NO,NO,NONE,inline-example,lines 1217-1222; 4 content lines,ch11-b024,CLASSIFIED
11,Condition Numbers,chapters/11-Numerical-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1224-1270; 45 content lines,ch11-b025,CLASSIFIED
11,Numerically Stable Algorithms,chapters/11-Numerical-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1276-1330; 53 content lines,ch11-b026,CLASSIFIED
11,Best Practices for Numerical Computing,chapters/11-Numerical-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1334-1441; 106 content lines,ch11-b027,CLASSIFIED
11,Audio Processing,chapters/11-Numerical-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1447-1686; 238 content lines,ch11-b028,CLASSIFIED
11,Image Processing with FFT,chapters/11-Numerical-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1690-1831; 140 content lines,ch11-b029,CLASSIFIED
11,Project Structure,chapters/11-Numerical-Algorithms.qmd,UNLABELED,TEXT_DIAGRAM,YES,NO,NO,NO,NO,NONE,text-diagram,lines 1839-1865; 25 content lines,ch11-b030,CLASSIFIED
11,Core FFT Module,chapters/11-Numerical-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1869-1902; 32 content lines,ch11-b031,CLASSIFIED
11,Signal Generator Module,chapters/11-Numerical-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1906-2122; 215 content lines,ch11-b032,CLASSIFIED
11,Complete Audio Processor Application,chapters/11-Numerical-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 2126-2357; 230 content lines,ch11-b033,CLASSIFIED
11,Command-Line Interface,chapters/11-Numerical-Algorithms.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 2361-2417; 55 content lines,ch11-b034,CLASSIFIED
12,Building a Segment Tree,chapters/12-Advanced-Data-Structures.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 74-212; 137 content lines,ch12-b001,CLASSIFIED
12,Step-by-Step Example,chapters/12-Advanced-Data-Structures.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 218-259; 40 content lines,ch12-b002,CLASSIFIED
12,Lazy Propagation: Range Updates,chapters/12-Advanced-Data-Structures.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 271-422; 150 content lines,ch12-b003,CLASSIFIED
12,Applications and Variants,chapters/12-Advanced-Data-Structures.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 433-498; 64 content lines,ch12-b004,CLASSIFIED
12,The Brilliant Idea,chapters/12-Advanced-Data-Structures.qmd,UNLABELED,OTHER,YES,NO,NO,NO,NO,NONE,technical-other,lines 520-529; 8 content lines,ch12-b005,CLASSIFIED
12,Implementation,chapters/12-Advanced-Data-Structures.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 551-714; 162 content lines,ch12-b006,CLASSIFIED
12,The Magic of Bit Manipulation,chapters/12-Advanced-Data-Structures.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 720-771; 50 content lines,ch12-b007,CLASSIFIED
12,2D Fenwick Tree,chapters/12-Advanced-Data-Structures.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 777-885; 107 content lines,ch12-b008,CLASSIFIED
12,Fenwick Tree vs Segment Tree,chapters/12-Advanced-Data-Structures.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 889-970; 80 content lines,ch12-b009,CLASSIFIED
12,Persistent Array,chapters/12-Advanced-Data-Structures.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 986-1149; 162 content lines,ch12-b010,CLASSIFIED
12,Persistent Segment Tree,chapters/12-Advanced-Data-Structures.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1153-1310; 156 content lines,ch12-b011,CLASSIFIED
12,Applications of Persistence,chapters/12-Advanced-Data-Structures.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1314-1402; 87 content lines,ch12-b012,CLASSIFIED
12,Succinct Bit Vector,chapters/12-Advanced-Data-Structures.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1419-1586; 166 content lines,ch12-b013,CLASSIFIED
12,Wavelet Tree,chapters/12-Advanced-Data-Structures.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1597-1729; 131 content lines,ch12-b014,CLASSIFIED
12,Applications of Succinct Structures,chapters/12-Advanced-Data-Structures.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1733-1840; 106 content lines,ch12-b015,CLASSIFIED
12,Cache-Oblivious Matrix Transpose,chapters/12-Advanced-Data-Structures.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 1854-2026; 171 content lines,ch12-b016,CLASSIFIED
12,Van Emde Boas Layout,chapters/12-Advanced-Data-Structures.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 2030-2100; 69 content lines,ch12-b017,CLASSIFIED
12,Project Structure,chapters/12-Advanced-Data-Structures.qmd,UNLABELED,TEXT_DIAGRAM,YES,NO,NO,NO,NO,NONE,text-diagram,lines 2108-2133; 24 content lines,ch12-b018,CLASSIFIED
12,Unified Interface,chapters/12-Advanced-Data-Structures.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 2137-2181; 43 content lines,ch12-b019,CLASSIFIED
12,Range Query Solver Application,chapters/12-Advanced-Data-Structures.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 2185-2314; 128 content lines,ch12-b020,CLASSIFIED
12,Comprehensive Benchmarking Suite,chapters/12-Advanced-Data-Structures.qmd,python,PROGRAM_CODE,YES,YES,NO,YES,NO,NONE,program-code,lines 2318-2440; 121 content lines,ch12-b021,CLASSIFIED
