block_id,chapter,section,source_file,current_language,semantic_type,executable,complete_or_fragment,title_needed,caption_needed,line_numbers,print_style,html_style,epub_style,overflow_risk,special_handling,status,notes
ch05-b018,5,Step 4: Implement Bottom-Up (Tabulation),chapters/05-Dynamic-Programming.qmd,UNLABELED,OTHER,NO,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,technical-other,technical-other,technical-other,LOW,NONE,CLASSIFIED,lines 584-597; 12 content lines
ch05-b019,5,Step 5: Extract the Solution (Which Items to Take),chapters/05-Dynamic-Programming.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 611-649; 37 content lines
ch05-b020,5,Step 5: Extract the Solution (Which Items to Take),chapters/05-Dynamic-Programming.qmd,UNLABELED,OTHER,NO,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,technical-other,technical-other,technical-other,LOW,NONE,CLASSIFIED,lines 653-672; 18 content lines
ch05-b021,5,Step 6: Optimize Space (When Possible),chapters/05-Dynamic-Programming.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 678-710; 31 content lines
ch05-b022,5,Step 6: Optimize Space (When Possible),chapters/05-Dynamic-Programming.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 714-732; 17 content lines
ch05-b023,5,The Longest Common Subsequence (LCS) Problem,chapters/05-Dynamic-Programming.qmd,UNLABELED,OTHER,NO,FRAGMENT,NO,NO,NO,technical-other,technical-other,technical-other,LOW,NONE,CLASSIFIED,lines 780-786; 5 content lines
ch05-b024,5,Developing the Solution,chapters/05-Dynamic-Programming.qmd,UNLABELED,INLINE_EXAMPLE,NO,FRAGMENT,NO,NO,NO,inline-example,inline-example,inline-example,LOW,NONE,CLASSIFIED,lines 836-838; 1 content lines
ch05-b025,5,Developing the Solution,chapters/05-Dynamic-Programming.qmd,UNLABELED,OTHER,NO,FRAGMENT,NO,NO,NO,technical-other,technical-other,technical-other,LOW,NONE,CLASSIFIED,lines 846-851; 4 content lines
ch05-b026,5,Matrix Chain Implementation,chapters/05-Dynamic-Programming.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 861-924; 62 content lines
ch05-b027,5,Tracing Through an Example,chapters/05-Dynamic-Programming.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 928-948; 19 content lines
ch05-b028,5,1. **Interval DP**,chapters/05-Dynamic-Programming.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 976-1011; 34 content lines
ch05-b029,5,2. **Tree DP**,chapters/05-Dynamic-Programming.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1017-1040; 22 content lines
ch05-b030,5,3. **Digit DP**,chapters/05-Dynamic-Programming.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1046-1079; 32 content lines
ch05-b031,5,1. **Rolling Array**,chapters/05-Dynamic-Programming.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1087-1099; 11 content lines
ch05-b032,5,2. **State Compression**,chapters/05-Dynamic-Programming.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1105-1144; 38 content lines
ch05-b033,5,3. **Divide and Conquer Optimization**,chapters/05-Dynamic-Programming.qmd,python,PROGRAM_CODE,YES,FRAGMENT,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1150-1158; 7 content lines
ch05-b034,5,Project Structure,chapters/05-Dynamic-Programming.qmd,UNLABELED,TEXT_DIAGRAM,NO,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,text-diagram,text-diagram,text-diagram,LOW,NONE,CLASSIFIED,lines 1189-1219; 29 content lines
ch05-b035,5,Core Implementation: DP Base Class,chapters/05-Dynamic-Programming.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1223-1378; 154 content lines
ch05-b036,5,Example: Knapsack Implementation,chapters/05-Dynamic-Programming.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1382-1469; 86 content lines
ch05-b037,5,Visualization Component,chapters/05-Dynamic-Programming.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1473-1566; 92 content lines
ch05-b038,5,Real-World Example: DNA Alignment Tool,chapters/05-Dynamic-Programming.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1570-1669; 98 content lines
ch05-b039,5,Testing Suite,chapters/05-Dynamic-Programming.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1673-1780; 106 content lines
ch05-b040,5,Programming Problems,chapters/05-Dynamic-Programming.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1798-1810; 11 content lines
ch05-b041,5,Programming Problems,chapters/05-Dynamic-Programming.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1814-1826; 11 content lines
ch05-b042,5,Programming Problems,chapters/05-Dynamic-Programming.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1830-1842; 11 content lines
ch05-b043,5,Implementation Challenges,chapters/05-Dynamic-Programming.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1848-1860; 11 content lines
ch05-b044,5,Implementation Challenges,chapters/05-Dynamic-Programming.qmd,python,PROGRAM_CODE,YES,FRAGMENT,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1864-1872; 7 content lines
ch05-b045,5,Implementation Challenges,chapters/05-Dynamic-Programming.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1876-1887; 10 content lines
ch06-b001,6,The Implementation,chapters/06-Randomized-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 232-253; 20 content lines
ch06-b002,6,How Miller-Rabin Works (Intuitive Explanation),chapters/06-Randomized-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 312-367; 54 content lines
ch06-b003,6,The Birthday Paradox: When Intuition Fails,chapters/06-Randomized-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 417-451; 33 content lines
ch06-b004,6,Amplification: Making Algorithms More Reliable,chapters/06-Randomized-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 470-499; 28 content lines
ch06-b005,6,The Implementation,chapters/06-Randomized-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 560-597; 36 content lines
ch06-b006,6,The Carter-Wegman Construction,chapters/06-Randomized-Algorithms.qmd,UNLABELED,INLINE_EXAMPLE,NO,FRAGMENT,NO,NO,NO,inline-example,inline-example,inline-example,LOW,NONE,CLASSIFIED,lines 664-666; 1 content lines
ch06-b007,6,The Carter-Wegman Construction,chapters/06-Randomized-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 676-777; 100 content lines
ch06-b008,6,Understanding Bloom Filter Parameters,chapters/06-Randomized-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 827-963; 135 content lines
ch06-b009,6,Why It Works (Intuitive Explanation),chapters/06-Randomized-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1012-1100; 87 content lines
ch06-b010,6,The Solution: Count-Min Sketch,chapters/06-Randomized-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1122-1220; 97 content lines
ch06-b011,6,Expected Value: The Average Case,chapters/06-Randomized-Algorithms.qmd,UNLABELED,PSEUDOCODE,NO,FRAGMENT,NO,NO,NO,algorithm,algorithm,algorithm,LOW,NONE,CLASSIFIED,lines 1261-1267; 5 content lines
ch06-b012,6,Chernoff Bounds: Much Stronger Guarantees,chapters/06-Randomized-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1310-1426; 115 content lines
ch06-b013,6,The Elegant Randomized Solution,chapters/06-Randomized-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1462-1594; 131 content lines
ch06-b014,6,Estimating π with Random Points,chapters/06-Randomized-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1618-1675; 56 content lines
ch06-b015,6,The Problem,chapters/06-Randomized-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1699-1752; 52 content lines
ch06-b016,6,A/B Testing with Statistical Significance,chapters/06-Randomized-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1758-1858; 99 content lines
ch07-b001,7,Boolean Satisfiability (SAT),chapters/07-Computational-Complexity.qmd,UNLABELED,OTHER,NO,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,technical-other,technical-other,technical-other,LOW,NONE,CLASSIFIED,lines 286-298; 11 content lines
ch07-b002,7,The Knapsack Problem (Decision Version),chapters/07-Computational-Complexity.qmd,UNLABELED,OTHER,NO,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,technical-other,technical-other,technical-other,LOW,NONE,CLASSIFIED,lines 338-349; 10 content lines
ch07-b003,7,3-SAT: The Special Case,chapters/07-Computational-Complexity.qmd,UNLABELED,INLINE_EXAMPLE,NO,FRAGMENT,NO,NO,NO,inline-example,inline-example,inline-example,LOW,NONE,CLASSIFIED,lines 377-381; 3 content lines
ch07-b004,7,The Clique Problem,chapters/07-Computational-Complexity.qmd,UNLABELED,OTHER,NO,FRAGMENT,NO,NO,NO,technical-other,technical-other,technical-other,LOW,NONE,CLASSIFIED,lines 395-400; 4 content lines
ch07-b005,7,Step 1: Show Vertex Cover is in NP,chapters/07-Computational-Complexity.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 425-437; 11 content lines
ch07-b006,7,Step 3: Construct the Reduction,chapters/07-Computational-Complexity.qmd,UNLABELED,TEXT_DIAGRAM,NO,FRAGMENT,NO,NO,NO,text-diagram,text-diagram,text-diagram,LOW,NONE,CLASSIFIED,lines 450-458; 7 content lines
ch07-b007,7,Step 3: Construct the Reduction,chapters/07-Computational-Complexity.qmd,UNLABELED,INLINE_EXAMPLE,NO,FRAGMENT,NO,NO,NO,inline-example,inline-example,inline-example,LOW,NONE,CLASSIFIED,lines 461-465; 3 content lines
ch07-b008,7,Example: 2-Approximation for Vertex Cover,chapters/07-Computational-Complexity.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 498-520; 21 content lines
ch07-b009,7,Example: SAT Solvers,chapters/07-Computational-Complexity.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 555-590; 34 content lines
ch07-b010,7,Strategy 5: Randomization,chapters/07-Computational-Complexity.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 600-623; 22 content lines
ch07-b011,7,The Complexity Hierarchy,chapters/07-Computational-Complexity.qmd,UNLABELED,TEXT_DIAGRAM,NO,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,text-diagram,text-diagram,text-diagram,LOW,NONE,CLASSIFIED,lines 728-744; 15 content lines
ch07-b012,7,Implementation Exercises,chapters/07-Computational-Complexity.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 847-868; 20 content lines
ch07-b013,7,Implementation Exercises,chapters/07-Computational-Complexity.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 873-891; 17 content lines
ch07-b014,7,Implementation Exercises,chapters/07-Computational-Complexity.qmd,python,PROGRAM_CODE,YES,FRAGMENT,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 896-904; 7 content lines
ch08-b001,8,The Lemonade Stand Location Problem,chapters/08-Approximation-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 80-110; 29 content lines
ch08-b002,8,The Naive Approach,chapters/08-Approximation-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 202-221; 18 content lines
ch08-b003,8,The Greedy 2-Approximation,chapters/08-Approximation-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 229-270; 40 content lines
ch08-b004,8,Why This is a 2-Approximation,chapters/08-Approximation-Algorithms.qmd,UNLABELED,OTHER,NO,FRAGMENT,NO,NO,NO,technical-other,technical-other,technical-other,LOW,NONE,CLASSIFIED,lines 289-294; 4 content lines
ch08-b005,8,An Improved Algorithm: Maximum Matching,chapters/08-Approximation-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 298-317; 18 content lines
ch08-b006,8,Can We Do Better Than 2?,chapters/08-Approximation-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 325-357; 31 content lines
ch08-b007,8,The 2-Approximation Algorithm,chapters/08-Approximation-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 378-461; 82 content lines
ch08-b008,8,Christofides Algorithm: 1.5-Approximation,chapters/08-Approximation-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 487-592; 104 content lines
ch08-b009,8,The Greedy Algorithm,chapters/08-Approximation-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 616-663; 46 content lines
ch08-b010,8,The Weighted Version,chapters/08-Approximation-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 685-724; 38 content lines
ch08-b011,8,MAX-CUT: A Simple Randomized Algorithm,chapters/08-Approximation-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 751-821; 69 content lines
ch08-b012,8,MAX-SAT: Randomized Rounding,chapters/08-Approximation-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 833-889; 55 content lines
ch08-b013,8,The Method of Conditional Expectations,chapters/08-Approximation-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 900-938; 37 content lines
ch08-b014,8,Vertex Cover via LP Relaxation,chapters/08-Approximation-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 950-1010; 59 content lines
ch08-b015,8,Set Cover via LP Relaxation,chapters/08-Approximation-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1014-1059; 44 content lines
ch08-b016,8,The Integrality Gap,chapters/08-Approximation-Algorithms.qmd,UNLABELED,OTHER,NO,FRAGMENT,NO,NO,NO,technical-other,technical-other,technical-other,LOW,NONE,CLASSIFIED,lines 1065-1067; 1 content lines
ch08-b017,8,Knapsack: A Classic FPTAS,chapters/08-Approximation-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1086-1152; 65 content lines
ch08-b018,8,Euclidean TSP: A PTAS,chapters/08-Approximation-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1163-1208; 44 content lines
ch08-b019,8,Inapproximability Results,chapters/08-Approximation-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1232-1281; 48 content lines
ch08-b020,8,The PCP Theorem,chapters/08-Approximation-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1287-1310; 22 content lines
ch08-b021,8,APX-Completeness,chapters/08-Approximation-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1316-1347; 30 content lines
ch08-b022,8,A Complete Approximation Algorithm Toolkit,chapters/08-Approximation-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1355-1448; 92 content lines
ch08-b023,8,Implementation Problems,chapters/08-Approximation-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1482-1501; 18 content lines
ch08-b024,8,Implementation Problems,chapters/08-Approximation-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1504-1519; 14 content lines
ch09-b001,9,The Basic Idea,chapters/09-Advanced-Graph-Algorithms.qmd,UNLABELED,PSEUDOCODE,NO,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,algorithm,algorithm,algorithm,LOW,NONE,CLASSIFIED,lines 162-171; 8 content lines
ch09-b002,9,Edmonds-Karp: Breadth-First Augmenting Paths,chapters/09-Advanced-Graph-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 238-423; 184 content lines
ch09-b003,9,The Algorithm,chapters/09-Advanced-Graph-Algorithms.qmd,UNLABELED,PSEUDOCODE,NO,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,algorithm,algorithm,algorithm,LOW,NONE,CLASSIFIED,lines 467-486; 18 content lines
ch09-b004,9,The Algorithm,chapters/09-Advanced-Graph-Algorithms.qmd,UNLABELED,OTHER,NO,FRAGMENT,NO,NO,NO,technical-other,technical-other,technical-other,LOW,NONE,CLASSIFIED,lines 489-494; 4 content lines
ch09-b005,9,The Algorithm,chapters/09-Advanced-Graph-Algorithms.qmd,UNLABELED,INLINE_EXAMPLE,NO,FRAGMENT,NO,NO,NO,inline-example,inline-example,inline-example,LOW,NONE,CLASSIFIED,lines 497-499; 1 content lines
ch09-b006,9,Why Does This Work?,chapters/09-Advanced-Graph-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 516-653; 136 content lines
ch09-b007,9,Implementation,chapters/09-Advanced-Graph-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 712-817; 104 content lines
ch09-b008,9,Hall's Marriage Theorem,chapters/09-Advanced-Graph-Algorithms.qmd,UNLABELED,INLINE_EXAMPLE,NO,FRAGMENT,NO,NO,NO,inline-example,inline-example,inline-example,LOW,NONE,CLASSIFIED,lines 832-836; 3 content lines
ch09-b009,9,The Setup,chapters/09-Advanced-Graph-Algorithms.qmd,UNLABELED,INLINE_EXAMPLE,NO,FRAGMENT,NO,NO,NO,inline-example,inline-example,inline-example,LOW,NONE,CLASSIFIED,lines 865-867; 1 content lines
ch09-b010,9,Successive Shortest Paths Algorithm,chapters/09-Advanced-Graph-Algorithms.qmd,UNLABELED,PSEUDOCODE,NO,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,algorithm,algorithm,algorithm,LOW,NONE,CLASSIFIED,lines 873-883; 9 content lines
ch09-b011,9,Implementation,chapters/09-Advanced-Graph-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 893-1043; 149 content lines
ch09-b012,9,Cycle-Canceling Algorithm,chapters/09-Advanced-Graph-Algorithms.qmd,UNLABELED,PSEUDOCODE,NO,FRAGMENT,NO,NO,NO,algorithm,algorithm,algorithm,LOW,NONE,CLASSIFIED,lines 1049-1054; 4 content lines
ch09-b013,9,Architecture,chapters/09-Advanced-Graph-Algorithms.qmd,UNLABELED,TEXT_DIAGRAM,NO,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,text-diagram,text-diagram,text-diagram,LOW,NONE,CLASSIFIED,lines 1142-1160; 17 content lines
ch09-b014,9,Core Network Class,chapters/09-Advanced-Graph-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1164-1299; 134 content lines
ch09-b015,9,Algorithm Interface,chapters/09-Advanced-Graph-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1303-1331; 27 content lines
ch09-b016,9,Application: Matching Solver,chapters/09-Advanced-Graph-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1335-1452; 116 content lines
ch09-b017,9,Visualization Module,chapters/09-Advanced-Graph-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1456-1568; 111 content lines
ch09-b018,9,Command-Line Interface,chapters/09-Advanced-Graph-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1572-1657; 84 content lines
ch09-b019,9,Testing Suite,chapters/09-Advanced-Graph-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 1661-1738; 76 content lines
ch09-b020,9,Warm-Up Problems,chapters/09-Advanced-Graph-Algorithms.qmd,UNLABELED,TEXT_DIAGRAM,NO,FRAGMENT,NO,NO,NO,text-diagram,text-diagram,text-diagram,LOW,NONE,CLASSIFIED,lines 1784-1790; 5 content lines
ch10-b001,10,The Setup,chapters/10-String-Processing-Algorithms.qmd,UNLABELED,OTHER,NO,FRAGMENT,NO,NO,NO,technical-other,technical-other,technical-other,LOW,NONE,CLASSIFIED,lines 42-50; 7 content lines
ch10-b002,10,The Naive Approach,chapters/10-String-Processing-Algorithms.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 56-80; 23 content lines
ch10-b003,10,The Naive Approach,chapters/10-String-Processing-Algorithms.qmd,python,PROGRAM_CODE,YES,FRAGMENT,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 88-95; 6 content lines
ch10-b004,10,The Big Idea,chapters/10-String-Processing-Algorithms.qmd,UNLABELED,OTHER,NO,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,technical-other,technical-other,technical-other,LOW,NONE,CLASSIFIED,lines 115-132; 16 content lines
