block_id,chapter,section,semantic_type,source_file,source_lines,expected_to_render,pdf_start_page,pdf_end_page,first_meaningful_line_found,last_meaningful_line_found,visible_content_found,verification_method,status
ch13-b013,13,MapReduce Algorithms,algorithm,chapters/13-Research-Industry-Applications.qmd,857-861,YES,551,551,YES,YES,YES,first and last source signatures,PASS
ch13-b014,13,MapReduce Algorithms,inline-example,chapters/13-Research-Industry-Applications.qmd,864-867,YES,551,551,YES,YES,YES,first and last source signatures,PASS
ch13-b015,13,MapReduce Algorithms,inline-example,chapters/13-Research-Industry-Applications.qmd,870-873,YES,551,551,YES,YES,YES,first and last source signatures,PASS
ch13-b016,13,MapReduce Algorithms,inline-example,chapters/13-Research-Industry-Applications.qmd,876-881,YES,551,551,YES,YES,YES,first and last source signatures,PASS
ch13-b017,13,Count-Min Sketch,algorithm,chapters/13-Research-Industry-Applications.qmd,917-927,YES,552,552,YES,YES,YES,first and last source signatures,PASS
ch13-b018,13,HyperLogLog,technical-other,chapters/13-Research-Industry-Applications.qmd,948-959,YES,553,553,YES,YES,YES,first and last source signatures,PASS
ch13-b019,13,Bloom Filters,algorithm,chapters/13-Research-Industry-Applications.qmd,974-987,YES,553,553,YES,YES,YES,first and last source signatures,PASS
ch13-b020,13,Pregel: Thinking Like a Vertex,technical-other,chapters/13-Research-Industry-Applications.qmd,1012-1024,YES,554,554,YES,YES,YES,first and last source signatures,PASS
ch13-b021,13,Pregel: Thinking Like a Vertex,algorithm,chapters/13-Research-Industry-Applications.qmd,1027-1037,YES,554,554,YES,YES,YES,first and last source signatures,PASS
ch13-b022,13,Bitcoin's Proof-of-Work,algorithm,chapters/13-Research-Industry-Applications.qmd,1143-1156,YES,557,557,YES,YES,YES,first and last source signatures,PASS
ch13-b023,13,Alternative Consensus: Proof-of-Stake,algorithm,chapters/13-Research-Industry-Applications.qmd,1180-1185,YES,558,558,YES,YES,YES,first and last source signatures,PASS
ch13-b024,13,Interactive Zero-Knowledge,algorithm,chapters/13-Research-Industry-Applications.qmd,1213-1226,YES,558,558,YES,YES,YES,first and last source signatures,PASS
ch13-b025,13,Non-Interactive Zero-Knowledge (SNARKs),technical-other,chapters/13-Research-Industry-Applications.qmd,1244-1249,YES,559,559,YES,YES,YES,first and last source signatures,PASS
ch13-b026,13,Analysis Template,configuration,chapters/13-Research-Industry-Applications.qmd,1637-1710,YES,6,567,YES,YES,YES,first and last source signatures,PASS
ch14-b001,14,The Adapter Pattern,program-code,chapters/14-Project-Development.qmd,67-83,YES,572,572,YES,YES,YES,first and last source signatures,PASS
ch14-b002,14,The Facade Pattern,program-code,chapters/14-Project-Development.qmd,94-123,YES,572,573,YES,YES,YES,first and last source signatures,PASS
ch14-b003,14,The Builder Pattern,program-code,chapters/14-Project-Development.qmd,134-169,YES,573,574,YES,YES,YES,first and last source signatures,PASS
ch14-b004,14,Dependency Management,technical-other,chapters/14-Project-Development.qmd,180-188,YES,574,574,YES,YES,YES,first and last source signatures,PASS
ch14-b005,14,Dependency Management,program-code,chapters/14-Project-Development.qmd,195-199,YES,574,574,YES,YES,YES,first and last source signatures,PASS
ch14-b006,14,Dependency Management,program-code,chapters/14-Project-Development.qmd,202-206,YES,574,574,YES,YES,YES,first and last source signatures,PASS
ch14-b007,14,Dependency Management,configuration,chapters/14-Project-Development.qmd,213-227,YES,435,575,YES,YES,YES,first and last source signatures,PASS
ch14-b008,14,Integration Testing,program-code,chapters/14-Project-Development.qmd,236-265,YES,575,576,YES,YES,YES,first and last source signatures,PASS
ch14-b009,14,Python's cProfile,program-code,chapters/14-Project-Development.qmd,319-337,YES,577,577,YES,YES,YES,first and last source signatures,PASS
ch14-b010,14,Line-by-Line Profiling,program-code,chapters/14-Project-Development.qmd,351-363,YES,578,578,YES,YES,YES,first and last source signatures,PASS
ch14-b011,14,Memory Profiling,program-code,chapters/14-Project-Development.qmd,369-376,YES,578,578,YES,YES,YES,first and last source signatures,PASS
ch14-b012,14,1. Avoid Redundant Work,program-code,chapters/14-Project-Development.qmd,388-395,YES,578,578,YES,YES,YES,first and last source signatures,PASS
ch14-b013,14,1. Avoid Redundant Work,program-code,chapters/14-Project-Development.qmd,398-404,YES,578,578,YES,YES,YES,first and last source signatures,PASS
ch14-b014,14,2. Use Appropriate Data Structures,program-code,chapters/14-Project-Development.qmd,409-413,YES,579,579,YES,YES,YES,first and last source signatures,PASS
ch14-b015,14,2. Use Appropriate Data Structures,program-code,chapters/14-Project-Development.qmd,416-420,YES,579,579,YES,YES,YES,first and last source signatures,PASS
ch14-b016,14,3. Vectorize with NumPy,program-code,chapters/14-Project-Development.qmd,427-431,YES,45,579,YES,YES,YES,first and last source signatures,PASS
ch14-b017,14,3. Vectorize with NumPy,program-code,chapters/14-Project-Development.qmd,434-436,YES,579,579,YES,YES,YES,first and last source signatures,PASS
ch14-b018,14,4. Cache Expensive Computations,program-code,chapters/14-Project-Development.qmd,444-451,YES,579,579,YES,YES,YES,first and last source signatures,PASS
ch14-b019,14,5. Use Generators for Large Data,program-code,chapters/14-Project-Development.qmd,460-466,YES,580,580,YES,YES,YES,first and last source signatures,PASS
ch14-b020,14,5. Use Generators for Large Data,program-code,chapters/14-Project-Development.qmd,469-477,YES,580,580,YES,YES,YES,first and last source signatures,PASS
ch14-b021,14,6. Parallelize Independent Work,program-code,chapters/14-Project-Development.qmd,481-494,YES,580,580,YES,YES,YES,first and last source signatures,PASS
ch14-b022,14,The Documentation Pyramid,program-code,chapters/14-Project-Development.qmd,537-553,YES,581,581,YES,YES,YES,first and last source signatures,PASS
ch14-b023,14,The Documentation Pyramid,program-code,chapters/14-Project-Development.qmd,556-579,YES,581,582,YES,YES,YES,first and last source signatures,PASS
ch14-b024,14,The Documentation Pyramid,configuration,chapters/14-Project-Development.qmd,582-621,YES,3,583,YES,YES,YES,first and last source signatures,PASS
ch14-b025,14,The Documentation Pyramid,configuration,chapters/14-Project-Development.qmd,624-651,YES,583,583,YES,YES,YES,first and last source signatures,PASS
ch14-b026,14,The Documentation Pyramid,configuration,chapters/14-Project-Development.qmd,654-692,YES,489,584,YES,YES,YES,first and last source signatures,PASS
ch14-b027,14,Documentation Best Practices,program-code,chapters/14-Project-Development.qmd,709-720,YES,585,585,YES,YES,YES,first and last source signatures,PASS
ch14-b028,14,Documentation Best Practices,program-code,chapters/14-Project-Development.qmd,733-749,YES,585,585,YES,YES,YES,first and last source signatures,PASS
ch14-b029,14,README Template,configuration,chapters/14-Project-Development.qmd,755-843,YES,585,587,YES,YES,YES,first and last source signatures,PASS
ch14-b030,14,Writing Good Tests,program-code,chapters/14-Project-Development.qmd,869-886,YES,588,588,YES,YES,YES,first and last source signatures,PASS
ch14-b031,14,Writing Good Tests,program-code,chapters/14-Project-Development.qmd,889-900,YES,588,588,YES,YES,YES,first and last source signatures,PASS
ch14-b032,14,Writing Good Tests,program-code,chapters/14-Project-Development.qmd,903-914,YES,588,588,YES,YES,YES,first and last source signatures,PASS
ch14-b033,14,Writing Good Tests,program-code,chapters/14-Project-Development.qmd,917-927,YES,589,589,YES,YES,YES,first and last source signatures,PASS
ch14-b034,14,Writing Good Tests,program-code,chapters/14-Project-Development.qmd,930-942,YES,589,589,YES,YES,YES,first and last source signatures,PASS
ch14-b035,14,Test-Driven Development (TDD),program-code,chapters/14-Project-Development.qmd,952-969,YES,589,589,YES,YES,YES,first and last source signatures,PASS
ch14-b036,14,Code Review Best Practices,technical-other,chapters/14-Project-Development.qmd,987-993,YES,590,590,YES,YES,YES,first and last source signatures,PASS
ch14-b037,14,Code Review Best Practices,technical-other,chapters/14-Project-Development.qmd,1008-1013,YES,590,590,YES,YES,YES,first and last source signatures,PASS
ch14-b038,14,Code Review Best Practices,inline-example,chapters/14-Project-Development.qmd,1016-1020,YES,590,590,YES,YES,YES,first and last source signatures,PASS
ch14-b039,14,Code Review Best Practices,inline-example,chapters/14-Project-Development.qmd,1029-1032,YES,590,590,YES,YES,YES,first and last source signatures,PASS
ch14-b040,14,Slide Design Principles,technical-other,chapters/14-Project-Development.qmd,1126-1138,YES,592,592,YES,YES,YES,first and last source signatures,PASS
ch14-b041,14,Slide Design Principles,data-example,chapters/14-Project-Development.qmd,1141-1151,YES,592,592,YES,YES,YES,first and last source signatures,PASS
ch14-b042,14,Presentation Delivery,data-example,chapters/14-Project-Development.qmd,1200-1203,YES,593,593,YES,YES,YES,first and last source signatures,PASS
ch14-b043,14,Presentation Delivery,data-example,chapters/14-Project-Development.qmd,1206-1210,YES,593,593,YES,YES,YES,first and last source signatures,PASS
ch14-b044,14,Presentation Delivery,data-example,chapters/14-Project-Development.qmd,1213-1216,YES,593,593,YES,YES,YES,first and last source signatures,PASS
ch14-b045,14,Presentation Delivery,data-example,chapters/14-Project-Development.qmd,1219-1223,YES,593,593,YES,YES,YES,first and last source signatures,PASS
ch14-b046,14,Demo Best Practices,inline-example,chapters/14-Project-Development.qmd,1232-1235,YES,593,593,YES,YES,YES,first and last source signatures,PASS
ch14-b047,14,Demo Best Practices,data-example,chapters/14-Project-Development.qmd,1238-1244,YES,593,593,YES,YES,YES,first and last source signatures,PASS
ch14-b048,14,Demo Best Practices,data-example,chapters/14-Project-Development.qmd,1247-1250,YES,594,594,YES,YES,YES,first and last source signatures,PASS
ch15-b001,15,Making Your Demo Bulletproof,inline-example,chapters/15-Final-Presentations.qmd,144-147,YES,599,599,YES,YES,YES,first and last source signatures,PASS
ch15-b002,15,Making Your Demo Bulletproof,inline-example,chapters/15-Final-Presentations.qmd,150-153,YES,599,599,YES,YES,YES,first and last source signatures,PASS
ch15-b003,15,Sample Peer Review Form,configuration,chapters/15-Final-Presentations.qmd,259-315,YES,600,601,YES,YES,YES,first and last source signatures,PASS
ch15-b004,15,Industry-Style Technical Presentation,data-example,chapters/15-Final-Presentations.qmd,338-345,YES,602,602,YES,YES,YES,first and last source signatures,PASS
ch15-b005,15,Industry-Style Technical Presentation,technical-other,chapters/15-Final-Presentations.qmd,348-354,YES,602,602,YES,YES,YES,first and last source signatures,PASS
ch15-b006,15,Industry-Style Technical Presentation,technical-other,chapters/15-Final-Presentations.qmd,357-363,YES,602,602,YES,YES,YES,first and last source signatures,PASS
ch15-b007,15,Industry-Style Technical Presentation,technical-other,chapters/15-Final-Presentations.qmd,366-372,YES,602,602,YES,YES,YES,first and last source signatures,PASS
ch15-b008,15,Industry-Style Technical Presentation,algorithm,chapters/15-Final-Presentations.qmd,375-381,YES,63,602,YES,YES,YES,first and last source signatures,PASS
ch15-b009,15,Industry-Style Technical Presentation,inline-example,chapters/15-Final-Presentations.qmd,384-389,YES,591,603,YES,YES,YES,first and last source signatures,PASS
ch15-b010,15,Industry-Style Technical Presentation,technical-other,chapters/15-Final-Presentations.qmd,392-398,YES,603,603,YES,YES,YES,first and last source signatures,PASS
ch15-b011,15,Industry-Style Technical Presentation,technical-other,chapters/15-Final-Presentations.qmd,401-407,YES,603,603,YES,YES,YES,first and last source signatures,PASS
ch15-b012,15,Common Presentation Mistakes to Avoid,inline-example,chapters/15-Final-Presentations.qmd,454-457,YES,604,604,YES,YES,YES,first and last source signatures,PASS
ch15-b013,15,Common Presentation Mistakes to Avoid,inline-example,chapters/15-Final-Presentations.qmd,460-464,YES,604,604,YES,YES,YES,first and last source signatures,PASS
ch15-b014,15,Common Presentation Mistakes to Avoid,technical-other,chapters/15-Final-Presentations.qmd,467-470,YES,604,604,YES,YES,YES,first and last source signatures,PASS
ch15-b015,15,Common Presentation Mistakes to Avoid,algorithm,chapters/15-Final-Presentations.qmd,473-477,YES,604,604,YES,YES,YES,first and last source signatures,PASS
ch15-b016,15,Common Presentation Mistakes to Avoid,inline-example,chapters/15-Final-Presentations.qmd,482-485,YES,604,604,YES,YES,YES,first and last source signatures,PASS
ch15-b017,15,Common Presentation Mistakes to Avoid,inline-example,chapters/15-Final-Presentations.qmd,488-491,YES,604,604,YES,YES,YES,first and last source signatures,PASS
ch15-b018,15,Common Presentation Mistakes to Avoid,inline-example,chapters/15-Final-Presentations.qmd,494-497,YES,604,604,YES,YES,YES,first and last source signatures,PASS
ch15-b019,15,Common Presentation Mistakes to Avoid,inline-example,chapters/15-Final-Presentations.qmd,500-503,YES,604,604,YES,YES,YES,first and last source signatures,PASS
ch15-b020,15,Common Presentation Mistakes to Avoid,inline-example,chapters/15-Final-Presentations.qmd,506-509,YES,604,604,YES,YES,YES,first and last source signatures,PASS
ch15-b021,15,Lessons Learned Document,configuration,chapters/15-Final-Presentations.qmd,607-662,YES,606,607,YES,YES,YES,first and last source signatures,PASS
